,fips,cty_name,state,st_name
741,26065,Ingham,MI,Michigan
742,26067,Ionia,MI,Michigan
743,26069,Iosco,MI,Michigan
744,26071,Iron,MI,Michigan
745,26073,Isabella,MI,Michigan
746,26075,Jackson,MI,Michigan
747,26077,Kalamazoo,MI,Michigan
748,26079,Kalkaska,MI,Michigan
749,26081,Kent,MI,Michigan
750,26083,Keweenaw,MI,Michigan
751,26085,Lake,MI,Michigan
752,26087,Lapeer,MI,Michigan
753,26089,Leelanau,MI,Michigan
754,26091,Lenawee,MI,Michigan
755,26093,Livingston,MI,Michigan
756,26095,Luce,MI,Michigan
757,26097,Mackinac,MI,Michigan
758,26099,Macomb,MI,Michigan
759,26101,Manistee,MI,Michigan
760,26103,Marquette,MI,Michigan
761,26105,Mason,MI,Michigan
762,26107,Mecosta,MI,Michigan
763,26109,Menominee,MI,Michigan
764,26111,Midland,MI,Michigan
765,26113,Missaukee,MI,Michigan
766,26115,Monroe,MI,Michigan
767,26117,Montcalm,MI,Michigan
768,26119,Montmorency,MI,Michigan
769,26121,Muskegon,MI,Michigan
770,26123,Newaygo,MI,Michigan
771,26125,Oakland,MI,Michigan
772,26127,Oceana,MI,Michigan
773,26129,Ogemaw,MI,Michigan
774,26131,Ontonagon,MI,Michigan
775,26133,Osceola,MI,Michigan
776,26135,Oscoda,MI,Michigan
777,26137,Otsego,MI,Michigan
778,26139,Ottawa,MI,Michigan
779,26141,Presque Isle,MI,Michigan
780,26143,Roscommon,MI,Michigan
781,26145,Saginaw,MI,Michigan
782,26147,St. Clair,MI,Michigan
783,26149,St. Joseph,MI,Michigan
784,26151,Sanilac,MI,Michigan
785,26153,Schoolcraft,MI,Michigan
786,26155,Shiawassee,MI,Michigan
787,26157,Tuscola,MI,Michigan
788,26159,Van Buren,MI,Michigan
789,26161,Washtenaw,MI,Michigan
790,26163,Wayne,MI,Michigan
791,26165,Wexford,MI,Michigan
,,State Totals,MN,Minnesota
792,27001,Aitkin,MN,Minnesota
793,27003,Anoka,MN,Minnesota
794,27005,Becker,MN,Minnesota
795,27007,Beltrami,MN,Minnesota
796,27009,Benton,MN,Minnesota
797,27011,Big Stone,MN,Minnesota
798,27013,Blue Earth,MN,Minnesota
799,27015,Brown,MN,Minnesota
800,27017,Carlton,MN,Minnesota
801,27019,Carver,MN,Minnesota
802,27021,Cass,MN,Minnesota
803,27023,Chippewa,MN,Minnesota
804,27025,Chisago,MN,Minnesota
805,27027,Clay,MN,Minnesota
806,27029,Clearwater,MN,Minnesota
807,27031,Cook,MN,Minnesota
808,27033,Cottonwood,MN,Minnesota
809,27035,Crow Wing,MN,Minnesota
810,27037,Dakota,MN,Minnesota
811,27039,Dodge,MN,Minnesota
812,27041,Douglas,MN,Minnesota
813,27043,Faribault,MN,Minnesota
814,27045,Fillmore,MN,Minnesota
815,27047,Freeborn,MN,Minnesota
816,27049,Goodhue,MN,Minnesota
817,27051,Grant,MN,Minnesota
818,27053,Hennepin,MN,Minnesota
819,27055,Houston,MN,Minnesota
820,27057,Hubbard,MN,Minnesota
821,27059,Isanti,MN,Minnesota
822,27061,Itasca,MN,Minnesota
823,27063,Jackson,MN,Minnesota
824,27065,Kanabec,MN,Minnesota
825,27067,Kandiyohi,MN,Minnesota
826,27069,Kittson,MN,Minnesota
827,27071,Koochiching,MN,Minnesota
828,27073,Lac qui Parle,MN,Minnesota
829,27075,Lake,MN,Minnesota
830,27077,Lake of the Woods,MN,Minnesota
831,27079,Le Sueur,MN,Minnesota
832,27081,Lincoln,MN,Minnesota
833,27083,Lyon,MN,Minnesota
834,27085,McLeod,MN,Minnesota
835,27087,Mahnomen,MN,Minnesota
836,27089,Marshall,MN,Minnesota
837,27091,Martin,MN,Minnesota
838,27093,Meeker,MN,Minnesota
839,27095,Mille Lacs,MN,Minnesota
840,27097,Morrison,MN,Minnesota
841,27099,Mower,MN,Minnesota
842,27101,Murray,MN,Minnesota
843,27103,Nicollet,MN,Minnesota
844,27105,Nobles,MN,Minnesota
845,27107,Norman,MN,Minnesota
846,27109,Olmsted,MN,Minnesota
847,27111,Otter Tail,MN,Minnesota
848,27113,Pennington,MN,Minnesota
849,27115,Pine,MN,Minnesota
850,27117,Pipestone,MN,Minnesota
851,27119,Polk,MN,Minnesota
852,27121,Pope,MN,Minnesota
853,27123,Ramsey,MN,Minnesota
854,27125,Red Lake,MN,Minnesota
855,27127,Redwood,MN,Minnesota
856,27129,Renville,MN,Minnesota
857,27131,Rice,MN,Minnesota
858,27133,Rock,MN,Minnesota
859,27135,Roseau,MN,Minnesota
860,27137,St. Louis,MN,Minnesota
861,27139,Scott,MN,Minnesota
862,27141,Sherburne,MN,Minnesota
863,27143,Sibley,MN,Minnesota
864,27145,Stearns,MN,Minnesota
865,27147,Steele,MN,Minnesota
866,27149,Stevens,MN,Minnesota
867,27151,Swift,MN,Minnesota
868,27153,Todd,MN,Minnesota
869,27155,Traverse,MN,Minnesota
870,27157,Wabasha,MN,Minnesota
871,27159,Wadena,MN,Minnesota
872,27161,Waseca,MN,Minnesota
873,27163,Washington,MN,Minnesota
874,27165,Watonwan,MN,Minnesota
875,27167,Wilkin,MN,Minnesota
876,27169,Winona,MN,Minnesota
877,27171,Wright,MN,Minnesota
878,27173,Yellow Medicine,MN,Minnesota
,,State Totals,MS,Mississippi
879,28001,Adams,MS,Mississippi
880,28003,Alcorn,MS,Mississippi
881,28005,Amite,MS,Mississippi
882,28007,Attala,MS,Mississippi
883,28009,Benton,MS,Mississippi
884,28011,Bolivar,MS,Mississippi
885,28013,Calhoun,MS,Mississippi
886,28015,Carroll,MS,Mississippi
887,28017,Chickasaw,MS,Mississippi
888,28019,Choctaw,MS,Mississippi
889,28021,Claiborne,MS,Mississippi
890,28023,Clarke,MS,Mississippi
891,28025,Clay,MS,Mississippi
892,28027,Coahoma,MS,Mississippi
893,28029,Copiah,MS,Mississippi
894,28031,Covington,MS,Mississippi
895,28033,DeSoto,MS,Mississippi
896,28035,Forrest,MS,Mississippi
897,28037,Franklin,MS,Mississippi
898,28039,George,MS,Mississippi
899,28041,Greene,MS,Mississippi
900,28043,Grenada,MS,Mississippi
901,28045,Hancock,MS,Mississippi
902,28047,Harrison,MS,Mississippi
903,28049,Hinds,MS,Mississippi
904,28051,Holmes,MS,Mississippi
905,28053,Humphreys,MS,Mississippi
906,28055,Issaquena,MS,Mississippi
907,28057,Itawamba,MS,Mississippi
908,28059,Jackson,MS,Mississippi
909,28061,Jasper,MS,Mississippi
910,28063,Jefferson,MS,Mississippi
911,28065,Jefferson Davis,MS,Mississippi
912,28067,Jones,MS,Mississippi
913,28069,Kemper,MS,Mississippi
914,28071,Lafayette,MS,Mississippi
915,28073,Lamar,MS,Mississippi
916,28075,Lauderdale,MS,Mississippi
917,28077,Lawrence,MS,Mississippi
918,28079,Leake,MS,Mississippi
919,28081,Lee,MS,Mississippi
920,28083,Leflore,MS,Mississippi
921,28085,Lincoln,MS,Mississippi
922,28087,Lowndes,MS,Mississippi
923,28089,Madison,MS,Mississippi
924,28091,Marion,MS,Mississippi
925,28093,Marshall,MS,Mississippi
926,28095,Monroe,MS,Mississippi
927,28097,Montgomery,MS,Mississippi
928,28099,Neshoba,MS,Mississippi
929,28101,Newton,MS,Mississippi
930,28103,Noxubee,MS,Mississippi
931,28105,Oktibbeha,MS,Mississippi
932,28107,Panola,MS,Mississippi
933,28109,Pearl River,MS,Mississippi
934,28111,Perry,MS,Mississippi
935,28113,Pike,MS,Mississippi
936,28115,Pontotoc,MS,Mississippi
937,28117,Prentiss,MS,Mississippi
938,28119,Quitman,MS,Mississippi
939,28121,Rankin,MS,Mississippi
940,28123,Scott,MS,Mississippi
941,28125,Sharkey,MS,Mississippi
942,28127,Simpson,MS,Mississippi
943,28129,Smith,MS,Mississippi
944,28131,Stone,MS,Mississippi
945,28133,Sunflower,MS,Mississippi
946,28135,Tallahatchie,MS,Mississippi
947,28137,Tate,MS,Mississippi
948,28139,Tippah,MS,Mississippi
949,28141,Tishomingo,MS,Mississippi
950,28143,Tunica,MS,Mississippi
951,28145,Union,MS,Mississippi
952,28147,Walthall,MS,Mississippi
953,28149,Warren,MS,Mississippi
954,28151,Washington,MS,Mississippi
955,28153,Wayne,MS,Mississippi
956,28155,Webster,MS,Mississippi
957,28157,Wilkinson,MS,Mississippi
958,28159,Winston,MS,Mississippi
959,28161,Yalobusha,MS,Mississippi
960,28163,Yazoo,MS,Mississippi
,,State Totals,NH,New Hampshire
961,33001,Belknap,NH,New Hampshire
962,33003,Carroll,NH,New Hampshire
963,33005,Cheshire,NH,New Hampshire
964,33007,Coos,NH,New Hampshire
965,33009,Grafton,NH,New Hampshire
966,33011,Hillsborough,NH,New Hampshire
967,33013,Merrimack,NH,New Hampshire
968,33015,Rockingham,NH,New Hampshire
969,33017,Strafford,NH,New Hampshire
970,33019,Sullivan,NH,New Hampshire
,,State Totals,NJ,New Jersey
971,34001,Atlantic,NJ,New Jersey
972,34003,Bergen,NJ,New Jersey
973,34005,Burlington,NJ,New Jersey
974,34007,Camden,NJ,New Jersey
975,34009,Cape May,NJ,New Jersey
976,34011,Cumberland,NJ,New Jersey
977,34013,Essex,NJ,New Jersey
978,34015,Gloucester,NJ,New Jersey
979,34017,Hudson,NJ,New Jersey
980,34019,Hunterdon,NJ,New Jersey
981,34021,Mercer,NJ,New Jersey
982,34023,Middlesex,NJ,New Jersey
983,34025,Monmouth,NJ,New Jersey
984,34027,Morris,NJ,New Jersey
985,34029,Ocean,NJ,New Jersey
986,34031,Passaic,NJ,New Jersey
987,34033,Salem,NJ,New Jersey
988,34035,Somerset,NJ,New Jersey
989,34037,Sussex,NJ,New Jersey
990,34039,Union,NJ,New Jersey
991,34041,Warren,NJ,New Jersey
,,State Totals,NY,New York
992,36001,Albany,NY,New York
993,36003,Allegany,NY,New York
994,36005,Bronx,NY,New York
995,36007,Broome,NY,New York
996,36009,Cattaraugus,NY,New York
997,36011,Cayuga,NY,New York
998,36013,Chautauqua,NY,New York
999,36015,Chemung,NY,New York
1000,36017,Chenango,NY,New York
1001,36019,Clinton,NY,New York
1002,36021,Columbia,NY,New York
1003,36023,Cortland,NY,New York
1004,36025,Delaware,NY,New York
1005,36027,Dutchess,NY,New York
1006,36029,Erie,NY,New York
1007,36031,Essex,NY,New York
1008,36033,Franklin,NY,New York
1009,36035,Fulton,NY,New York
1010,36037,Genesee,NY,New York
1011,36039,Greene,NY,New York
1012,36041,Hamilton,NY,New York
1013,36043,Herkimer,NY,New York
1014,36045,Jefferson,NY,New York
1015,36047,Kings,NY,New York
1016,36049,Lewis,NY,New York
1017,36051,Livingston,NY,New York
1018,36053,Madison,NY,New York
1019,36055,Monroe,NY,New York
1020,36057,Montgomery,NY,New York
1021,36059,Nassau,NY,New York
1022,36061,New York,NY,New York
1023,36063,Niagara,NY,New York
1024,36065,Oneida,NY,New York
1025,36067,Onondaga,NY,New York
1026,36069,Ontario,NY,New York
1027,36071,Orange,NY,New York
1028,36073,Orleans,NY,New York
1029,36075,Oswego,NY,New York
1030,36077,Otsego,NY,New York
1031,36079,Putnam,NY,New York
1032,36081,Queens,NY,New York
1033,36083,Rensselaer,NY,New York
1034,36085,Richmond,NY,New York
1035,36087,Rockland,NY,New York
1036,36089,St. Lawrence,NY,New York
1037,36091,Saratoga,NY,New York
1038,36093,Schenectady,NY,New York
1039,36095,Schoharie,NY,New York
1040,36097,Schuyler,NY,New York
1041,36099,Seneca,NY,New York
1042,36101,Steuben,NY,New York
1043,36103,Suffolk,NY,New York
1044,36105,Sullivan,NY,New York
1045,36107,Tioga,NY,New York
1046,36109,Tompkins,NY,New York
1047,36111,Ulster,NY,New York
1048,36113,Warren,NY,New York
1049,36115,Washington,NY,New York
1050,36117,Wayne,NY,New York
1051,36119,Westchester,NY,New York
1052,36121,Wyoming,NY,New York
1053,36123,Yates,NY,New York
,,State Totals,NC,North Carolina
1054,37001,Alamance,NC,North Carolina
1055,37003,Alexander,NC,North Carolina
1056,37005,Alleghany,NC,North Carolina
1057,37007,Anson,NC,North Carolina
1058,37009,Ashe,NC,North Carolina
1059,37011,Avery,NC,North Carolina
1060,37013,Beaufort,NC,North Carolina
1061,37015,Bertie,NC,North Carolina
1062,37017,Bladen,NC,North Carolina
1063,37019,Brunswick,NC,North Carolina
1064,37021,Buncombe,NC,North Carolina
1065,37023,Burke,NC,North Carolina
1066,37025,Cabarrus,NC,North Carolina
1067,37027,Caldwell,NC,North Carolina
1068,37029,Camden,NC,North Carolina
1069,37031,Carteret,NC,North Carolina
1070,37033,Caswell,NC,North Carolina
1071,37035,Catawba,NC,North Carolina
1072,37037,Chatham,NC,North Carolina
1073,37039,Cherokee,NC,North Carolina
1074,37041,Chowan,NC,North Carolina
1075,37043,Clay,NC,North Carolina
1076,37045,Cleveland,NC,North Carolina
1077,37047,Columbus,NC,North Carolina
1078,37049,Craven,NC,North Carolina
1079,37051,Cumberland,NC,North Carolina
1080,37053,Currituck,NC,North Carolina
1081,37055,Dare,NC,North Carolina
1082,37057,Davidson,NC,North Carolina
1083,37059,Davie,NC,North Carolina
1084,37061,Duplin,NC,North Carolina
1085,37063,Durham,NC,North Carolina
1086,37065,Edgecombe,NC,North Carolina
1087,37067,Forsyth,NC,North Carolina
1088,37069,Franklin,NC,North Carolina
1089,37071,Gaston,NC,North Carolina
1090,37073,Gates,NC,North Carolina
1091,37075,Graham,NC,North Carolina
1092,37077,Granville,NC,North Carolina
1093,37079,Greene,NC,North Carolina
1094,37081,Guilford,NC,North Carolina
1095,37083,Halifax,NC,North Carolina
1096,37085,Harnett,NC,North Carolina
1097,37087,Haywood,NC,North Carolina
1098,37089,Henderson,NC,North Carolina
1099,37091,Hertford,NC,North Carolina
1100,37093,Hoke,NC,North Carolina
1101,37095,Hyde,NC,North Carolina
1102,37097,Iredell,NC,North Carolina
1103,37099,Jackson,NC,North Carolina
1104,37101,Johnston,NC,North Carolina
1105,37103,Jones,NC,North Carolina
1106,37105,Lee,NC,North Carolina
1107,37107,Lenoir,NC,North Carolina
1108,37109,Lincoln,NC,North Carolina
1109,37111,McDowell,NC,North Carolina
1110,37113,Macon,NC,North Carolina
1111,37115,Madison,NC,North Carolina
1112,37117,Martin,NC,North Carolina
1113,37119,Mecklenburg,NC,North Carolina
1114,37121,Mitchell,NC,North Carolina
1115,37123,Montgomery,NC,North Carolina
1116,37125,Moore,NC,North Carolina
1117,37127,Nash,NC,North Carolina
1118,37129,New Hanover,NC,North Carolina
1119,37131,Northampton,NC,North Carolina
1120,37133,Onslow,NC,North Carolina
1121,37135,Orange,NC,North Carolina
1122,37137,Pamlico,NC,North Carolina
1123,37139,Pasquotank,NC,North Carolina
1124,37141,Pender,NC,North Carolina
1125,37143,Perquimans,NC,North Carolina
1126,37145,Person,NC,North Carolina
1127,37147,Pitt,NC,North Carolina
1128,37149,Polk,NC,North Carolina
1129,37151,Randolph,NC,North Carolina
1130,37153,Richmond,NC,North Carolina
1131,37155,Robeson,NC,North Carolina
1132,37157,Rockingham,NC,North Carolina
1133,37159,Rowan,NC,North Carolina
1134,37161,Rutherford,NC,North Carolina
1135,37163,Sampson,NC,North Carolina
1136,37165,Scotland,NC,North Carolina
1137,37167,Stanly,NC,North Carolina
1138,37169,Stokes,NC,North Carolina
1139,37171,Surry,NC,North Carolina
1140,37173,Swain,NC,North Carolina
1141,37175,Transylvania,NC,North Carolina
1142,37177,Tyrrell,NC,North Carolina
1143,37179,Union,NC,North Carolina
1144,37181,Vance,NC,North Carolina
1145,37183,Wake,NC,North Carolina
1146,37185,Warren,NC,North Carolina
1147,37187,Washington,NC,North Carolina
1148,37189,Watauga,NC,North Carolina
1149,37191,Wayne,NC,North Carolina
1150,37193,Wilkes,NC,North Carolina
1151,37195,Wilson,NC,North Carolina
1152,37197,Yadkin,NC,North Carolina
1153,37199,Yancey,NC,North Carolina
,,State Totals,OH,Ohio
1154,39001,Adams,OH,Ohio
1155,39003,Allen,OH,Ohio
1156,39005,Ashland,OH,Ohio
1157,39007,Ashtabula,OH,Ohio
1158,39009,Athens,OH,Ohio
1159,39011,Auglaize,OH,Ohio
1160,39013,Belmont,OH,Ohio
1161,39015,Brown,OH,Ohio
1162,39017,Butler,OH,Ohio
1163,39019,Carroll,OH,Ohio
1164,39021,Champaign,OH,Ohio
1165,39023,Clark,OH,Ohio
1166,39025,Clermont,OH,Ohio
1167,39027,Clinton,OH,Ohio
1168,39029,Columbiana,OH,Ohio
1169,39031,Coshocton,OH,Ohio
1170,39033,Crawford,OH,Ohio
1171,39035,Cuyahoga,OH,Ohio
1172,39037,Darke,OH,Ohio
1173,39039,Defiance,OH,Ohio
1174,39041,Delaware,OH,Ohio
1175,39043,Erie,OH,Ohio
1176,39045,Fairfield,OH,Ohio
1177,39047,Fayette,OH,Ohio
1178,39049,Franklin,OH,Ohio
1179,39051,Fulton,OH,Ohio
1180,39053,Gallia,OH,Ohio
1181,39055,Geauga,OH,Ohio
1182,39057,Greene,OH,Ohio
1183,39059,Guernsey,OH,Ohio
1184,39061,Hamilton,OH,Ohio
1185,39063,Hancock,OH,Ohio
1186,39065,Hardin,OH,Ohio
1187,39067,Harrison,OH,Ohio
1188,39069,Henry,OH,Ohio
1189,39071,Highland,OH,Ohio
1190,39073,Hocking,OH,Ohio
1191,39075,Holmes,OH,Ohio
1192,39077,Huron,OH,Ohio
1193,39079,Jackson,OH,Ohio
1194,39081,Jefferson,OH,Ohio
1195,39083,Knox,OH,Ohio
1196,39085,Lake,OH,Ohio
1197,39087,Lawrence,OH,Ohio
1198,39089,Licking,OH,Ohio
1199,39091,Logan,OH,Ohio
1200,39093,Lorain,OH,Ohio
1201,39095,Lucas,OH,Ohio
1202,39097,Madison,OH,Ohio
1203,39099,Mahoning,OH,Ohio
1204,39101,Marion,OH,Ohio
1205,39103,Medina,OH,Ohio
1206,39105,Meigs,OH,Ohio
1207,39107,Mercer,OH,Ohio
1208,39109,Miami,OH,Ohio
1209,39111,Monroe,OH,Ohio
1210,39113,Montgomery,OH,Ohio
1211,39115,Morgan,OH,Ohio
1212,39117,Morrow,OH,Ohio
1213,39119,Muskingum,OH,Ohio
1214,39121,Noble,OH,Ohio
1215,39123,Ottawa,OH,Ohio
1216,39125,Paulding,OH,Ohio
1217,39127,Perry,OH,Ohio
1218,39129,Pickaway,OH,Ohio
1219,39131,Pike,OH,Ohio
1220,39133,Portage,OH,Ohio
1221,39135,Preble,OH,Ohio
1222,39137,Putnam,OH,Ohio
1223,39139,Richland,OH,Ohio
1224,39141,Ross,OH,Ohio
1225,39143,Sandusky,OH,Ohio
1226,39145,Scioto,OH,Ohio
1227,39147,Seneca,OH,Ohio
1228,39149,Shelby,OH,Ohio
1229,39151,Stark,OH,Ohio
1230,39153,Summit,OH,Ohio
1231,39155,Trumbull,OH,Ohio
1232,39157,Tuscarawas,OH,Ohio
1233,39159,Union,OH,Ohio
1234,39161,Van Wert,OH,Ohio
1235,39163,Vinton,OH,Ohio
1236,39165,Warren,OH,Ohio
1237,39167,Washington,OH,Ohio
1238,39169,Wayne,OH,Ohio
1239,39171,Williams,OH,Ohio
1240,39173,Wood,OH,Ohio
1241,39175,Wyandot,OH,Ohio
,,State Totals,OR,Oregon
1242,41001,Baker,OR,Oregon
1243,41003,Benton,OR,Oregon
1244,41005,Clackamas,OR,Oregon
1245,41007,Clatsop,OR,Oregon
1246,41009,Columbia,OR,Oregon
1247,41011,Coos,OR,Oregon
1248,41013,Crook,OR,Oregon
1249,41015,Curry,OR,Oregon
1250,41017,Deschutes,OR,Oregon
1251,41019,Douglas,OR,Oregon
1252,41021,Gilliam,OR,Oregon
1253,41023,Grant,OR,Oregon
1254,41025,Harney,OR,Oregon
1255,41027,Hood River,OR,Oregon
1256,41029,Jackson,OR,Oregon
1257,41031,Jefferson,OR,Oregon
1258,41033,Josephine,OR,Oregon
1259,41035,Klamath,OR,Oregon
1260,41037,Lake,OR,Oregon
1261,41039,Lane,OR,Oregon
1262,41041,Lincoln,OR,Oregon
1263,41043,Linn,OR,Oregon
1264,41045,Malheur,OR,Oregon
1265,41047,Marion,OR,Oregon
1266,41049,Morrow,OR,Oregon
1267,41051,Multnomah,OR,Oregon
1268,41053,Polk,OR,Oregon
1269,41055,Sherman,OR,Oregon
1270,41057,Tillamook,OR,Oregon
1271,41059,Umatilla,OR,Oregon
1272,41061,Union,OR,Oregon
1273,41063,Wallowa,OR,Oregon
1274,41065,Wasco,OR,Oregon
1275,41067,Washington,OR,Oregon
1276,41069,Wheeler,OR,Oregon
1277,41071,Yamhill,OR,Oregon
,,State Totals,PA,Pennsylvania
1278,42001,Adams,PA,Pennsylvania
1279,42003,Allegheny,PA,Pennsylvania
1280,42005,Armstrong,PA,Pennsylvania
1281,42007,Beaver,PA,Pennsylvania
1282,42009,Bedford,PA,Pennsylvania
1283,42011,Berks,PA,Pennsylvania
1284,42013,Blair,PA,Pennsylvania
1285,42015,Bradford,PA,Pennsylvania
1286,42017,Bucks,PA,Pennsylvania
1287,42019,Butler,PA,Pennsylvania
1288,42021,Cambria,PA,Pennsylvania
1289,42023,Cameron,PA,Pennsylvania
1290,42025,Carbon,PA,Pennsylvania
1291,42027,Centre,PA,Pennsylvania
1292,42029,Chester,PA,Pennsylvania
1293,42031,Clarion,PA,Pennsylvania
1294,42033,Clearfield,PA,Pennsylvania
1295,42035,Clinton,PA,Pennsylvania
1296,42037,Columbia,PA,Pennsylvania
1297,42039,Crawford,PA,Pennsylvania
1298,42041,Cumberland,PA,Pennsylvania
1299,42043,Dauphin,PA,Pennsylvania
1300,42045,Delaware,PA,Pennsylvania
1301,42047,Elk,PA,Pennsylvania
1302,42049,Erie,PA,Pennsylvania
1303,42051,Fayette,PA,Pennsylvania
1304,42053,Forest,PA,Pennsylvania
1305,42055,Franklin,PA,Pennsylvania
1306,42057,Fulton,PA,Pennsylvania
1307,42059,Greene,PA,Pennsylvania
1308,42061,Huntingdon,PA,Pennsylvania
1309,42063,Indiana,PA,Pennsylvania
1310,42065,Jefferson,PA,Pennsylvania
1311,42067,Juniata,PA,Pennsylvania
1312,42069,Lackawanna,PA,Pennsylvania
1313,42071,Lancaster,PA,Pennsylvania
1314,42073,Lawrence,PA,Pennsylvania
1315,42075,Lebanon,PA,Pennsylvania
1316,42077,Lehigh,PA,Pennsylvania
1317,42079,Luzerne,PA,Pennsylvania
1318,42081,Lycoming,PA,Pennsylvania
1319,42083,McKean,PA,Pennsylvania
1320,42085,Mercer,PA,Pennsylvania
1321,42087,Mifflin,PA,Pennsylvania
1322,42089,Monroe,PA,Pennsylvania
1323,42091,Montgomery,PA,Pennsylvania
1324,42093,Montour,PA,Pennsylvania
1325,42095,Northampton,PA,Pennsylvania
1326,42097,Northumberland,PA,Pennsylvania
1327,42099,Perry,PA,Pennsylvania
1328,42101,Philadelphia,PA,Pennsylvania
1329,42103,Pike,PA,Pennsylvania
1330,42105,Potter,PA,Pennsylvania
1331,42107,Schuylkill,PA,Pennsylvania
1332,42109,Snyder,PA,Pennsylvania
1333,42111,Somerset,PA,Pennsylvania
1334,42113,Sullivan,PA,Pennsylvania
1335,42115,Susquehanna,PA,Pennsylvania
1336,42117,Tioga,PA,Pennsylvania
1337,42119,Union,PA,Pennsylvania
1338,42121,Venango,PA,Pennsylvania
1339,42123,Warren,PA,Pennsylvania
1340,42125,Washington,PA,Pennsylvania
1341,42127,Wayne,PA,Pennsylvania
1342,42129,Westmoreland,PA,Pennsylvania
1343,42131,Wyoming,PA,Pennsylvania
1344,42133,York,PA,Pennsylvania
,,State Totals,RI,Rhode Island
1345,44001,Bristol,RI,Rhode Island
1346,44003,Kent,RI,Rhode Island
1347,44005,Newport,RI,Rhode Island
1348,44007,Providence,RI,Rhode Island
1349,44009,Washington,RI,Rhode Island
,,State Totals,SC,South Carolina
1350,45001,Abbeville,SC,South Carolina
1351,45003,Aiken,SC,South Carolina
1352,45005,Allendale,SC,South Carolina
1353,45007,Anderson,SC,South Carolina
1354,45009,Bamberg,SC,South Carolina
1355,45011,Barnwell,SC,South Carolina
1356,45013,Beaufort,SC,South Carolina
1357,45015,Berkeley,SC,South Carolina
1358,45017,Calhoun,SC,South Carolina
1359,45019,Charleston,SC,South Carolina
1360,45021,Cherokee,SC,South Carolina
1361,45023,Chester,SC,South Carolina
1362,45025,Chesterfield,SC,South Carolina
1363,45027,Clarendon,SC,South Carolina
1364,45029,Colleton,SC,South Carolina
1365,45031,Darlington,SC,South Carolina
1366,45033,Dillon,SC,South Carolina
1367,45035,Dorchester,SC,South Carolina
1368,45037,Edgefield,SC,South Carolina
1369,45039,Fairfield,SC,South Carolina
1370,45041,Florence,SC,South Carolina
1371,45043,Georgetown,SC,South Carolina
1372,45045,Greenville,SC,South Carolina
1373,45047,Greenwood,SC,South Carolina
1374,45049,Hampton,SC,South Carolina
1375,45051,Horry,SC,South Carolina
1376,45053,Jasper,SC,South Carolina
1377,45055,Kershaw,SC,South Carolina
1378,45057,Lancaster,SC,South Carolina
1379,45059,Laurens,SC,South Carolina
1380,45061,Lee,SC,South Carolina
1381,45063,Lexington,SC,South Carolina
1382,45065,McCormick,SC,South Carolina
1383,45067,Marion,SC,South Carolina
1384,45069,Marlboro,SC,South Carolina
1385,45071,Newberry,SC,South Carolina
1386,45073,Oconee,SC,South Carolina
1387,45075,Orangeburg,SC,South Carolina
1388,45077,Pickens,SC,South Carolina
1389,45079,Richland,SC,South Carolina
1390,45081,Saluda,SC,South Carolina
1391,45083,Spartanburg,SC,South Carolina
1392,45085,Sumter,SC,South Carolina
1393,45087,Union,SC,South Carolina
1394,45089,Williamsburg,SC,South Carolina
1395,45091,York,SC,South Carolina
,,State Totals,TX,Texas
1396,48001,Anderson,TX,Texas
1397,48003,Andrews,TX,Texas
1398,48005,Angelina,TX,Texas
1399,48007,Aransas,TX,Texas
1400,48009,Archer,TX,Texas
1401,48011,Armstrong,TX,Texas
1402,48013,Atascosa,TX,Texas
1403,48015,Austin,TX,Texas
1404,48017,Bailey,TX,Texas
1405,48019,Bandera,TX,Texas
1406,48021,Bastrop,TX,Texas
1407,48023,Baylor,TX,Texas
1408,48025,Bee,TX,Texas
1409,48027,Bell,TX,Texas
1410,48029,Bexar,TX,Texas
1411,48031,Blanco,TX,Texas
1412,48033,Borden,TX,Texas
1413,48035,Bosque,TX,Texas
1414,48037,Bowie,TX,Texas
1415,48039,Brazoria,TX,Texas
1416,48041,Brazos,TX,Texas
1417,48043,Brewster,TX,Texas
1418,48045,Briscoe,TX,Texas
1419,48047,Brooks,TX,Texas
1420,48049,Brown,TX,Texas
1421,48051,Burleson,TX,Texas
1422,48053,Burnet,TX,Texas
1423,48055,Caldwell,TX,Texas
1424,48057,Calhoun,TX,Texas
1425,48059,Callahan,TX,Texas
1426,48061,Cameron,TX,Texas
1427,48063,Camp,TX,Texas
1428,48065,Carson,TX,Texas
1429,48067,Cass,TX,Texas
1430,48069,Castro,TX,Texas
1431,48071,Chambers,TX,Texas
1432,48073,Cherokee,TX,Texas
1433,48075,Childress,TX,Texas
1434,48077,Clay,TX,Texas
1435,48079,Cochran,TX,Texas
1436,48081,Coke,TX,Texas
1437,48083,Coleman,TX,Texas
1438,48085,Collin,TX,Texas
1439,48087,Collingsworth,TX,Texas
1440,48089,Colorado,TX,Texas
1441,48091,Comal,TX,Texas
1442,48093,Comanche,TX,Texas
1443,48095,Concho,TX,Texas
1444,48097,Cooke,TX,Texas
1445,48099,Coryell,TX,Texas
1446,48101,Cottle,TX,Texas
1447,48103,Crane,TX,Texas
1448,48105,Crockett,TX,Texas
1449,48107,Crosby,TX,Texas
1450,48109,Culberson,TX,Texas
1451,48111,Dallam,TX,Texas
1452,48113,Dallas,TX,Texas
1453,48115,Dawson,TX,Texas
