,fips,cty_name,state,st_name
1454,48117,Deaf Smith,TX,Texas
1455,48119,Delta,TX,Texas
1456,48121,Denton,TX,Texas
1457,48123,DeWitt,TX,Texas
1458,48125,Dickens,TX,Texas
1459,48127,Dimmit,TX,Texas
1460,48129,Donley,TX,Texas
1461,48131,Duval,TX,Texas
1462,48133,Eastland,TX,Texas
1463,48135,Ector,TX,Texas
1464,48137,Edwards,TX,Texas
1465,48139,Ellis,TX,Texas
1466,48141,El Paso,TX,Texas
1467,48143,Erath,TX,Texas
1468,48145,Falls,TX,Texas
1469,48147,Fannin,TX,Texas
1470,48149,Fayette,TX,Texas
1471,48151,Fisher,TX,Texas
1472,48153,Floyd,TX,Texas
1473,48155,Foard,TX,Texas
1474,48157,Fort Bend,TX,Texas
1475,48159,Franklin,TX,Texas
1476,48161,Freestone,TX,Texas
1477,48163,Frio,TX,Texas
1478,48165,Gaines,TX,Texas
1479,48167,Galveston,TX,Texas
1480,48169,Garza,TX,Texas
1481,48171,Gillespie,TX,Texas
1482,48173,Glasscock,TX,Texas
1483,48175,Goliad,TX,Texas
1484,48177,Gonzales,TX,Texas
1485,48179,Gray,TX,Texas
1486,48181,Grayson,TX,Texas
1487,48183,Gregg,TX,Texas
1488,48185,Grimes,TX,Texas
1489,48187,Guadalupe,TX,Texas
1490,48189,Hale,TX,Texas
1491,48191,Hall,TX,Texas
1492,48193,Hamilton,TX,Texas
1493,48195,Hansford,TX,Texas
1494,48197,Hardeman,TX,Texas
1495,48199,Hardin,TX,Texas
1496,48201,Harris,TX,Texas
1497,48203,Harrison,TX,Texas
1498,48205,Hartley,TX,Texas
1499,48207,Haskell,TX,Texas
1500,48209,Hays,TX,Texas
1501,48211,Hemphill,TX,Texas
1502,48213,Henderson,TX,Texas
1503,48215,Hidalgo,TX,Texas
1504,48217,Hill,TX,Texas
1505,48219,Hockley,TX,Texas
1506,48221,Hood,TX,Texas
1507,48223,Hopkins,TX,Texas
1508,48225,Houston,TX,Texas
1509,48227,Howard,TX,Texas
1510,48229,Hudspeth,TX,Texas
1511,48231,Hunt,TX,Texas
1512,48233,Hutchinson,TX,Texas
1513,48235,Irion,TX,Texas
1514,48237,Jack,TX,Texas
1515,48239,Jackson,TX,Texas
1516,48241,Jasper,TX,Texas
1517,48243,Jeff Davis,TX,Texas
1518,48245,Jefferson,TX,Texas
1519,48247,Jim Hogg,TX,Texas
1520,48249,Jim Wells,TX,Texas
1521,48251,Johnson,TX,Texas
1522,48253,Jones,TX,Texas
1523,48255,Karnes,TX,Texas
1524,48257,Kaufman,TX,Texas
1525,48259,Kendall,TX,Texas
1526,48261,Kenedy,TX,Texas
1527,48263,Kent,TX,Texas
1528,48265,Kerr,TX,Texas
1529,48267,Kimble,TX,Texas
1530,48269,King,TX,Texas
1531,48271,Kinney,TX,Texas
1532,48273,Kleberg,TX,Texas
1533,48275,Knox,TX,Texas
1534,48277,Lamar,TX,Texas
1535,48279,Lamb,TX,Texas
1536,48281,Lampasas,TX,Texas
1537,48283,La Salle,TX,Texas
1538,48285,Lavaca,TX,Texas
1539,48287,Lee,TX,Texas
1540,48289,Leon,TX,Texas
1541,48291,Liberty,TX,Texas
1542,48293,Limestone,TX,Texas
1543,48295,Lipscomb,TX,Texas
1544,48297,Live Oak,TX,Texas
1545,48299,Llano,TX,Texas
1546,48301,Loving,TX,Texas
1547,48303,Lubbock,TX,Texas
1548,48305,Lynn,TX,Texas
1549,48307,McCulloch,TX,Texas
1550,48309,McLennan,TX,Texas
1551,48311,McMullen,TX,Texas
1552,48313,Madison,TX,Texas
1553,48315,Marion,TX,Texas
1554,48317,Martin,TX,Texas
1555,48319,Mason,TX,Texas
1556,48321,Matagorda,TX,Texas
1557,48323,Maverick,TX,Texas
1558,48325,Medina,TX,Texas
1559,48327,Menard,TX,Texas
1560,48329,Midland,TX,Texas
1561,48331,Milam,TX,Texas
1562,48333,Mills,TX,Texas
1563,48335,Mitchell,TX,Texas
1564,48337,Montague,TX,Texas
1565,48339,Montgomery,TX,Texas
1566,48341,Moore,TX,Texas
1567,48343,Morris,TX,Texas
1568,48345,Motley,TX,Texas
1569,48347,Nacogdoches,TX,Texas
1570,48349,Navarro,TX,Texas
1571,48351,Newton,TX,Texas
1572,48353,Nolan,TX,Texas
1573,48355,Nueces,TX,Texas
1574,48357,Ochiltree,TX,Texas
1575,48359,Oldham,TX,Texas
1576,48361,Orange,TX,Texas
1577,48363,Palo Pinto,TX,Texas
1578,48365,Panola,TX,Texas
1579,48367,Parker,TX,Texas
1580,48369,Parmer,TX,Texas
1581,48371,Pecos,TX,Texas
1582,48373,Polk,TX,Texas
1583,48375,Potter,TX,Texas
1584,48377,Presidio,TX,Texas
1585,48379,Rains,TX,Texas
1586,48381,Randall,TX,Texas
1587,48383,Reagan,TX,Texas
1588,48385,Real,TX,Texas
1589,48387,Red River,TX,Texas
1590,48389,Reeves,TX,Texas
1591,48391,Refugio,TX,Texas
1592,48393,Roberts,TX,Texas
1593,48395,Robertson,TX,Texas
1594,48397,Rockwall,TX,Texas
1595,48399,Runnels,TX,Texas
1596,48401,Rusk,TX,Texas
1597,48403,Sabine,TX,Texas
1598,48405,San Augustine,TX,Texas
1599,48407,San Jacinto,TX,Texas
1600,48409,San Patricio,TX,Texas
1601,48411,San Saba,TX,Texas
1602,48413,Schleicher,TX,Texas
1603,48415,Scurry,TX,Texas
1604,48417,Shackelford,TX,Texas
1605,48419,Shelby,TX,Texas
1606,48421,Sherman,TX,Texas
1607,48423,Smith,TX,Texas
1608,48425,Somervell,TX,Texas
1609,48427,Starr,TX,Texas
1610,48429,Stephens,TX,Texas
1611,48431,Sterling,TX,Texas
1612,48433,Stonewall,TX,Texas
1613,48435,Sutton,TX,Texas
1614,48437,Swisher,TX,Texas
1615,48439,Tarrant,TX,Texas
1616,48441,Taylor,TX,Texas
1617,48443,Terrell,TX,Texas
1618,48445,Terry,TX,Texas
1619,48447,Throckmorton,TX,Texas
1620,48449,Titus,TX,Texas
1621,48451,Tom Green,TX,Texas
1622,48453,Travis,TX,Texas
1623,48455,Trinity,TX,Texas
1624,48457,Tyler,TX,Texas
1625,48459,Upshur,TX,Texas
1626,48461,Upton,TX,Texas
1627,48463,Uvalde,TX,Texas
1628,48465,Val Verde,TX,Texas
1629,48467,Van Zandt,TX,Texas
1630,48469,Victoria,TX,Texas
1631,48471,Walker,TX,Texas
1632,48473,Waller,TX,Texas
1633,48475,Ward,TX,Texas
1634,48477,Washington,TX,Texas
1635,48479,Webb,TX,Texas
1636,48481,Wharton,TX,Texas
1637,48483,Wheeler,TX,Texas
1638,48485,Wichita,TX,Texas
1639,48487,Wilbarger,TX,Texas
1640,48489,Willacy,TX,Texas
1641,48491,Williamson,TX,Texas
1642,48493,Wilson,TX,Texas
1643,48495,Winkler,TX,Texas
1644,48497,Wise,TX,Texas
1645,48499,Wood,TX,Texas
1646,48501,Yoakum,TX,Texas
1647,48503,Young,TX,Texas
1648,48505,Zapata,TX,Texas
1649,48507,Zavala,TX,Texas
,,State Totals,VA,Virginia
1650,51001,Accomack,VA,Virginia
1651,51003,Albemarle,VA,Virginia
1652,51005,Alleghany,VA,Virginia
1653,51007,Amelia,VA,Virginia
1654,51009,Amherst,VA,Virginia
1655,51011,Appomattox,VA,Virginia
1656,51013,Arlington,VA,Virginia
1657,51015,Augusta,VA,Virginia
1658,51017,Bath,VA,Virginia
1659,51019,Bedford,VA,Virginia
1660,51021,Bland,VA,Virginia
1661,51023,Botetourt,VA,Virginia
1662,51025,Brunswick,VA,Virginia
1663,51027,Buchanan,VA,Virginia
1664,51029,Buckingham,VA,Virginia
1665,51031,Campbell,VA,Virginia
1666,51033,Caroline,VA,Virginia
1667,51035,Carroll,VA,Virginia
1668,51036,Charles City,VA,Virginia
1669,51037,Charlotte,VA,Virginia
1670,51041,Chesterfield,VA,Virginia
1671,51043,Clarke,VA,Virginia
1672,51045,Craig,VA,Virginia
1673,51047,Culpeper,VA,Virginia
1674,51049,Cumberland,VA,Virginia
1675,51051,Dickenson,VA,Virginia
1676,51053,Dinwiddie,VA,Virginia
1677,51057,Essex,VA,Virginia
1678,51059,Fairfax,VA,Virginia
1679,51061,Fauquier,VA,Virginia
1680,51063,Floyd,VA,Virginia
1681,51065,Fluvanna,VA,Virginia
1682,51067,Franklin,VA,Virginia
1683,51069,Frederick,VA,Virginia
1684,51071,Giles,VA,Virginia
1685,51073,Gloucester,VA,Virginia
1686,51075,Goochland,VA,Virginia
1687,51077,Grayson,VA,Virginia
1688,51079,Greene,VA,Virginia
1689,51081,Greensville,VA,Virginia
1690,51083,Halifax,VA,Virginia
1691,51085,Hanover,VA,Virginia
1692,51087,Henrico,VA,Virginia
1693,51089,Henry,VA,Virginia
1694,51091,Highland,VA,Virginia
1695,51093,Isle of Wight,VA,Virginia
1696,51095,James City,VA,Virginia
1697,51097,King and Queen,VA,Virginia
1698,51099,King George,VA,Virginia
1699,51101,King William,VA,Virginia
1700,51103,Lancaster,VA,Virginia
1701,51105,Lee,VA,Virginia
1702,51107,Loudoun,VA,Virginia
1703,51109,Louisa,VA,Virginia
1704,51111,Lunenburg,VA,Virginia
1705,51113,Madison,VA,Virginia
1706,51115,Mathews,VA,Virginia
1707,51117,Mecklenburg,VA,Virginia
1708,51119,Middlesex,VA,Virginia
1709,51121,Montgomery,VA,Virginia
1710,51125,Nelson,VA,Virginia
1711,51127,New Kent,VA,Virginia
1712,51131,Northampton,VA,Virginia
1713,51133,Northumberland,VA,Virginia
1714,51135,Nottoway,VA,Virginia
1715,51137,Orange,VA,Virginia
1716,51139,Page,VA,Virginia
1717,51141,Patrick,VA,Virginia
1718,51143,Pittsylvania,VA,Virginia
1719,51145,Powhatan,VA,Virginia
1720,51147,Prince Edward,VA,Virginia
1721,51149,Prince George,VA,Virginia
1722,51153,Prince William,VA,Virginia
1723,51155,Pulaski,VA,Virginia
1724,51157,Rappahannock,VA,Virginia
1725,51159,Richmond,VA,Virginia
1726,51161,Roanoke,VA,Virginia
1727,51163,Rockbridge,VA,Virginia
1728,51165,Rockingham,VA,Virginia
1729,51167,Russell,VA,Virginia
1730,51169,Scott,VA,Virginia
1731,51171,Shenandoah,VA,Virginia
1732,51173,Smyth,VA,Virginia
1733,51175,Southampton,VA,Virginia
1734,51177,Spotsylvania,VA,Virginia
1735,51179,Stafford,VA,Virginia
1736,51181,Surry,VA,Virginia
1737,51183,Sussex,VA,Virginia
1738,51185,Tazewell,VA,Virginia
1739,51187,Warren,VA,Virginia
1740,51191,Washington,VA,Virginia
1741,51193,Westmoreland,VA,Virginia
1742,51195,Wise,VA,Virginia
1743,51197,Wythe,VA,Virginia
1744,51199,York,VA,Virginia
1745,51510,Alexandria city,VA,Virginia
1746,51515,Bedford city,VA,Virginia
1747,51520,Bristol city,VA,Virginia
1748,51530,Buena Vista city,VA,Virginia
1749,51540,Charlottesville city,VA,Virginia
1750,51550,Chesapeake city,VA,Virginia
1751,51570,Colonial Heights city,VA,Virginia
1752,51580,Covington city,VA,Virginia
1753,51590,Danville city,VA,Virginia
1754,51595,Emporia city,VA,Virginia
1755,51600,Fairfax city,VA,Virginia
1756,51610,Falls Church city,VA,Virginia
1757,51620,Franklin city,VA,Virginia
1758,51630,Fredericksburg city,VA,Virginia
1759,51640,Galax city,VA,Virginia
1760,51650,Hampton city,VA,Virginia
1761,51660,Harrisonburg city,VA,Virginia
1762,51670,Hopewell city,VA,Virginia
1763,51678,Lexington city,VA,Virginia
1764,51680,Lynchburg city,VA,Virginia
1765,51683,Manassas city,VA,Virginia
1766,51685,Manassas Park city,VA,Virginia
1767,51690,Martinsville city,VA,Virginia
1768,51700,Newport News city,VA,Virginia
1769,51710,Norfolk city,VA,Virginia
1770,51720,Norton city,VA,Virginia
1771,51730,Petersburg city,VA,Virginia
1772,51735,Poquoson city,VA,Virginia
1773,51740,Portsmouth city,VA,Virginia
1774,51750,Radford city,VA,Virginia
1775,51760,Richmond city,VA,Virginia
1776,51770,Roanoke city,VA,Virginia
1777,51775,Salem city,VA,Virginia
1778,51790,Staunton city,VA,Virginia
1779,51800,Suffolk city,VA,Virginia
1780,51810,Virginia Beach city,VA,Virginia
1781,51820,Waynesboro city,VA,Virginia
1782,51830,Williamsburg city,VA,Virginia
1783,51840,Winchester city,VA,Virginia
,,State Totals,WA,Washington
1784,53001,Adams,WA,Washington
1785,53003,Asotin,WA,Washington
1786,53005,Benton,WA,Washington
1787,53007,Chelan,WA,Washington
1788,53009,Clallam,WA,Washington
1789,53011,Clark,WA,Washington
1790,53013,Columbia,WA,Washington
1791,53015,Cowlitz,WA,Washington
1792,53017,Douglas,WA,Washington
1793,53019,Ferry,WA,Washington
1794,53021,Franklin,WA,Washington
1795,53023,Garfield,WA,Washington
1796,53025,Grant,WA,Washington
1797,53027,Grays Harbor,WA,Washington
1798,53029,Island,WA,Washington
1799,53031,Jefferson,WA,Washington
1800,53033,King,WA,Washington
1801,53035,Kitsap,WA,Washington
1802,53037,Kittitas,WA,Washington
1803,53039,Klickitat,WA,Washington
1804,53041,Lewis,WA,Washington
1805,53043,Lincoln,WA,Washington
1806,53045,Mason,WA,Washington
1807,53047,Okanogan,WA,Washington
1808,53049,Pacific,WA,Washington
1809,53051,Pend Oreille,WA,Washington
1810,53053,Pierce,WA,Washington
1811,53055,San Juan,WA,Washington
1812,53057,Skagit,WA,Washington
1813,53059,Skamania,WA,Washington
1814,53061,Snohomish,WA,Washington
1815,53063,Spokane,WA,Washington
1816,53065,Stevens,WA,Washington
1817,53067,Thurston,WA,Washington
1818,53069,Wahkiakum,WA,Washington
1819,53071,Walla Walla,WA,Washington
1820,53073,Whatcom,WA,Washington
1821,53075,Whitman,WA,Washington
1822,53077,Yakima,WA,Washington
,,State Totals,WI,Wisconsin
1823,55001,Adams,WI,Wisconsin
1824,55003,Ashland,WI,Wisconsin
1825,55005,Barron,WI,Wisconsin
1826,55007,Bayfield,WI,Wisconsin
1827,55009,Brown,WI,Wisconsin
1828,55011,Buffalo,WI,Wisconsin
1829,55013,Burnett,WI,Wisconsin
1830,55015,Calumet,WI,Wisconsin
1831,55017,Chippewa,WI,Wisconsin
1832,55019,Clark,WI,Wisconsin
1833,55021,Columbia,WI,Wisconsin
1834,55023,Crawford,WI,Wisconsin
1835,55025,Dane,WI,Wisconsin
1836,55027,Dodge,WI,Wisconsin
1837,55029,Door,WI,Wisconsin
1838,55031,Douglas,WI,Wisconsin
1839,55033,Dunn,WI,Wisconsin
1840,55035,Eau Claire,WI,Wisconsin
1841,55037,Florence,WI,Wisconsin
1842,55039,Fond du Lac,WI,Wisconsin
1843,55041,Forest,WI,Wisconsin
1844,55043,Grant,WI,Wisconsin
1845,55045,Green,WI,Wisconsin
1846,55047,Green Lake,WI,Wisconsin
1847,55049,Iowa,WI,Wisconsin
1848,55051,Iron,WI,Wisconsin
1849,55053,Jackson,WI,Wisconsin
1850,55055,Jefferson,WI,Wisconsin
1851,55057,Juneau,WI,Wisconsin
1852,55059,Kenosha,WI,Wisconsin
1853,55061,Kewaunee,WI,Wisconsin
1854,55063,La Crosse,WI,Wisconsin
1855,55065,Lafayette,WI,Wisconsin
1856,55067,Langlade,WI,Wisconsin
1857,55069,Lincoln,WI,Wisconsin
1858,55071,Manitowoc,WI,Wisconsin
1859,55073,Marathon,WI,Wisconsin
1860,55075,Marinette,WI,Wisconsin
1861,55077,Marquette,WI,Wisconsin
1862,55078,Menominee,WI,Wisconsin
1863,55079,Milwaukee,WI,Wisconsin
1864,55081,Monroe,WI,Wisconsin
1865,55083,Oconto,WI,Wisconsin
1866,55085,Oneida,WI,Wisconsin
1867,55087,Outagamie,WI,Wisconsin
1868,55089,Ozaukee,WI,Wisconsin
1869,55091,Pepin,WI,Wisconsin
1870,55093,Pierce,WI,Wisconsin
1871,55095,Polk,WI,Wisconsin
1872,55097,Portage,WI,Wisconsin
1873,55099,Price,WI,Wisconsin
1874,55101,Racine,WI,Wisconsin
1875,55103,Richland,WI,Wisconsin
1876,55105,Rock,WI,Wisconsin
1877,55107,Rusk,WI,Wisconsin
1878,55109,St. Croix,WI,Wisconsin
1879,55111,Sauk,WI,Wisconsin
1880,55113,Sawyer,WI,Wisconsin
1881,55115,Shawano,WI,Wisconsin
1882,55117,Sheboygan,WI,Wisconsin
1883,55119,Taylor,WI,Wisconsin
1884,55121,Trempealeau,WI,Wisconsin
1885,55123,Vernon,WI,Wisconsin
1886,55125,Vilas,WI,Wisconsin
1887,55127,Walworth,WI,Wisconsin
1888,55129,Washburn,WI,Wisconsin
1889,55131,Washington,WI,Wisconsin
1890,55133,Waukesha,WI,Wisconsin
1891,55135,Waupaca,WI,Wisconsin
1892,55137,Waushara,WI,Wisconsin
1893,55139,Winnebago,WI,Wisconsin
1894,55141,Wood,WI,Wisconsin
