"","geoId","state","stateId","stateAbbreviation","county","coastalCounty","shorelineCounty","sortOrder","regionType","regionName","isCounty"
"389","51700","Virginia",51,"VA","Newport News",1,1,37,"S","States",1
"390","51710","Virginia",51,"VA","Norfolk",1,1,37,"S","States",1
"391","51131","Virginia",51,"VA","Northampton",1,1,37,"S","States",1
"392","51133","Virginia",51,"VA","Northumberland",1,1,37,"S","States",1
"393","51735","Virginia",51,"VA","Poquoson",1,1,37,"S","States",1
"394","51740","Virginia",51,"VA","Portsmouth",1,1,37,"S","States",1
"395","51149","Virginia",51,"VA","Prince George",1,0,37,"S","States",1
"396","51153","Virginia",51,"VA","Prince William",1,1,37,"S","States",1
"397","51159","Virginia",51,"VA","Richmond",1,1,37,"S","States",1
"398","51760","Virginia",51,"VA","Richmond City",1,1,37,"S","States",1
"399","51177","Virginia",51,"VA","Spotsylvania",1,0,37,"S","States",1
"400","51179","Virginia",51,"VA","Stafford",1,1,37,"S","States",1
"401","51800","Virginia",51,"VA","Suffolk",1,1,37,"S","States",1
"402","51181","Virginia",51,"VA","Surry",1,1,37,"S","States",1
"403","51810","Virginia",51,"VA","Virginia Beach",1,1,37,"S","States",1
"404","51193","Virginia",51,"VA","Westmoreland",1,1,37,"S","States",1
"405","51830","Virginia",51,"VA","Williamsburg",1,1,37,"S","States",1
"406","51199","Virginia",51,"VA","York",1,1,37,"S","States",1
"407","53000","Washington",53,"WA","Washington State",0,0,38,"S","States",0
"408","53009","Washington",53,"WA","Clallam",1,1,38,"S","States",1
"409","53027","Washington",53,"WA","Grays Harbor",1,1,38,"S","States",1
"410","53029","Washington",53,"WA","Island",1,1,38,"S","States",1
"411","53031","Washington",53,"WA","Jefferson",1,1,38,"S","States",1
"412","53033","Washington",53,"WA","King",1,1,38,"S","States",1
"413","53035","Washington",53,"WA","Kitsap",1,1,38,"S","States",1
"414","53045","Washington",53,"WA","Mason",1,1,38,"S","States",1
"415","53049","Washington",53,"WA","Pacific",1,1,38,"S","States",1
"416","53053","Washington",53,"WA","Pierce",1,1,38,"S","States",1
"417","53055","Washington",53,"WA","San Juan",1,1,38,"S","States",1
"418","53057","Washington",53,"WA","Skagit",1,1,38,"S","States",1
"419","53061","Washington",53,"WA","Snohomish",1,1,38,"S","States",1
"420","53067","Washington",53,"WA","Thurston",1,1,38,"S","States",1
"421","53069","Washington",53,"WA","Wahkiakum",1,1,38,"S","States",1
"422","53073","Washington",53,"WA","Whatcom",1,1,38,"S","States",1
"423","55000","Wisconsin",55,"WI","Wisconsin State",0,0,39,"S","States",0
"424","55003","Wisconsin",55,"WI","Ashland",1,1,39,"S","States",1
"425","55007","Wisconsin",55,"WI","Bayfield",1,1,39,"S","States",1
"426","55009","Wisconsin",55,"WI","Brown",1,1,39,"S","States",1
"427","55029","Wisconsin",55,"WI","Door",1,1,39,"S","States",1
"428","55031","Wisconsin",55,"WI","Douglas",1,1,39,"S","States",1
"429","55051","Wisconsin",55,"WI","Iron",1,1,39,"S","States",1
"430","55059","Wisconsin",55,"WI","Kenosha",1,1,39,"S","States",1
"431","55061","Wisconsin",55,"WI","Kewaunee",1,1,39,"S","States",1
"432","55071","Wisconsin",55,"WI","Manitowoc",1,1,39,"S","States",1
"433","55075","Wisconsin",55,"WI","Marinette",1,1,39,"S","States",1
"434","55079","Wisconsin",55,"WI","Milwaukee",1,1,39,"S","States",1
"435","55083","Wisconsin",55,"WI","Oconto",1,1,39,"S","States",1
"436","55089","Wisconsin",55,"WI","Ozaukee",1,1,39,"S","States",1
"437","55101","Wisconsin",55,"WI","Racine",1,1,39,"S","States",1
"438","55117","Wisconsin",55,"WI","Sheboygan",1,1,39,"S","States",1
"439","85000","Northeast Region",85,"NR","Northeast Region counties",0,0,81,"R","Regions",0
"440","84000","Mid-Atlantic Region",84,"AM","Mid-Atlantic Region counties",0,0,82,"R","Regions",0
"441","83000","Southeast Region",83,"SE","Southeast Region counties",0,0,83,"R","Regions",0
"442","82000","Gulf of Mexico Region",82,"GM","Gulf of Mexico Region counties",0,0,84,"R","Regions",0
"443","80000","Great Lakes Region",80,"GL","Great Lakes Region counties",0,0,85,"R","Regions",0
"444","81000","West Coast Region",81,"WC","West Coast Region counties",0,0,87,"R","Regions",0
"445","86000","North Pacific Region",86,"NP","North Pacific Region counties",0,0,88,"R","Regions",0
"446","87000","Pacific Region",87,"PC","Pacific Region counties",0,0,89,"R","Regions",0
