,structCompId,complexId.x,abandonFlag,allocMtrFlag,attended8Hr,condenProdFlag,distToShore,drillingFlag,firedVesselFl,gasProdFlag,gasFlaringFlag,mmsCompanyNum,manned24Hr,majCmplxFlag,leaseNum,lastRevDate.x,lactMtrFlag,injectionCode,heliportFlag,workoverFlag,waterProdFlag,waterDepth,tankGaugeFlag,sulfurProdFlag,subdistrictCode,storeTankFlag,rigCount,qtrType,prodEqpmtFlag,productionFlag,powerSourceType,powerGenFlag,oilProdFlag,gasSaleMtrFlag,fldNameCode,districtCode.x,craneCounty,compressorFlag,comglProdFlag,bedCount,areaCode.x,blockNumber.x,meterProverFl,districtCode.y,structNum,areaCode.y,blockNumber.y,structName,srfNrthSthDist,nrthSthDepCode.x,srfEstWstDist.x,estWstDepCode.x,xLoc,yLoc,longitude,latitude,areaCode,blockNumber,complexId.y,deckCount,estWstDepCode.y,installDate,lastRevDate.y,majStructFlg,nrthSthDepCode.y,removalDate,slantSlotCount,slotCount,slotDrillCount,satelliteCompletionCount,structureName,structureNumber,structureTypeCode,srfEstWstDist.y,srfNrtSthDist,underwaterCompCount,authorityType,authorityNumber,authorityStatus,removalYr,installYr
671,1059_1,1059,Y,N,N,N,22,N,N,N,N,3035,N,N,G17964,22-Mar-11,N,NA,N,N,N,22,N,N,NA,N,0,N,N,N,NA,N,N,N,EI108,3,1,N,NA,NA,EI,97,N,3,1,EI,97,3,5093,S,9912,W,1919779.04,144498.36,-91.58440902,29.0637728,EI,97,1059,2,W,5-Sep-96,22-Mar-11,N,S,10-Mar-11,NA,1,1,NA,3,1,CAIS,9912,5093,NA,OCS LEASE,G17964,RELINQ,2011,1996
672,10590_1,10590,Y,N,N,N,74,N,N,N,N,185,N,N,G09114,11-May-98,N,NA,Y,N,N,160,N,N,NA,N,0,N,N,N,NA,N,N,N,HI442A,4,1,N,NA,NA,HI,A 417,N,4,1,HI,A 417,A,6749,S,4051,W,3622406.81,252269,-93.950783,28.430798,HI,A 417,10590,1,W,1-Jan-94,29-Jul-96,N,S,25-Jun-99,NA,1,1,NA,A,1,CAIS,4051,6749,NA,OCS LEASE,G09114,TERMIN,1999,1994
673,10593_1,10593,Y,N,N,N,80,N,N,N,N,148,N,Y,G13436,24-Sep-99,N,NA,N,N,N,308,N,N,NA,N,0,P,N,N,NA,N,N,N,HI562A,4,1,N,NA,NA,HI,A 562,N,4,1,HI,A 562,A,6347,S,1843,W,3461798.81,77627,-94.47113088,27.96896739,HI,A 562,10593,3,W,25-Feb-94,22-Jul-04,Y,S,16-Aug-99,NA,2,2,NA,A,1,FIXED,1843,6347,NA,OCS LEASE,G13436,TERMIN,1999,1994
674,10594_1,10594,Y,N,N,N,12,N,N,N,N,2409,N,N,G09037,12-Jun-07,N,NA,N,N,N,64,N,N,NA,N,0,N,N,N,NA,N,N,N,GA273,4,0,N,NA,NA,GA,273,N,4,1,GA,273,B,1545,S,4594,W,3290309.81,421305,-94.965264,28.930842,GA,273,10594,2,W,23-Jan-94,11-Oct-94,N,S,26-Nov-06,NA,2,2,NA,B,1,WP,4594,1545,NA,OCS LEASE,G09037,TERMIN,2006,1994
675,10596_1,10596,Y,N,N,N,80,N,N,N,N,2237,N,N,G03377,7-Sep-04,N,NA,Y,N,N,170,N,N,NA,N,0,N,Y,N,NA,N,N,N,HI270A,4,1,N,NA,NA,HI,A 281,N,4,1,HI,A 281,C,513,N,1793,W,3667668.81,245007,-93.811104,28.405397,HI,A 281,10596,1,W,26-Aug-94,25-Jun-01,N,N,20-Jun-05,NA,2,2,0,C,1,WP,1793,513,0,OCS LEASE,G03377,TERMIN,2005,1994
676,10597_1,10597,N,Y,N,N,111,N,Y,Y,N,105,N,Y,G02754,26-Jul-22,N,NA,Y,N,Y,341,N,N,NA,N,0,P,Y,Y,G,Y,Y,Y,HI270A,4,1,N,NA,6,HI,A 376,N,4,1,HI,A 376,B,4407,S,7605,W,3721000.81,75687,-93.669386,27.933598,HI,A 376,10597,2,W,1-Jan-94,26-Jul-22,Y,S,NA,NA,12,5,NA,B,1,FIXED,7605,4407,NA,OCS LEASE,G02754,TERMIN,NA,1994
677,10598_1,10598,Y,N,N,N,25,N,N,N,N,1284,N,Y,G13301,13-Mar-97,N,NA,N,N,N,97,N,N,NA,N,0,N,N,N,NA,N,N,N,BA507,4,1,N,NA,NA,BA,507,N,4,1,BA,507,A,5994,N,7895,E,3119420.81,207846,-95.519145,28.359137,BA,507,10598,2,E,1-Jan-94,13-Mar-97,Y,N,2-Dec-96,2,2,NA,NA,A,1,FIXED,7895,5994,NA,OCS LEASE,G13301,EXPIR,1996,1994
678,1060_1,1060,N,N,N,N,9,N,N,N,N,3295,N,N,G02825,1-Jul-14,N,NA,Y,N,N,37,N,N,NA,N,0,N,Y,N,NA,N,N,N,WC066,5,1,N,NA,NA,WC,65,N,5,1,WC,65,CAIS.F,6954,S,4280,W,1410489.76,356470.096,-93.18896856,29.63380908,WC,65,1060,3,W,1-Apr-02,10-Mar-03,N,S,7-Jul-19,NA,2,1,NA,CAIS.F,1,CAIS,4280,6954,NA,OCS LEASE,G02825,RELINQ,2019,2002
679,1061_1,1061,Y,N,N,N,75,N,Y,N,N,2899,N,Y,G22550,23-Jul-15,N,NA,Y,N,N,98,N,N,NA,N,NA,N,Y,N,NA,N,N,N,WILD,5,1,Y,NA,NA,WC,417,N,5,1,WC,417,A,3490,N,6116,E,1296787.424,36107.088,-93.52748778,28.74743875,WC,417,1061,1,E,31-Oct-01,2-Aug-02,Y,N,12-Jun-11,NA,1,NA,NA,A,1,CAIS,6116,3490,NA,OCS LEASE,G22550,TERMIN,2011,2001
680,1062_1,1062,N,N,N,N,75,N,N,N,N,3035,N,Y,G21580,22-Aug-20,N,NA,Y,N,N,183,N,N,NA,N,NA,N,Y,N,NA,N,N,N,WILD,5,1,Y,NA,NA,EC,257,N,5,1,EC,257,A,4675,S,6475,E,1547315.24,-63308.392,-92.74208174,28.48493872,EC,257,1062,2,E,8-Nov-01,15-Aug-07,Y,S,21-Dec-20,NA,2,NA,NA,A,1,FIXED,6475,4675,NA,OCS LEASE,G21580,TERMIN,2020,2001
681,1063_1,1063,N,Y,N,N,22,N,N,Y,N,3035,N,N,G16535,1-Apr-21,N,NA,Y,N,Y,103,N,Y,NA,Y,NA,N,Y,Y,NA,N,N,N,WILD,1,1,N,NA,NA,VK,113,N,1,1,VK,113,A,2082,N,2932,W,1175092,10848318,-88.46872346,29.88324129,VK,113,1063,4,W,1-Jan-01,10-Sep-13,N,N,30-Jun-21,NA,3,1,NA,A,1,FIXED,2932,2082,NA,OCS LEASE,G16535,TERMIN,2021,2001
682,1064_1,1064,Y,N,N,N,28,N,N,N,N,2312,N,N,G04090,23-Jul-15,N,NA,Y,N,N,45,N,N,NA,N,0,N,N,N,NA,N,N,N,WC294,5,0,N,NA,NA,WC,294,N,5,1,WC,294,5,4456,S,7962,E,1265425.328,235907.712,-93.63785367,29.29507396,WC,294,1064,2,E,1-Feb-02,8-Jul-04,N,S,15-Aug-13,NA,1,1,NA,5,1,CAIS,7962,4456,NA,OCS LEASE,G04090,TERMIN,2013,2002
683,1066_1,1066,N,Y,Y,Y,8,N,Y,Y,N,3151,Y,Y,G16493,6-Nov-12,Y,G,Y,Y,Y,102,N,Y,NA,Y,0,P,Y,Y,G,Y,Y,Y,MP061,1,1,Y,Y,11,MP,61,Y,1,1,MP,61,B,3693,S,992,W,2769092,237523,-88.92044924,29.2975613,MP,61,1066,2,W,14-Jan-02,11-Sep-17,Y,S,NA,NA,12,7,0,B,1,FIXED,992,3693,0,OCS LEASE,G16493,PROD,NA,2002
684,1069_1,1069,N,N,N,N,27,N,N,Y,N,3295,N,N,G14456,10-Jul-12,N,NA,Y,N,N,44,N,N,NA,N,0,N,Y,Y,NA,N,Y,N,SM269,3,1,N,NA,NA,SM,280,N,3,1,SM,280,I,7594,S,1310,E,1823168.762,150437.637,-91.88686639,29.07917263,SM,280,1069,2,E,8-Jul-02,18-Sep-02,N,S,NA,NA,3,3,NA,I,1,CAIS,1310,7594,NA,OCS LEASE,G14456,RELINQ,NA,2002
685,1070_1,1070,Y,NA,N,N,30,N,N,N,NA,2169,N,N,G22247,23-Jul-15,NA,NA,Y,NA,Y,43,NA,NA,NA,NA,0,N,NA,N,NA,NA,NA,NA,HI166,4,0,NA,NA,NA,HI,166,NA,4,1,HI,166,CAIS.#1,3286,N,787,E,3649248.81,543194,-93.82733324,29.22698161,HI,166,1070,1,E,4-Feb-02,25-Jan-08,N,N,11-Jun-11,NA,1,1,0,CAIS.#1,1,CAIS,787,3286,0,OCS LEASE,G22247,TERMIN,2011,2002
686,1073_1,1073,N,N,N,N,5,N,N,Y,N,3151,N,N,G01447,11-Feb-16,N,N,Y,N,Y,37,N,N,NA,N,0,N,Y,Y,NA,N,Y,N,WD030,1,0,N,N,NA,WD,21,N,1,1,WD,21,L,3325,S,5950,W,2544822,189685.5,-89.62616503,29.17711637,WD,21,1073,1,W,14-Aug-02,10-Feb-05,N,S,NA,NA,1,NA,NA,L,1,CAIS,5950,3325,NA,OCS LEASE,G01447,PROD,NA,2002
687,1074_1,1074,N,N,Y,Y,11,N,N,Y,N,2375,N,N,310,6-Jul-17,N,NA,N,N,N,23,NA,N,NA,N,0,N,Y,Y,NA,N,N,N,LP000,3,0,N,NA,NA,SM,239,N,3,1,SM,239,CAIS.#217,5492,S,3652,E,1830706.26,236884.18,-91.86452206,29.31699336,SM,239,1074,3,E,5-Mar-02,27-Apr-12,N,S,NA,NA,1,1,NA,CAIS.#217,1,CAIS,3652,5492,NA,OCS LEASE,310,UNIT,NA,2002
688,1075_1,1075,Y,N,N,N,25,N,N,N,N,2899,N,N,G04085,2-Apr-14,N,NA,Y,N,N,38,N,N,NA,N,0,N,NA,N,NA,N,N,N,WC146,5,0,N,NA,NA,WC,170,N,5,1,WC,170,7,7001,N,3844,E,1372849.664,268724.856,-93.30268139,29.39081454,WC,170,1075,3,E,5-May-02,26-Nov-02,N,N,24-Nov-16,NA,1,NA,NA,7,1,CAIS,3844,7001,NA,OCS LEASE,G04085,TERMIN,2016,2002
689,1076_1,1076,N,N,N,N,65,N,Y,Y,N,3209,N,Y,G15349,25-Aug-21,Y,N,Y,N,Y,460,N,N,NA,Y,0,N,Y,Y,G,Y,Y,Y,ST314,2,1,Y,N,8,ST,317,Y,2,1,ST,317,A,2344,N,4357,E,2213289.02,-209828.94,-90.67218588,28.08805437,ST,317,1076,3,E,13-Dec-02,29-Oct-15,Y,N,NA,NA,9,3,NA,A,1,FIXED,4357,2344,NA,OCS LEASE,G15349,RELINQ,NA,2002
690,1079_1,1079,N,N,N,Y,7,N,N,Y,N,3151,N,N,G02893,25-Jan-18,N,NA,N,N,Y,17,N,N,NA,N,0,N,N,N,NA,N,N,N,EI024,3,1,N,NA,0,EI,24,N,3,1,EI,24,CAIS.B,1414,N,9955,E,1854845.56,253980,-91.78899884,29.36429303,EI,24,1079,2,E,19-Feb-02,16-Aug-11,N,N,NA,NA,1,1,NA,CAIS.B,1,CAIS,9955,1414,NA,OCS LEASE,G02893,PROD,NA,2002
691,1082_1,1082,Y,N,N,NA,10,N,N,N,NA,1834,N,N,G09652,13-Mar-14,NA,NA,N,NA,N,56,NA,NA,NA,NA,0,N,N,N,NA,NA,N,NA,PL015,2,0,NA,NA,NA,PL,15,NA,2,1,PL,15,6,4661,S,2932,E,2261514.02,90368.378,-90.51606723,28.91259757,PL,15,1082,1,E,10-Jan-02,23-Aug-10,N,S,4-Feb-14,NA,1,NA,NA,6,1,CAIS,2932,4661,NA,OCS LEASE,G09652,RELINQ,2014,2002
692,1083_1,1083,N,Y,Y,Y,3,N,N,Y,N,231,N,Y,NA,3-Oct-19,Y,NA,N,N,N,14,N,N,NA,Y,0,N,Y,Y,G,Y,N,Y,NA,3,0,N,NA,NA,SM,207,Y,3,1,SM,207,A,12730,N,7500,W,1772946.562,307210.237,-92.04712974,29.5095258,SM,207,1083,1,W,1-Jan-64,7-Feb-19,Y,N,NA,NA,NA,NA,NA,A,1,FIXED,7500,12730,NA,STATE LEASE,340,NA,NA,1964
693,1085_1,1085,Y,Y,N,N,32,N,N,N,N,1978,N,Y,G16395,23-May-08,N,NA,Y,N,N,199,N,N,NA,N,0,N,Y,N,NA,N,N,Y,WILD,2,1,Y,NA,NA,SS,279,N,2,1,SS,279,A,5922,N,2621,E,2122179,-129637.7,-90.95378004,28.30966033,SS,279,1085,3,E,22-Feb-02,2-May-07,Y,N,26-Oct-09,NA,3,2,NA,A,1,FIXED,2621,5922,NA,OCS LEASE,G16395,TERMIN,2009,2002
694,1087_1,1087,Y,NA,N,N,54,N,N,N,NA,1978,N,N,G07769,8-Dec-03,NA,NA,Y,NA,NA,125,NA,NA,NA,NA,NA,N,NA,N,NA,NA,NA,NA,ST198,2,1,NA,NA,NA,ST,198,NA,2,1,ST,198,B,5181,S,2849,W,2204895.02,-76650.078,-90.69590842,28.454339,ST,198,1087,2,W,6-Jun-02,26-Nov-02,N,S,3-Dec-03,NA,2,NA,NA,B,1,CAIS,2849,5181,NA,OCS LEASE,G07769,TERMIN,2003,2002
695,1088_1,1088,N,Y,Y,Y,30,N,N,Y,Y,3148,Y,Y,G19931,1-May-14,Y,G,Y,N,Y,2850,N,N,NA,Y,0,P,Y,Y,G,Y,Y,Y,MC243,1,2,Y,Y,47,MC,243,Y,1,1,MC,243,A(MATTERHORN SE,3466,N,5756,E,1055524,10435094,-88.82563306,28.74226919,MC,243,1088,3,E,3-Aug-03,1-May-14,Y,N,NA,0,9,7,NA,A(MATTERHORN SE,1,MTLP,5756,3466,3,OCS LEASE,G19931,PROD,NA,2003
696,1089_1,1089,Y,Y,Y,N,9,N,Y,N,Y,1586,N,N,NA,3-Oct-19,NA,NA,Y,NA,Y,65,NA,N,NA,Y,NA,P,Y,Y,G,Y,N,Y,MO952,1,1,Y,Y,NA,MO,952,NA,1,1,MO,952,A,4139,N,1384,E,1234136,10909621,-88.28456928,30.05377497,MO,952,1089,5,E,26-Mar-02,19-Apr-07,N,N,4-Aug-11,NA,0,NA,NA,A,1,FIXED,1384,4139,NA,NA,NA,NA,2011,2002
697,1090_1,1090,N,N,Y,N,36,N,N,Y,Y,2647,Y,Y,G16623,9-Feb-15,Y,G,Y,N,Y,2223,N,N,NA,N,0,P,Y,Y,B,Y,Y,Y,MC582,1,2,Y,Y,54,MC,582,Y,1,1,MC,582,A-Medusa Spar,355,N,3643,E,851717,10311485,-89.45346089,28.39240104,MC,582,1090,4,E,8-Aug-03,22-Apr-14,N,N,NA,NA,8,6,NA,A-Medusa Spar,1,SPAR,3643,355,4,OCS LEASE,G16623,PROD,NA,2003
698,1091_1,1091,N,N,N,N,23,N,N,N,N,2375,N,N,253,23-Aug-12,N,NA,Y,N,N,40,N,N,NA,N,NA,N,Y,N,NA,N,N,N,WC149,5,0,N,NA,NA,WC,149,N,5,1,WC,149,H,3704,S,7091,W,1339510.52,279429.856,-93.40795765,29.41863112,WC,149,1091,3,W,3-Sep-02,18-Oct-02,N,S,29-Aug-22,NA,1,1,NA,H,1,FIXED,7091,3704,NA,OCS LEASE,253,TERMIN,2022,2002
699,1092_1,1092,Y,Y,N,Y,15,N,N,Y,NA,2655,N,Y,G22609,23-Jul-15,NA,NA,Y,NA,Y,20,NA,NA,NA,NA,0,N,Y,Y,NA,NA,NA,Y,WILD,5,1,Y,NA,NA,VR,70,NA,5,1,VR,70,CAIS.#1,4911,S,1742,E,1719430.412,233945.529,-92.21359516,29.30702823,VR,70,1092,1,E,16-Aug-02,26-Nov-02,Y,S,8-Aug-11,NA,1,NA,0,CAIS.#1,1,CAIS,1742,4911,0,OCS LEASE,G22609,EXPIR,2011,2002
700,1093_1,1093,N,NA,N,N,15,N,N,N,N,2289,Y,N,NA,30-Jul-21,NA,N,Y,N,N,394,NA,N,NA,N,0,N,N,N,NA,NA,N,NA,NA,1,1,N,N,12,SP,89,NA,1,1,SP,89,E,6698,N,5318,W,2621246,16420,-89.39591641,28.69737571,SP,89,1093,4,W,23-Aug-04,22-Mar-06,N,N,NA,NA,0,NA,NA,E,1,FIXED,5318,6698,NA,ROW,G23429,ACT,NA,2004
701,1093_2,1093,N,NA,N,N,15,N,N,N,N,2289,Y,N,NA,30-Jul-21,NA,N,Y,N,N,394,NA,N,NA,N,0,N,N,N,NA,NA,N,NA,NA,1,1,N,N,12,SP,89,NA,1,2,SP,89,E-AUX,6966,N,5359,E,2621287.66,16151.66,-89.39580066,28.69663601,SP,89,1093,4,E,14-Oct-18,8-Jan-20,N,N,NA,NA,0,NA,NA,E-AUX,2,FIXED,5359,6966,NA,ROW,G23429,ACT,NA,2018
702,1094_1,1094,N,N,N,Y,53,N,N,Y,N,2628,N,N,G03331,11-Feb-16,N,NA,Y,N,Y,111,N,N,NA,N,0,N,N,Y,NA,N,N,N,EI238,3,1,N,NA,NA,EI,251,N,3,1,EI,251,C,6719,S,7282,W,1917149.04,-56855.76,-91.59122207,28.51007577,EI,251,1094,3,W,18-Jun-02,13-Nov-07,N,S,NA,NA,3,2,NA,C,1,FIXED,7282,6719,NA,OCS LEASE,G03331,PROD,NA,2002
703,1095_1,1095,N,N,N,N,18,N,N,N,N,105,N,N,82,5-Feb-14,N,N,Y,N,N,42,N,N,NA,N,NA,N,N,N,NA,N,N,N,WC110,5,1,N,N,NA,WC,111,N,5,1,WC,111,C,3256,S,924,E,1375769.664,308497.952,-93.29565252,29.50031277,WC,111,1095,2,E,1-Jan-02,6-Sep-22,N,S,NA,NA,2,NA,NA,C,1,CAIS,924,3256,NA,OCS LEASE,82,TERMIN,NA,2002
704,1096_1,1096,Y,N,N,N,18,N,N,N,N,1834,N,N,G22651,27-Aug-15,N,NA,N,N,N,27,N,N,NA,N,0,NA,N,N,NA,N,N,N,WILD,3,0,N,NA,NA,SM,250,N,3,1,SM,250,B,7016,S,6618,W,1786822.612,208891.837,-92.00170528,29.23938458,SM,250,1096,4,W,1-Jun-02,9-Aug-05,N,S,13-Nov-12,NA,1,2,NA,B,1,FIXED,6618,7016,NA,OCS LEASE,G22651,TERMIN,2012,2002
705,1097_1,1097,Y,N,N,N,40,N,Y,N,N,222,N,N,G22711,29-Mar-07,N,NA,Y,N,N,60,N,N,NA,N,0,N,N,N,NA,N,N,N,WILD,2,0,N,NA,NA,SS,184,N,2,1,SS,184,B,2392,N,2373,E,2138027,-14415.388,-90.90320452,28.62631616,SS,184,1097,3,E,11-Apr-02,10-Jan-03,N,N,5-Sep-07,NA,1,1,NA,B,1,CAIS,2373,2392,NA,OCS LEASE,G22711,EXPIR,2007,2002
706,1098_1,1098,Y,N,N,N,30,N,N,N,N,2628,N,N,G17977,27-Aug-15,N,NA,N,N,N,61,N,N,NA,N,0,NA,N,N,NA,N,N,N,WILD,3,1,N,NA,NA,EI,163,N,3,1,EI,163,1,1389,N,1401,E,1953532.52,65523.46,-91.47845444,28.84676119,EI,163,1098,1,E,1-Jul-02,8-Jul-04,N,N,21-Oct-13,NA,1,1,NA,1,1,CAIS,1401,1389,NA,OCS LEASE,G17977,TERMIN,2013,2002
707,1099_1,1099,N,Y,N,Y,18,N,Y,Y,N,2579,N,Y,G22513,11-Feb-16,N,NA,Y,N,Y,37,N,N,NA,N,0,N,Y,Y,NA,N,N,Y,WILD,5,1,N,Y,NA,WC,116,N,5,1,WC,116,B,3474,S,3736,E,1299167.424,308715.952,-93.53641501,29.49708359,WC,116,1099,2,E,18-Apr-02,7-Feb-07,Y,S,13-Sep-19,NA,2,1,NA,B,1,CAIS,3736,3474,NA,OCS LEASE,G22513,TERMIN,2019,2002
708,11_1,11,Y,N,N,N,7,N,N,N,N,1284,N,N,345,23-Jul-15,N,NA,N,N,N,15,N,N,NA,N,0,N,N,N,NA,N,N,NA,SS028,2,0,N,NA,NA,SS,29,NA,2,1,SS,29,F,3014,N,508,E,2046292,166462.606,-91.18836144,29.12433448,SS,29,11,NA,E,30-Aug-97,6-Oct-11,N,N,28-Nov-10,NA,1,NA,NA,F,1,FIXED,508,3014,NA,OCS LEASE,345,UNIT,2010,1997
709,1100_1,1100,Y,NA,N,NA,8,N,N,N,NA,1138,N,N,G17835,27-Aug-02,NA,NA,N,NA,NA,35,NA,NA,NA,NA,NA,N,NA,N,NA,NA,NA,NA,WILD,5,NA,NA,NA,NA,EC,36,NA,5,1,EC,36,CAIS.#1,1866,S,3393,E,1579913.336,302833.808,-92.65377561,29.49277911,EC,36,1100,2,E,3-Jun-02,27-Aug-02,N,S,14-Nov-03,NA,1,NA,NA,CAIS.#1,1,CAIS,3393,1866,NA,OCS LEASE,G17835,TERMIN,2003,2002
710,1101_1,1101,N,Y,Y,Y,66,Y,N,Y,Y,2481,Y,Y,G09868,5-Mar-14,Y,N,Y,N,Y,6200,N,N,NA,Y,1,P,Y,Y,G,Y,Y,Y,MC778,1,4,Y,N,298,MC,778,Y,1,1,MC,778,A(Thunder Horse,444,S,2463,W,1158783,10233084,-88.49558496,28.19060986,MC,778,1101,3,W,1-Apr-05,2-Jun-10,Y,S,NA,NA,25,4,NA,A(Thunder Horse,1,SEMI,2463,444,6,OCS LEASE,G09868,UNIT,NA,2005
711,1103_1,1103,N,N,Y,N,12,N,N,Y,N,3151,Y,Y,G16493,8-Feb-13,N,B,Y,N,Y,92,N,Y,NA,Y,0,P,Y,Y,G,Y,Y,N,MP061,1,1,Y,Y,23,MP,61,N,1,1,MP,61,C,6750,S,450,W,2768550,240580,-88.92194737,29.30599756,MP,61,1103,3,W,26-Nov-02,8-Feb-13,Y,S,NA,NA,9,9,NA,C,1,FIXED,450,6750,NA,OCS LEASE,G16493,PROD,NA,2002
712,1105_1,1105,Y,Y,N,Y,31,N,Y,Y,N,1963,N,Y,G17898,23-Jul-15,N,NA,Y,N,Y,63,N,N,NA,N,0,N,Y,Y,G,Y,N,Y,WILD,5,1,Y,NA,NA,VR,129,N,5,1,VR,129,B,3410,N,124,W,1691780.316,151834.289,-92.29817184,29.08061948,VR,129,1105,4,W,14-Apr-02,21-May-08,Y,N,13-Jul-13,NA,3,NA,0,B,1,FIXED,124,3410,0,OCS LEASE,G17898,TERMIN,2013,2002
713,1107_1,1107,Y,NA,N,N,32,N,N,N,NA,2169,N,N,G22247,23-Jul-15,NA,NA,Y,NA,N,50,NA,NA,NA,NA,0,N,NA,N,NA,NA,NA,NA,HI166,4,0,NA,NA,NA,HI,167,NA,4,1,HI,167,CAIS.#2,676,N,6224,E,3659651.81,545804,-93.79438433,29.23288397,HI,167,1107,1,E,5-May-02,22-May-02,N,N,9-Jun-11,NA,1,1,0,CAIS.#2,1,CAIS,6224,676,0,OCS LEASE,G22247,TERMIN,2011,2002
714,1109_1,1109,Y,N,N,N,32,N,N,N,N,1284,N,Y,G21349,24-Sep-09,N,NA,Y,N,N,42,N,NA,NA,N,0,N,N,Y,NA,N,N,N,WILD,4,0,N,NA,NA,HI,85,N,4,1,HI,85,2,7848,N,3503,E,3646532.81,586152,-93.82988824,29.34534714,HI,85,1109,1,E,25-Mar-02,1-Jun-05,N,N,4-Jun-09,NA,1,1,0,2,1,CAIS,3503,7848,0,OCS LEASE,G21349,TERMIN,2009,2002
715,1110_1,1110,Y,N,N,N,29,N,N,N,N,3033,N,N,G23180,27-Jul-12,N,NA,Y,N,N,83,N,NA,NA,N,0,N,Y,N,NA,N,N,N,WILD,4,1,N,NA,NA,GA,352,N,4,1,GA,352,A,5406,S,807,W,3334042.81,345966,-94.83700964,28.71953702,GA,352,1110,2,W,27-Jul-02,18-May-05,Y,S,28-Aug-16,NA,3,1,NA,A,1,CAIS,807,5406,NA,OCS LEASE,G23180,TERMIN,2016,2002
716,1111_1,1111,Y,Y,N,N,99,N,N,N,N,2477,N,Y,G23658,25-Jul-18,N,NA,Y,N,N,316,N,N,NA,N,0,N,Y,N,NA,N,N,Y,SM184,3,1,Y,NA,NA,SM,184,N,3,1,SM,184,A,1683,S,2513,W,1745822.492,-239182.663,-92.120597,28.00664812,SM,184,1111,3,W,8-Jun-02,17-Oct-12,Y,S,25-Sep-17,NA,2,1,NA,A,1,FIXED,2513,1683,1,NA,NA,NA,2017,2002
717,1112_1,1112,Y,N,N,Y,26,N,N,Y,N,2851,N,N,G17150,23-Jul-15,N,NA,Y,N,Y,50,N,NA,NA,NA,0,N,NA,N,NA,NA,N,N,WILD,4,0,NA,NA,NA,HI,175,N,4,1,HI,175,2,1151,S,5735,E,3501740.81,515951,-94.29288682,29.16925048,HI,175,1112,1,E,3-Aug-02,6-Nov-05,N,S,3-Jun-13,NA,1,1,0,2,1,CAIS,5735,1151,0,OCS LEASE,G17150,TERMIN,2013,2002
718,1113_1,1113,Y,N,N,N,50,N,N,N,N,2312,N,N,G22670,9-Sep-08,N,NA,N,N,N,114,N,N,NA,N,0,NA,N,N,NA,N,N,N,WILD,3,0,N,NA,NA,EI,203,N,3,1,EI,203,A,2901,S,6095,W,1870895.56,-2679.44,-91.73578576,28.65867554,EI,203,1113,2,W,16-Jun-02,9-Sep-08,N,S,23-Aug-08,NA,3,1,NA,A,1,FIXED,6095,2901,NA,OCS LEASE,G22670,TERMIN,2008,2002
719,1115_1,1115,Y,NA,N,NA,105,N,N,N,NA,689,N,N,G22754,27-Jun-02,NA,NA,N,NA,NA,174,NA,NA,NA,NA,NA,N,NA,N,NA,NA,NA,NA,WILD,2,NA,NA,NA,NA,ST,239,NA,2,1,ST,239,CAIS.#1,3058,S,6335,E,2258111.02,-120657.7,-90.53131742,28.33242313,ST,239,1115,1,E,8-May-02,27-Jun-02,N,S,3-May-03,NA,1,NA,NA,CAIS.#1,1,CAIS,6335,3058,NA,OCS LEASE,G22754,TERMIN,2003,2002
720,1116_1,1116,Y,N,N,Y,112,N,N,Y,N,1284,N,N,G16216,25-Jul-18,N,NA,Y,N,Y,288,N,N,NA,N,NA,N,Y,Y,NA,N,N,N,WC617,5,1,N,NA,NA,WC,610,N,5,1,WC,610,A,480,S,1532,E,1345645.568,-210809.728,-93.36144014,28.0711295,WC,610,1116,3,E,7-Jun-02,9-May-05,N,S,3-Nov-17,NA,3,1,NA,A,1,FIXED,1532,480,NA,OCS LEASE,G16216,TERMIN,2017,2002
721,1118_1,1118,Y,N,N,N,12,N,Y,N,N,3035,N,Y,G20655,4-Feb-14,N,NA,Y,NA,N,40,N,NA,NA,N,0,N,Y,Y,NA,NA,N,Y,WILD,4,1,N,NA,NA,HI,34,N,4,1,HI,34,B,4340,N,2680,E,3583995.81,637180,-94.01919287,29.49302049,HI,34,1118,2,E,4-Jun-02,9-Jul-08,Y,N,19-Oct-15,NA,3,NA,0,B,1,CAIS,2680,4340,0,OCS LEASE,G20655,TERMIN,2015,2002
722,1119_1,1119,Y,NA,N,NA,54,N,N,N,NA,282,N,N,G21657,16-Apr-07,NA,NA,Y,NA,N,150,NA,NA,NA,NA,0,N,NA,N,NA,NA,N,NA,WILD,2,1,NA,NA,NA,SS,225,NA,2,1,SS,225,K,6451,S,4540,W,2020140,-75380.078,-91.27067534,28.45938275,SS,225,1119,2,W,5-Jul-02,18-Oct-02,N,S,14-Aug-07,NA,2,1,NA,K,1,FIXED,4540,6451,NA,OCS LEASE,G21657,EXPIR,2007,2002
723,1120_1,1120,Y,N,N,N,20,N,N,N,N,2655,N,Y,G22613,23-Jul-15,N,NA,Y,N,N,34,N,N,NA,N,0,N,Y,N,NA,N,N,N,WILD,5,1,Y,NA,NA,VR,86,N,5,1,VR,86,A,10794,S,5325,E,1656815.22,210312.433,-92.40933796,29.24056987,VR,86,1120,2,E,22-Dec-02,29-Jul-04,Y,S,12-Apr-14,NA,1,1,NA,A,1,FIXED,5325,10794,NA,OCS LEASE,G22613,TERMIN,2014,2002
