"Year ","Port ","State","millionPounds"," millionDollars "
1996,"Moss Landing, CA","CA",25.3,7.7
1996,"Wrangell, AK","AK",25.1,7.9
1996,"Monterey, CA","CA",24.9,4.6
1996,"Coos Bay-Charleston, OR","OR",24,16
1996,"Ilwaco-Chinook, WA","WA",23.9,12.3
1996,"Key West, FL","FL",23.7,62.8
1996,"Honolulu, HI","HI",22.9,47.9
1996,"Hampton Roads Area, VA","VA",22.9,31.2
1996,"Point Pleasant, NJ","NJ",22.1,13.1
1996,"Brownsville-Port Isabel, TX","TX",22,60
1996,"Homer, AK","AK",21.8,18.9
1996,"Bellingham, WA","WA",21.4,14
1996,"Cape Canaveral, FL","FL",21.2,17.7
1996,"Galveston, TX","TX",21,37
1996,"Bayou La Batre, AL","AL",20.4,28.6
1996,"San Francisco Area, CA","CA",19.2,20.4
1996,"Newport, RI","RI",18,12
1996,"Eureka, CA","CA",18,12.3
1996,"Provincetown-Chatham, MA","MA",17.8,9.8
1996,"Ocean City, MD","MD",16.3,8.3
1996,"Hampton Bay-Shinnicock, NY","NY",15.7,9
1996,"Engelhard-Swanquarter, NC","NC",15,10.4
1996,"Belhaven-Washington, NC","NC",14.2,11.5
1996,"Golden Meadow-Leeville, LA","LA",14.1,22.1
1996,"Oriental-Vandemere, NC","NC",14,13.3
1996,"Grand Isle, LA","LA",13.9,18.1
1996,"New London, CT","CT",13.8,10.7
1996,"Brookings, OR","OR",13,11
1996,"Aransas Pass-Rockport, TX","TX",13,24
1996,"Port Arthur, TX","TX",12,27
1996,"Anacortes-La Conner, WA","WA",12,5.5
1996,"Belford, NJ","NJ",11.9,2.9
1996,"Tampa Bay-St. Petersburg, FL","FL",11.8,20
1996,"Palacios, TX","TX",11,25
1996,"Fort Myers, FL","FL",11,19.3
1996,"Santa Barbara, CA","CA",10.9,9.9
1996,"Fort Bragg, CA","CA",10.9,7.3
1996,"Delacroix-Yscloskey, LA","LA",10.1,10.9
1996,"Boston, MA","MA",10.1,10.2
1996,"Long Beach-Barnegat, NJ","NJ",9.9,9.1
1996,"Montauk, NY","NY",9.4,10.1
1996,"Delcambre, LA","LA",9.3,16.4
1996,"Gulfport-Biloxi, MS","MS",9.2,18.2
1996,"Anchorage, AK","AK",8.2,3.6
1996,"Greenport, NY","NY",7.7,3.4
1996,"Poulsbo, WA","WA",6.9,11.6
1996,"Charleston-Mt. Pleasant, SC","SC",6.9,10.8
1996,"Juneau, AK","AK",6.6,9.2
1996,"Elizabeth City, NC","NC",6.5,5.4
1996,"Apalachicola, FL","FL",6.5,14.1
1996,"Iberia, LA","LA",6,6.8
1996,"Freeport, TX","TX",6,14
1996,"Lafitte-Barataria, LA","LA",5.7,7.4
1996,"Darien-Bellville, GA","GA",5.5,8.7
1996,"Morro Bay, CA","CA",5.4,4.9
1996,"Neah Bay, WA","WA",5.3,4.6
1996,"Shelton, WA","WA",5.1,12.9
1996,"Bon Secour-Gulf Shores, AL","AL",5.1,8.9
1996,"Beaufort, SC","SC",4.8,6.5
1996,"Orleans, LA","LA",4.6,6.2
1996,"Stonington, ME","ME",3.5,7.2
1996,"San Diego, CA","CA",3.4,5.7
1996,"Savannah, GA","GA",3,5
1996,"Jonesport, ME","ME",2,5.2
1996,"Cape Charles-Oyster, VA","VA",1.1,0.8
1996,"Chincoteague, VA","VA",0.9,0.7
1995,"Reedville, VA","VA",704.5,44.3
1995,"Dutch Harbor, AK","AK",684.6,146.2
1995,"Kodiak, AK","AK",362.4,105.4
1995,"Empire-Venice, LA","LA",298.1,51.1
1995,"Cameron, LA","LA",280,27.8
1995,"Seattle, WA","WA",229,20.3
1995,"Intracoastal City, LA","LA",179.2,10.1
1995,"Los Angeles, CA","CA",168.5,27
1995,"Pascagoula-Moss Point, MS","MS",128.6,12.3
1995,"Morgan City-Berwick, LA","LA",127.4,11.3
1995,"Dulac-Chauvin, LA","LA",123.3,53.4
1995,"Naknek, AK","AK",120.9,84.3
1995,"Port Hueneme-Oxnard-Ventura, CA","CA",116.8,26.8
1995,"Ketchikan, AK","AK",116.7,33.6
1995,"Newport, OR","OR",112,22
1995,"Astoria, OR","OR",89,26
1995,"Petersburg, AK","AK",83,44.8
1995,"Point Judith, RI","RI",75.5,37.6
1995,"Cape May-Wildwood, NJ","NJ",75.2,30.5
1995,"New Bedford, MA","MA",70.8,89.7
1995,"Portland, ME","ME",66.8,40
1995,"Gloucester, MA","MA",64.6,25.5
1995,"Rockland, ME","ME",44.6,5.7
1995,"Cordova, AK","AK",42.5,24.9
1995,"Atlantic City, NJ","NJ",42.3,22.2
1995,"Wanchese-Stumpy Point, NC","NC",39,25
1995,"Kenai, AK","AK",35,25.3
1995,"Sitka, AK","AK",31,32.4
1995,"Valdez, AK","AK",29.5,10.7
1995,"Bellingham, WA","WA",27,15
1995,"Seward, AK","AK",24.4,24.3
1995,"Westport, WA","WA",24,25
1995,"Honolulu, HI","HI",23.9,46.7
1995,"Key West, FL","FL",23.4,66.7
1995,"Homer, AK","AK",23.3,16.3
1995,"Point Pleasant, NJ","NJ",22.7,11.8
1995,"Bayou La Batre, AL","AL",22.1,37.5
1995,"Crescent City, CA","CA",21.8,11.5
1995,"Coos Bay-Charleston, OR","OR",21,14
1995,"Hampton Roads Area, VA","VA",20.3,32.4
1995,"Golden Meadow-Leeville, LA","LA",18.7,31.3
1995,"Monterey, CA","CA",18.6,4.6
1995,"Provincetown-Chatham, MA","MA",18.5,10.9
1995,"Ilwaco-Chinook, WA","WA",18,10
1995,"Hampton Bay-Shinnicock, NY","NY",17.8,10.3
1995,"Wrangell, AK","AK",17.2,6.9
1995,"Galveston, TX","TX",17,38
1995,"Brownsville-Port Isabel, TX","TX",16,66
1995,"San Francisco Area, CA","CA",15.7,15.4
1995,"Eureka, CA","CA",15.1,10.3
1995,"Belford, NJ","NJ",13.6,4.5
1995,"Moss Landing, CA","CA",13.4,6.6
1995,"Newport, RI","RI",13.2,11.4
1995,"Grand Isle, LA","LA",12.6,17.8
1995,"Ocean City, MD","MD",12.5,8.5
1995,"Gulfport-Biloxi, MS","MS",12,23.3
1995,"Aransas Pass-Rockport, TX","TX",12,33
1995,"Anacortes-La Conner, WA","WA",12,11
1995,"Fort Bragg, CA","CA",11.8,9
1995,"Anchorage, AK","AK",11.3,5.9
1995,"Montauk, NY","NY",11.1,13.9
1995,"Engelhard-Swanquarter, NC","NC",11,9
1995,"Charleston-Mt. Pleasant, SC","SC",11,19
1995,"Tampa Bay-St. Petersburg, FL","FL",10.9,18.2
1995,"Cape Canaveral, FL","FL",10.1,16.9
1995,"Boston, MA","MA",10.1,10
1995,"Belhaven-Washington, NC","NC",10,6
1995,"Delacroix-Yscloskey, LA","LA",9.3,12.8
1995,"Oriental-Vandemere, NC","NC",9,10
1995,"Delcambre, LA","LA",8.6,15.5
1995,"Fort Myers, FL","FL",8.5,15.9
1995,"Long Beach-Barnegat, NJ","NJ",7.1,9.7
1995,"Beaufort, SC","SC",7,11
1995,"Santa Barbara, CA","CA",6.9,10.1
1995,"Orleans, LA","LA",6.5,10.2
1995,"Bodega Bay, CA","CA",6.4,5.8
1995,"Greenport, NY","NY",6.3,3.5
1995,"Morro Bay, CA","CA",6.2,6.5
1995,"Port Arthur, TX","TX",6,22
1995,"Palacios, TX","TX",6,21
1995,"Elizabeth City, NC","NC",6,4
1995,"Darien-Bellville, GA","GA",6,11
1995,"Brookings, OR","OR",6,5
1995,"Bon Secour-Gulf Shores, AL","AL",5.5,10.4
1995,"Panama City, FL","FL",5.4,2.4
1995,"Iberia, LA","LA",5.4,7.6
1995,"Lafitte-Barataria, LA","LA",5.2,7.3
1995,"Shelton, WA","WA",5,12
1995,"Neah Bay, WA","WA",5,5
1995,"Apalachicola, FL","FL",4.7,10.2
1995,"Mayport, FL","FL",4.3,8
1995,"Savannah, GA","GA",4,6
1995,"Poulsbo, WA","WA",4,6
1995,"Georgetown, SC","SC",4,6
1995,"Freeport, TX","TX",4,15
1995,"San Diego, CA","CA",3.7,6.2
1995,"Stonington, ME","ME",2.2,2.3
1995,"Chincoteague, VA","VA",1.1,1
1995,"Jonesport, ME","ME",0.8,1.5
1995,"Cape Charles-Oyster, VA","VA",0.4,0.3
1994,"Dutch Harbor, AK","AK",699.6,224.1
1994,"Reedville, VA","VA",512.3,32.4
1994,"Empire-Venice, LA","LA",431.7,60.1
1994,"Cameron, LA","LA",401.8,33.9
1994,"Seattle, WA","WA",391.8,21.6
1994,"Kodiak, AK","AK",307.7,107.6
1994,"Intracoastal City, LA","LA",304.8,16.3
1994,"Morgan City-Berwick, LA","LA",243.6,20
1994,"Dulac-Chauvin, LA","LA",217,55
1994,"Pascagoula-Moss Point, MS","MS",200.9,22
1994,"Petersburg, AK","AK",126.3,43.4
1994,"Newport, OR","OR",122.2,19
1994,"Naknek, AK","AK",100.4,61.5
1994,"Los Angeles, CA","CA",98.2,24.5
1994,"Ketchikan, AK","AK",93.6,29.1
1994,"Cape May-Wildwood, NJ","NJ",85.4,33.8
1994,"Astoria, OR","OR",78.9,18.6
1994,"New Bedford, MA","MA",68.7,82.3
1994,"Port Hueneme-Oxnard-Ventura, CA","CA",68.3,26.7
1994,"Portland, ME","ME",65.3,43.6
1994,"Point Judith, RI","RI",62.3,36.5
1994,"Cordova, AK","AK",60.8,23.6
1994,"Gloucester, MA","MA",50.6,27.3
1994,"Kenai, AK","AK",44.3,35
1994,"Atlantic City, NJ","NJ",42.8,20.9
1994,"Wanchese-Stumpy Point, NC","NC",39,22
1994,"Point Pleasant, NJ","NJ",37,15.3
1994,"Rockland, ME","ME",33.8,3.2
1994,"Sitka, AK","AK",32.4,24.3
1994,"Seward, AK","AK",30.7,16.6
1994,"Crescent City, CA","CA",28.4,18.4
1994,"Monterey, CA","CA",27.6,6.4
1994,"Westport, WA","WA",27,21
1994,"Bellingham, WA","WA",27,17
1994,"Delacroix-Yscloskey, LA","LA",25.3,37.6
1994,"Ilwaco-Chinook, WA","WA",24,11
1994,"Coos Bay-Charleston, OR","OR",24,13.4
1994,"Key West, FL","FL",21.5,53
1994,"Hampton Roads Area, VA","VA",21,33.8
1994,"Brownsville-Port Isabel, TX","TX",21,64.1
1994,"Cape Canaveral, FL","FL",19.5,30.6
1994,"Homer, AK","AK",19.2,17.4
1994,"Honolulu, HI","HI",19.1,44
1994,"Provincetown-Chatham, MA","MA",18.8,10.5
1994,"Wrangell, AK","AK",18.4,6.2
1994,"Eureka, CA","CA",18.4,13
1994,"Belford, NJ","NJ",18.3,6.9
1994,"Bayou La Batre, AL","AL",18.3,36.7
1994,"Hampton Bay-Shinnicock, NY","NY",17.5,10.6
1994,"Golden Meadow-Leeville, LA","LA",17.2,30.1
1994,"Port St. Joe, FL","FL",15.1,4
1994,"Moss Landing, CA","CA",14.3,4.4
1994,"Engelhard-Swanquarter, NC","NC",14,11
1994,"Aransas Pass-Rockport, TX","TX",13,29.3
1994,"Orleans, LA","LA",12.5,19.5
1994,"Ocean City, MD","MD",12.5,7.8
1994,"Galveston, TX","TX",12.4,26.3
1994,"Newport, RI","RI",12.1,12.1
1994,"Montauk, NY","NY",11.6,14.7
1994,"Tampa Bay-St. Petersburg, FL","FL",11.3,20.9
1994,"Fort Myers, FL","FL",11.1,23.5
1994,"Belhaven-Washington, NC","NC",11,7
1994,"San Francisco Area, CA","CA",10.9,7.4
1994,"San Diego, CA","CA",10.7,8.7
1994,"Brookings, OR","OR",10.6,7
1994,"Fort Bragg, CA","CA",10.2,6.2
1994,"Boston, MA","MA",10.2,9.7
1994,"Oriental-Vandemere, NC","NC",10,10
1994,"Santa Barbara, CA","CA",9.9,13.4
1994,"Palacios, TX","TX",9.8,24.5
1994,"Delcambre, LA","LA",9.8,18.9
1994,"Grand Isle, LA","LA",9.6,12.1
1994,"Valdez, AK","AK",9.5,2.3
1994,"Port Arthur, TX","TX",8.7,23.1
1994,"Anchorage, AK","AK",8.4,4.3
1994,"Apalachicola, FL","FL",8.3,22.4
1994,"Charleston-Mt. Pleasant, SC","SC",8,14
1994,"Freeport, TX","TX",7.6,19.6
1994,"Gulfport-Biloxi, MS","MS",7.5,18.2
1994,"Elizabeth City, NC","NC",7,5
1994,"Anacortes-La Conner, WA","WA",7,6
1994,"Lafitte-Barataria, LA","LA",6.8,12.7
1994,"Cortez, FL","FL",6.8,2.9
1994,"Greenport, NY","NY",6.5,3.9
1994,"Mayport, FL","FL",6.4,13.5
1994,"Morro Bay, CA","CA",6.3,4.2
1994,"Darien-Bellville, GA","GA",6,8
1994,"Port Lavaca, TX","TX",5.6,8.9
1994,"Bodega Bay, CA","CA",5.6,4.7
1994,"Iberia, LA","LA",5.1,7.1
1994,"Shelton, WA","WA",5,10
1994,"Bon Secour-Gulf Shores, AL","AL",5,10.8
1994,"Beaufort, SC","SC",5,7
1994,"Long Beach-Barnegat, NJ","NJ",4.9,9.5
1994,"Savannah, GA","GA",4,5
1994,"Garibaldi, OR","OR",3.2,1.9
1994,"Stonington, ME","ME",3,2.9
1994,"Georgetown, SC","SC",3,5
1994,"Chincoteague, VA","VA",1.3,1
1994,"Cape Charles-Oyster, VA","VA",0.5,0.3
1993,"Dutch Harbor, AK","AK",793.9,161.2
1993,"Reedville, VA","VA",639.9,42
1993,"Kodiak, AK","AK",374.2,81.5
1993,"Empire-Venice, LA","LA",335.4,52.3
1993,"Cameron, LA","LA",323.1,27.4
1993,"Intracoastal City, LA","LA",202.7,11
1993,"Pascagoula-Moss Point, MS","MS",169.7,10.7
1993,"Morgan City-Berwick, LA","LA",147.5,13
1993,"Dulac-Chauvin, LA","LA",142.4,48
1993,"Petersburg, AK","AK",110.2,32.8
1993,"Ketchikan, AK","AK",100.6,27
1993,"Los Angeles, CA","CA",99.8,13.7
1993,"Cape May-Wildwood, NJ","NJ",95.5,36.2
1993,"Newport, OR","OR",89,17
1993,"Portland, ME","ME",87.3,49.1
1993,"New Bedford, MA","MA",86.4,107.7
1993,"Naknek, AK","AK",78.7,43.5
1993,"Gloucester, MA","MA",68.1,31.3
1993,"Astoria, OR","OR",68,19
1993,"Point Judith, RI","RI",61.2,35.3
1993,"Bellingham, WA","WA",45.7,20.2
1993,"Atlantic City, NJ","NJ",41.6,17.8
1993,"Port Hueneme-Oxnard-Ventura, CA","CA",39.9,10.3
1993,"Kenai, AK","AK",38.1,26.9
1993,"Wanchese-Stumpy Point, NC","NC",32.1,14.2
1993,"Rockland, ME","ME",32,3.1
1993,"Coos Bay-Charleston, OR","OR",29,11
1993,"Westport, WA","WA",28.2,18.1
1993,"Honolulu, HI","HI",26.6,56.9
1993,"Sitka, AK","AK",26.3,14.3
1993,"Crescent City, CA","CA",24.3,12.4
1993,"Hampton Roads Area, VA","VA",22.1,26.7
1993,"Point Pleasant, NJ","NJ",21.9,12.2
1993,"Ilwaco-Chinook, WA","WA",21.4,9.3
1993,"Golden Meadow-Leeville, LA","LA",20.8,26.2
1993,"Anacortes-La Conner, WA","WA",20.6,11.9
1993,"Key West, FL","FL",20.3,35.2
1993,"Provincetown-Chatham, MA","MA",20.2,13.8
1993,"Belford, NJ","NJ",19.9,6.5
1993,"Brownsville-Port Isabel, TX","TX",18.9,46.6
1993,"Eureka, CA","CA",18.3,9.1
1993,"Cordova, AK","AK",18.1,10.7
1993,"Valdez, AK","AK",18,10.4
1993,"Grand Isle, LA","LA",18,13.5
1993,"Seward, AK","AK",17.6,6.6
1993,"Hampton Bay-Shinnicock, NY","NY",16.4,9.3
1993,"Bayou La Batre, AL","AL",16,24.3
1993,"Montauk, NY","NY",15.9,15.8
1993,"Port St. Joe, FL","FL",15.6,5.4
1993,"Monterey, CA","CA",15.3,4
1993,"Ocean City, MD","MD",14.1,7.6
1993,"Homer, AK","AK",13.8,7.9
1993,"Aransas Pass-Rockport, TX","TX",13.5,24
1993,"Cape Canaveral, FL","FL",13.4,17.2
1993,"San Francisco Area, CA","CA",12.9,9.3
1993,"Delacroix-Yscloskey, LA","LA",12.8,11.8
1993,"Apalachicola, FL","FL",12.6,7.9
1993,"Galveston, TX","TX",12.5,18.2
1993,"Tampa Bay-St. Petersburg, FL","FL",12.4,19.6
1993,"Newport, RI","RI",11.9,11.2
1993,"Engelhard-Swanquarter, NC","NC",11.6,5.6
1993,"Craig, AK","AK",11.3,3.2
1993,"Freeport, TX","TX",11.1,13
1993,"Boston, MA","MA",11.1,10.8
1993,"Seattle, WA","WA",10.3,9.4
1993,"Wrangell, AK","AK",10.2,2.7
1993,"Brookings, OR","OR",10,5
1993,"Lafitte-Barataria, LA","LA",9.8,11
1993,"Port Arthur, TX","TX",9.7,18.2
1993,"Morro Bay, CA","CA",9.6,5
1993,"Santa Barbara, CA","CA",9.2,15.8
1993,"Palacios, TX","TX",9.1,15.1
1993,"Gulfport-Biloxi, MS","MS",8.8,15.3
1993,"Olympia, WA","WA",8.7,18.8
1993,"Delcambre, LA","LA",8.5,12.8
1993,"Neah Bay, WA","WA",8.4,6.7
1993,"Fort Bragg, CA","CA",8.4,4.8
1993,"Anchorage, AK","AK",8.4,5.4
1993,"Elizabeth City, NC","NC",7.6,3.1
1993,"Charleston-Mt. Pleasant, SC","SC",7.4,10.7
1993,"Bodega Bay, CA","CA",7.1,4.2
1993,"Garibaldi, OR","OR",7,3
1993,"Moss Landing, CA","CA",6.9,3.1
1993,"Beaufort, SC","SC",6.3,7.8
1993,"Darien-Bellville, GA","GA",6.1,9
1993,"Stonington, ME","ME",5.7,3.6
1993,"Iberia, LA","LA",5.5,6.2
1993,"Oriental-Vandemere, NC","NC",5.4,4.2
1993,"Bon Secour-Gulf Shores, AL","AL",5.3,9.4
1993,"Long Beach-Barnegat, NJ","NJ",4.9,9.1
1993,"Mayport, FL","FL",4.8,6.2
1993,"Port Angeles, WA","WA",4.3,6.8
1993,"Greenport, NY","NY",4.3,2.7
1993,"Georgetown, SC","SC",3.7,5.5
1993,"Poulsbo, WA","WA",2.7,5.8
1993,"Chincoteague, VA","VA",2.5,1.8
1993,"Juneau, AK","AK",2,1.1
1993,"Cape Charles-Oyster, VA","VA",1.3,0.9
1992,"Dutch Harbor, AK","AK",740.4,197.9
1992,"Reedville, VA","VA",563.6,29
1992,"Kodiak, AK","AK",290.6,107
1992,"Empire-Venice, LA","LA",276.5,58.7
1992,"Cameron, LA","LA",246.3,26.9
1992,"Pascagoula-Moss Point, MS","MS",177,12.4
1992,"Intracoastal City, LA","LA",175.9,10.4
1992,"Morgan City-Berwick, LA","LA",130.8,14.3
1992,"New Bedford, MA","MA",104.8,151.6
1992,"Gloucester, MA","MA",102.4,34.6
1992,"Los Angeles, CA","CA",94.9,14.6
1992,"Cape May-Wildwood, NJ","NJ",94.5,34.9
1992,"Petersburg, AK","AK",85.2,37.3
1992,"Kenai, AK","AK",71.4,84.4
1992,"Ketchikan, AK","AK",70.6,27.8
1992,"Point Judith, RI","RI",68.1,36.6
1992,"Astoria, OR","OR",67,19
1992,"Dulac-Chauvin, LA","LA",66,52.8
1992,"Portland, ME","ME",60,43.6
1992,"Atlantic City, NJ","NJ",43.6,20.4
1992,"Bellingham, WA","WA",42,15
1992,"Rockland, ME","ME",40,3.5
1992,"Crescent City, CA","CA",39.2,15.9
1992,"Coos Bay-Charleston, OR","OR",38,15
1992,"Sitka, AK","AK",36.3,22.8
1992,"Cordova, AK","AK",32,18.9
1992,"Point Pleasant, NJ","NJ",30,14.4
1992,"Wanchese-Stumpy Point, NC","NC",29.9,13
1992,"Westport, WA","WA",26,18
1992,"Homer, AK","AK",25.9,23.7
1992,"Anacortes-La Conner, WA","WA",25,14
1992,"Seward, AK","AK",24.2,8.4
1992,"Newport, OR","OR",24,22
1992,"Brownsville-Port Isabel, TX","TX",22.9,54.9
1992,"Honolulu, HI","HI",22.4,50.5
1992,"Valdez, AK","AK",22,16
1992,"Golden Meadow-Leeville, LA","LA",21.9,28.6
1992,"Eureka, CA","CA",21.2,10.1
1992,"Hampton Roads Area, VA","VA",20.8,33
1992,"San Francisco Area, CA","CA",19.6,13.3
1992,"Naknek, AK","AK",19.1,4
1992,"Port Hueneme-Oxnard-Ventura, CA","CA",18.7,10.7
1992,"Belford, NJ","NJ",18.5,5
1992,"Provincetown-Chatham, MA","MA",18,13.8
1992,"Ocean City, MD","MD",17.9,8
1992,"Monterey, CA","CA",17.6,4.1
1992,"Ilwaco-Chinook, WA","WA",17,7
1992,"Aransas Pass-Rockport, TX","TX",17,32.3
1992,"Bayou La Batre, AL","AL",16.2,24
1992,"Montauk, NY","NY",14.6,16.1
1992,"Boston, MA","MA",14.4,13.4
1992,"Newport, RI","RI",14.2,14.5
1992,"Delacroix-Yscloskey, LA","LA",14,12.6
1992,"Grand Isle, LA","LA",12.9,13.2
1992,"Galveston, TX","TX",12.7,22.3
1992,"Engelhard-Swanquarter, NC","NC",12,6.1
1992,"Hampton Bay-Shinnicock, NY","NY",11.5,7.8
1992,"Bodega Bay, CA","CA",11.4,6.8
1992,"Moss Landing, CA","CA",11.3,2.9
1992,"Fort Bragg, CA","CA",11.2,6.1
1992,"Cape Canaveral, FL","FL",10.8,10.4
1992,"Anchorage, AK","AK",10.7,10.7
1992,"Santa Barbara, CA","CA",10.4,15.6
1992,"Delcambre, LA","LA",10.3,15.2
1992,"Key West, FL","FL",9.4,17.4
1992,"Port Arthur, TX","TX",9.3,21
1992,"Gulfport-Biloxi, MS","MS",8.9,16.6
1992,"Wrangell, AK","AK",8.8,4.6
1992,"Freeport, TX","TX",8.5,11.4
1992,"Lafitte-Barataria, LA","LA",8.3,11.9
1992,"Morro Bay, CA","CA",8,4.9
1992,"Charleston-Mt. Pleasant, SC","SC",7.7,10.9
1992,"Craig, AK","AK",7.4,3.7
1992,"Oriental-Vandemere, NC","NC",7.1,5.9
1992,"Iberia, LA","LA",7.1,9.3
1992,"Seattle, WA","WA",7,6
1992,"Elizabeth City, NC","NC",7,2.7
1992,"Beaufort, SC","SC",6.7,7.7
1992,"Darien-Bellville, GA","GA",6.4,9.2
1992,"Tacoma, WA","WA",6,5
1992,"Stonington, ME","ME",5.8,3.7
1992,"Bon Secour-Gulf Shores, AL","AL",5.7,10.6
1992,"Long Beach-Barnegat, NJ","NJ",4.8,9.2
1992,"Greenport, NY","NY",4.6,3.8
1992,"Savannah, GA","GA",4.2,6
1992,"Georgetown, SC","SC",3.7,5.4
1992,"San Diego, CA","CA",3.5,5.2
1992,"Chincoteague, VA","VA",1,0.8
1992,"Brookings, OR","OR",1,7
1992,"Cape Charles-Oyster, VA","VA",0.2,0.4
1991,"Dutch Harbor, AK","AK",731.7,130.6
1991,"Reedville, VA","VA",594.5,30.7
1991,"Empire-Venice, LA","LA",309.4,50.2
1991,"Cameron, LA","LA",289.1,26.3
1991,"Kodiak, AK","AK",287.3,96.9
1991,"Pascagoula-Moss Point, MS","MS",227.3,15.1
1991,"Intracoastal City, LA","LA",211.4,12
1991,"Dulac-Chauvin, LA","LA",166.8,52.1
1991,"Los Angeles, CA","CA",141.5,17.4
1991,"Morgan City-Berwick, LA","LA",119.5,9.4
1991,"New Bedford, MA","MA",112.9,159
1991,"Gloucester, MA","MA",107.6,40
1991,"Cape May-Wildwood, NJ","NJ",93.5,40.1
1991,"Petersburg, AK","AK",90.3,34.6
1991,"Ketchikan, AK","AK",68.5,21.9
1991,"Point Judith, RI","RI",65.9,37.5
1991,"Portland, ME","ME",64,44.1
1991,"Astoria, OR","OR",53,17
1991,"Newport, OR","OR",52,14
1991,"Port Hueneme-Oxnard-Ventura, CA","CA",50.2,14
1991,"Dillingham-Togiak, AK","AK",50.1,29.2
1991,"Bellingham, WA","WA",50,21
1991,"Cordova, AK","AK",47.5,19.5
1991,"Naknek, AK","AK",44.8,28.8
1991,"Seward, AK","AK",44.6,24.5
1991,"Valdez, AK","AK",40.4,14.9
1991,"Atlantic City, NJ","NJ",39.2,17.8
1991,"Rockland, ME","ME",31.9,3.6
1991,"Crescent City, CA","CA",30.2,11.5
1991,"Coos Bay-Charleston, OR","OR",30,13
1991,"Brownsville-Port Isabel, TX","TX",29.6,71.5
1991,"Homer, AK","AK",28.2,19.5
1991,"Sitka, AK","AK",27.4,26.2
1991,"Hampton Roads Area, VA","VA",26.8,33
1991,"Seattle, WA","WA",26,15
1991,"San Francisco Area, CA","CA",26,16.1
1991,"Ocean City, MD","MD",25.4,10.7
1991,"Provincetown-Chatham, MA","MA",24.7,14.3
1991,"Golden Meadow-Leeville, LA","LA",23.6,28.7
1991,"Wanchese-Stumpy Point, NC","NC",23,11
1991,"Kenai, AK","AK",21.5,13.2
1991,"Aransas Pass-Rockport, TX","TX",21.2,41.6
1991,"Point Pleasant, NJ","NJ",20.8,12
1991,"Westport, WA","WA",20,12
1991,"Eureka, CA","CA",20,8
1991,"Monterey, CA","CA",19.3,4.7
1991,"Anacortes-La Conner, WA","WA",18,9
1991,"Newport, RI","RI",16.7,15.3
1991,"Boston, MA","MA",15.2,13
1991,"Engelhard-Swanquarter, NC","NC",15,8
1991,"Fort Bragg, CA","CA",14.9,8.4
1991,"Bayou La Batre, AL","AL",14.9,24.6
1991,"Montauk, NY","NY",14.3,15.1
1991,"Key West, FL","FL",14.1,35.1
1991,"Bodega Bay, CA","CA",13.6,9.4
1991,"Santa Barbara, CA","CA",12.9,17.1
1991,"Craig, AK","AK",12.6,3.3
1991,"Ilwaco-Chinook, WA","WA",12,5
1991,"Wrangell, AK","AK",11.9,4.7
1991,"Galveston, TX","TX",11.8,21.2
1991,"Grand Isle, LA","LA",11.7,12.3
1991,"Hampton Bay-Shinnicock, NY","NY",11,6.9
1991,"Delacroix-Yscloskey, LA","LA",11,8
1991,"Delcambre, LA","LA",10.6,15.1
1991,"Port Arthur, TX","TX",10.2,20.6
1991,"Oriental-Vandemere, NC","NC",10,8
1991,"Fort Myers, FL","FL",9.9,11.5
1991,"Panama City, FL","FL",9.7,7.8
1991,"Everett, WA","WA",9,5
1991,"Gulfport-Biloxi, MS","MS",8.8,14.4
1991,"Bethel-Aniak, AK","AK",8.4,4
1991,"Moss Landing, CA","CA",8.2,2.7
1991,"Cape Canaveral, FL","FL",7.8,9.9
1991,"Belford, NJ","NJ",7.8,3.4
1991,"Lafitte-Barataria, LA","LA",7,11.8
1991,"Brookings, OR","OR",7,4
1991,"Morro Bay, CA","CA",6.6,4
1991,"Tacoma, WA","WA",6,3
1991,"Neah Bay, WA","WA",6,5
1991,"Garibaldi, OR","OR",6,3
1991,"Freeport, TX","TX",6,12.6
1991,"Apalachicola, FL","FL",5.8,11.6
1991,"Bon Secour-Gulf Shores, AL","AL",5.7,11.4
1991,"Darien-Bellville, GA","GA",5,9
1991,"Long Beach-Barnegat, NJ","NJ",4.9,10.2
1991,"Shelton, WA","WA",4,9
1991,"San Diego, CA","CA",4,6.2
1991,"Port Angeles, WA","WA",4,6
1991,"Chincoteague, VA","VA",2.6,1.6
1991,"Greenport, NY","NY",1.3,1.3
1991,"Cape Charles-Oyster, VA","VA",0.1,0.4
1990,"Reedville, VA","VA",692.4,35.5
1990,"Dutch Harbor, AK","AK",509.9,126.2
1990,"Pascagoula-Moss Point, MS","MS",303.9,18.8
1990,"Kodiak, AK","AK",272.5,101.7
1990,"Empire-Venice, LA","LA",244.2,46.3
1990,"Cameron, LA","LA",232.6,20.6
1990,"Intracoastal City, LA","LA",173,7.6
1990,"Dulac-Chauvin, LA","LA",164.4,52.7
1990,"Los Angeles, CA","CA",158.5,21.3
1990,"Morgan City-Berwick, LA","LA",146.5,19.7
1990,"Gloucester, MA","MA",125.6,40.9
1990,"New Bedford, MA","MA",117.8,161.2
1990,"Naknek, AK","AK",90.4,91.1
1990,"Cordova, AK","AK",70.8,36.8
1990,"Cape May-Wildwood, NJ","NJ",69.4,34.5
1990,"Petersburg, AK","AK",67.5,39.4
1990,"Point Judith, RI","RI",58.7,32.1
