"State","Nmfsname"
"Texas","Mullets"
"Texas","Grouper, Warsaw"
"Texas","Shrimp, Royal Red"
"Texas","Minnows"
"Texas","Cutlassfish, Atlantic"
"Texas","Mackerel, King"
"Texas","Amberjack, Greater"
"Texas","Tilefish, Golden"
"Texas","Vertebrates, Jawed"
"Texas","Shrimp, Roughneck"
"Texas","Swordfish"
"Texas","Crab, Florida Stone"
"Texas","Grouper, Yellowedge"
"Texas","Shrimps, Rock"
"Texas","Shrimp, Atlanic Seabob"
"Texas","Shrimp, Northern Pink"
"Texas","Croaker, Atlantic"
"Texas","Flatfishes"
"Texas","Snapper, Vermilion"
"Texas","Tuna, Yellowfin"
"Texas","Drum, Black"
"Texas","Snapper, Red"
"Texas","Crab, Blue"
"Texas","Shrimp, Marine"
"Texas","Oyster, Eastern"
"Texas","Shrimp, Northern White"
"Texas","Shrimp, Northern Brown"
"Virginia","All Species"
"Virginia","Flounder, Southern"
"Virginia","Hake, White"
"Virginia","Shark, Lemon"
"Virginia","Crab, Jonah"
"Virginia","Shark, Porbeagle"
"Virginia","Garfishes"
"Virginia","Hake, Silver"
"Virginia","Cod, Atlantic"
"Virginia","Hake, Red"
"Virginia","Flounder, Witch"
"Virginia","Triggerfishes"
"Virginia","Herring, Blueback"
"Virginia","Mackerel, King And Cero"
"Virginia","Pigfish"
"Virginia","Dory, Buckler"
"Virginia","Octopuses"
"Virginia","Flounder, Winter"
"Virginia","Sheepshead"
"Virginia","Pompano, Florida"
"Virginia","Shad, Hickory"
"Virginia","Porgies"
"Virginia","Lobster, American"
"Virginia","Carp, Common"
"Virginia","Mullet, Striped"
"Virginia","Toadfishes, Batrachoididae"
"Virginia","Tunas"
"Virginia","Catfishes, Forktail"
"Virginia","Alewife"
"Virginia","Flounder, Yellowtail"
"Virginia","Drum, Red"
"Virginia","Shad, Gizzard"
"Virginia","Shark, Sandbar"
"Virginia","Cobia"
"Virginia","Spadefish"
"Virginia","Dealfish"
"Virginia","Tautog"
"Virginia","Drum, Black"
"Virginia","Seatrout, Spotted"
"Virginia","Clam, Ark, Blood"
"Virginia","Sharks, Dogfish"
"Virginia","Kingfishes"
"Virginia","Harvestfish, Northern"
"Virginia","Puffer, Northern"
"Virginia","Squids, Loliginidae"
"Virginia","Perch, Yellow"
"Virginia","Perch, White"
"Virginia","Skates, Rajidae"
"Virginia","Sharks, Chondrichthyes"
"Virginia","Shark, Dogfish, Smooth"
"Virginia","Harvestfishes"
"Virginia","Shad, American"
"Virginia","Crab, Horseshoe"
"Virginia","Squid, Longfin Loligo"
"Virginia","Eel, American"
"Virginia","Mackerel, Spanish"
"Virginia","Bluefish"
"Virginia","Shark, Dogfish, Spiny"
"Virginia","Catfishes-Bullheads, Other"
"Virginia","Vertebrates, Jawed"
"Virginia","Oyster, Eastern"
"Virginia","Goosefish"
"Virginia","Weakfish"
"Virginia","Bass, Black Sea"
"Virginia","Conchs, True"
"Virginia","Spot"
"Virginia","Clams, Quahog, Mercenaria"
"Virginia","Flounder, Summer"
"Virginia","Bass, Striped"
"Virginia","Croaker, Atlantic"
"Virginia","Crab, Blue"
"Virginia","Menhadens"
"Virginia","Scallop, Sea"
"Washington","All Species"
"Washington","Shark, Blue"
"Washington","Sharks, Chondrichthyes"
"Washington","Crustaceans"
"Washington","Clams"
"Washington","Shark, Tope"
"Washington","Scallops"
"Washington","Octopuses"
"Washington","Salmon, Pink"
"Washington","Jack Mackerel"
"Washington","Flounder, Pacific, Sanddab"
"Washington","Sculpins"
"Washington","Sole, Sand"
"Washington","Rockfish, Canary"
"Washington","Sole, Rock"
"Washington","Flatfishes"
"Washington","Vertebrates, Jawed"
"Washington","Sturgeon, Green"
"Washington","Smelt, Eulachon"
"Washington","Shad, American"
"Washington","Sole, Rex"
"Washington","Butterclam, Washington"
"Washington","Flounder, Starry"
"Washington","Lingcod"
"Washington","Anchovy, Northern"
"Washington","Skates, Rajidae"
"Washington","Smelts"
"Washington","Clam, Pacific Razor"
"Washington","Thornyhead, Shortspine"
"Washington","Shark, Thresher"
"Washington","Oyster, Olympia"
"Washington","Shrimp, Brine"
"Washington","Clam, Pacific Littleneck"
"Washington","Herring, Pacific"
"Washington","Trout, Rainbow"
"Washington","Shark, Dogfish, Spiny"
"Washington","Sturgeon, White"
"Washington","Oyster, Edible"
"Washington","Rockfishes"
"Washington","Rockfish, Widow"
"Washington","Cod, Pacific"
"Washington","Sole, English"
"Washington","Flounder, Arrowtooth"
"Washington","Salmon, Pacific"
"Washington","Sole, Dover"
"Washington","Sardine, Pacific"
"Washington","Urchins, Sea, Strongylocentrotus"
"Washington","Rockfish, Yellowtail"
"Washington","Cucumbers, Sea"
"Washington","Sole, Petrale"
"Washington","Hake, Pacific (Whiting)"
"Washington","Salmon, Chum"
"Washington","Shrimps, Penaeid"
"Washington","Salmon, Coho"
"Washington","Shrimp, Ocean"
"Washington","Salmon, Chinook"
"Washington","Mussel, Sea"
"Washington","Salmon, Sockeye"
"Washington","Tuna, Albacore"
"Washington","Sablefish"
"Washington","Halibut, Pacific"
"Washington","Clam, Manila"
"Washington","Clam, Pacific Geoduck"
"Washington","Oyster, Pacific"
"Washington","Crab, Dungeness"
"Wisconsin","All Species"
"Wisconsin","Bass, White"
"Wisconsin","Bullhead, Brown"
"Wisconsin","Perch, White"
"Wisconsin","Suckers"
"Wisconsin","Shad, Gizzard"
"Wisconsin","Whitefish, Round"
"Wisconsin","Burbot"
"Wisconsin","Alewife"
"Wisconsin","Trout, Lake"
"Wisconsin","Herring, Lake Or Cisco"
"Wisconsin","Perch, Yellow"
"Wisconsin","Smelt, Rainbow"
"Wisconsin","Chubs"
"Wisconsin","Whitefish, Lake"
"US Total","All Species"
"US Total","Alewife"
"US Total","Amberjack, Greater"
"US Total","Amberjack, Lesser"
"US Total","Amberjacks"
"US Total","Anchovy, Northern"
"US Total","Ballyhoo"
"US Total","Barracuda, Pacific"
"US Total","Barracudas, Sphyraenidae"
"US Total","Barrelfish"
"US Total","Bass, Black Sea"
"US Total","Bass, Longtail"
"US Total","Bass, Rock"
"US Total","Bass, Rock Sea"
"US Total","Bass, Striped"
"US Total","Bass, White"
"US Total","Bass, White Sea"
"US Total","Bigeye"
"US Total","Bluefish"
"US Total","Bonito, Atlantic"
"US Total","Bonito, Pacific"
"US Total","Bowfin"
"US Total","Brotula, Bearded"
"US Total","Buffalofishes"
"US Total","Bullhead, Brown"
"US Total","Burbot"
"US Total","Butterclam, Washington"
"US Total","Cabezon"
"US Total","Carp, Common"
"US Total","Carp, Grass"
"US Total","Catfish, Blue"
"US Total","Catfish, Channel"
"US Total","Catfish, Flathead"
"US Total","Catfishes-Bullheads, Other"
"US Total","Catfishes, Bullhead"
"US Total","Catfishes, Forktail"
"US Total","Catfishes, Sea"
"US Total","Chubs"
"US Total","Clam, Ark, Blood"
"US Total","Clam, California Jackknife"
"US Total","Clam, Manila"
"US Total","Clam, Pacific Geoduck"
"US Total","Clam, Pacific Littleneck"
"US Total","Clam, Pacific Razor"
"US Total","Clam, Pacific, Gaper"
"US Total","Clam, Quahog, Ocean"
"US Total","Clam, Razor, Atlantic"
"US Total","Clam, Soft"
"US Total","Clam, Surf, Atlantic"
"US Total","Clams"
"US Total","Clams, Quahog, Mercenaria"
"US Total","Cobia"
"US Total","Cockle, Nuttall"
"US Total","Cod, Atlantic"
"US Total","Cod, Pacific"
"US Total","Conchs, True"
"US Total","Crab, Atlantic Rock"
"US Total","Crab, Blue"
"US Total","Crab, Dungeness"
"US Total","Crab, Florida Stone"
"US Total","Crab, Golden Deepsea"
"US Total","Crab, Green"
"US Total","Crab, Horseshoe"
"US Total","Crab, Jonah"
"US Total","Crab, King"
"US Total","Crab, Red Deepsea"
"US Total","Crab, Red Rock"
"US Total","Crab, Snow"
"US Total","Crab, Snow/Tanner"
"US Total","Crab, Southern Tanner"
"US Total","Crabs, Decapoda (Order)"
"US Total","Crappies"
"US Total","Crayfishes, Freshwater"
"US Total","Creole-Fish"
"US Total","Croaker, Atlantic"
"US Total","Croaker, Pacific White"
"US Total","Crustaceans"
"US Total","Cucumbers, Sea"
"US Total","Cunner"
"US Total","Cusk"
"US Total","Cutlassfish, Atlantic"
"US Total","Dealfish"
"US Total","Dolphinfish"
"US Total","Dory, Buckler"
"US Total","Driftfish, Black"
"US Total","Drum, Black"
"US Total","Drum, Freshwater"
"US Total","Drum, Red"
"US Total","Drums"
"US Total","Echinoderm"
"US Total","Eel, American"
"US Total","Eel, Conger"
"US Total","Eels"
"US Total","Eels, Snake"
"US Total","Escolar"
"US Total","Flatfishes"
"US Total","Flounder, American Plaice"
"US Total","Flounder, Arrowtooth"
"US Total","Flounder, Pacific, Sanddab"
"US Total","Flounder, Southern"
"US Total","Flounder, Starry"
"US Total","Flounder, Summer"
"US Total","Flounder, Winter"
"US Total","Flounder, Witch"
"US Total","Flounder, Yellowtail"
"US Total","Flounder,Pacific,Sanddab"
"US Total","Flounders, Righteye"
"US Total","Flyingfishes"
"US Total","Garfishes"
"US Total","Goldfish"
"US Total","Goosefish"
"US Total","Graysby"
"US Total","Greenling, Kelp"
"US Total","Grenadiers"
"US Total","Grouper, Black"
"US Total","Grouper, Gag"
"US Total","Grouper, Marbled"
"US Total","Grouper, Misty"
"US Total","Grouper, Red"
"US Total","Grouper, Snowy"
"US Total","Grouper, Warsaw"
"US Total","Grouper, Yellowedge"
"US Total","Grouper, Yellowfin"
"US Total","Groupers, Serranidae"
"US Total","Grunt, White"
"US Total","Grunts, Haemulidae"
"US Total","Haddock"
"US Total","Hagfishes"
"US Total","Hake, Pacific (Whiting)"
"US Total","Hake, Red"
"US Total","Hake, Silver"
"US Total","Hake, White"
"US Total","Hakes, Red And White"
"US Total","Halibut, Atlantic"
"US Total","Halibut, California"
"US Total","Halibut, Greenland"
"US Total","Halibut, Pacific"
"US Total","Harvestfish, Northern"
"US Total","Harvestfishes"
"US Total","Herring, Atlantic"
"US Total","Herring, Atlantic Thread"
"US Total","Herring, Blueback"
"US Total","Herring, Lake Or Cisco"
"US Total","Herring, Pacific"
"US Total","Herrings"
"US Total","Hind, Red"
"US Total","Hind, Rock"
"US Total","Hind, Speckled"
"US Total","Hogfish"
"US Total","Jack Mackerel"
"US Total","Jack, Almaco"
"US Total","Jack, Bar"
"US Total","Jack, Black"
"US Total","Jack, Crevalle"
"US Total","Jack, Horse-Eye"
"US Total","Jack, Yellowtail"
"US Total","Jacks"
"US Total","Kingfishes"
"US Total","Ladyfish"
"US Total","Lance, American Sand"
"US Total","Lingcod"
"US Total","Lobster, American"
"US Total","Lobster, Banded Spiny"
"US Total","Lobster, California Spiny"
"US Total","Lobster, Caribbean Spiny"
"US Total","Lobsters, Slipper"
"US Total","Lookdown"
"US Total","Lumpfish"
"US Total","Mackerel, Atka"
"US Total","Mackerel, Atlantic"
"US Total","Mackerel, Chub"
"US Total","Mackerel, Frigate"
"US Total","Mackerel, King"
"US Total","Mackerel, King And Cero"
"US Total","Mackerel, Spanish"
"US Total","Margate"
"US Total","Menhadens"
"US Total","Minnows"
"US Total","Mojarras"
"US Total","Mollusks"
"US Total","Moonfish, Atlantic"
"US Total","Mullet, Striped"
"US Total","Mullet, White"
"US Total","Mullets"
"US Total","Mussel, California"
"US Total","Mussel, Sea"
"US Total","Needlefish, Atlantic"
"US Total","Octopuses"
"US Total","Oilfish"
"US Total","Opah"
"US Total","Oyster, Eastern"
"US Total","Oyster, Edible"
"US Total","Oyster, Olympia"
"US Total","Oyster, Pacific"
"US Total","Parrotfishes"
"US Total","Perch, Sand"
"US Total","Perch, White"
"US Total","Perch, Yellow"
"US Total","Periwinkles, Atlantic"
"US Total","Permit"
"US Total","Pigfish"
"US Total","Pinfish"
"US Total","Pinfish, Spottail"
"US Total","Pollock"
"US Total","Pollock, Walleye "
"US Total","Polychaete, Bloodworms"
"US Total","Polychaete, Sandworms"
"US Total","Pomfrets"
"US Total","Pompano, African"
"US Total","Pompano, Florida"
"US Total","Porgies"
"US Total","Porgy, Jolthead"
"US Total","Porgy, Knobbed"
"US Total","Porgy, Red"
"US Total","Porgy, Whitebone"
"US Total","Pout, Ocean"
"US Total","Prickleback, Monkeyface"
"US Total","Puffer, Northern"
"US Total","Puffers, Sphoeroides"
"US Total","Queenfish"
"US Total","Quillback"
"US Total","Raven, Sea"
"US Total","Rays"
"US Total","Redfish, Acadian"
"US Total","Reptiles"
"US Total","Rockfish, Aurora"
"US Total","Rockfish, Bank"
"US Total","Rockfish, Black"
"US Total","Rockfish, Black-And-Yellow"
"US Total","Rockfish, Blackgill"
"US Total","Rockfish, Blue"
"US Total","Rockfish, Bocaccio"
"US Total","Rockfish, Bronzespotted"
"US Total","Rockfish, Brown"
"US Total","Rockfish, Canary"
"US Total","Rockfish, Chilipepper"
"US Total","Rockfish, China"
"US Total","Rockfish, Copper"
"US Total","Rockfish, Cowcod"
"US Total","Rockfish, Darkblotched"
"US Total","Rockfish, Flag"
"US Total","Rockfish, Gopher"
"US Total","Rockfish, Grass"
"US Total","Rockfish, Greenblotched"
"US Total","Rockfish, Greenspotted"
"US Total","Rockfish, Greenstriped"
"US Total","Rockfish, Kelp"
"US Total","Rockfish, Olive"
"US Total","Rockfish, Pacific Ocean Perch"
"US Total","Rockfish, Redbanded"
"US Total","Rockfish, Rosy"
"US Total","Rockfish, Shortbelly"
"US Total","Rockfish, Speckled"
"US Total","Rockfish, Splitnose"
"US Total","Rockfish, Starry"
"US Total","Rockfish, Treefish"
"US Total","Rockfish, Vermilion"
"US Total","Rockfish, Widow"
"US Total","Rockfish, Yelloweye"
"US Total","Rockfish, Yellowtail"
"US Total","Rockfishes"
"US Total","Rosefish, Blackbelly"
"US Total","Roughy, Big"
"US Total","Rudderfish"
"US Total","Rudderfish, Banded"
"US Total","Runner, Blue"
"US Total","Runner, Rainbow"
"US Total","Sablefish"
"US Total","Salmon, Chinook"
"US Total","Salmon, Chum"
"US Total","Salmon, Coho"
"US Total","Salmon, Pacific"
"US Total","Salmon, Pink"
"US Total","Salmon, Sockeye"
"US Total","Sardine, Pacific"
"US Total","Sardine, Spanish"
"US Total","Scad, Bigeye"
"US Total","Scads"
"US Total","Scallop, Atlantic Calico"
"US Total","Scallop, Bay"
"US Total","Scallop, Sea"
"US Total","Scallop, Weathervane"
"US Total","Scallops"
"US Total","Scamp"
"US Total","Schoolmaster"
"US Total","Scorpionfish, Spinycheek"
"US Total","Scorpionfish, Spotted"
"US Total","Scorpionfishes"
"US Total","Sculpins"
"US Total","Sea Bass, Giant"
"US Total","Searobins"
"US Total","Seatrout, Sand"
"US Total","Seatrout, Spotted"
"US Total","Seaweed"
"US Total","Seaweed, Kelp"
"US Total","Seaweed, Rockweed"
"US Total","Shad, American"
"US Total","Shad, Gizzard"
"US Total","Shad, Hickory"
"US Total","Shark, Angel, Atlantic"
"US Total","Shark, Blacknose"
"US Total","Shark, Blacktip"
"US Total","Shark, Blue"
"US Total","Shark, Bull"
"US Total","Shark, Dogfish, Smooth"
"US Total","Shark, Dogfish, Spiny"
"US Total","Shark, Dusky"
"US Total","Shark, Finetooth"
"US Total","Shark, Lemon"
"US Total","Shark, Leopard"
"US Total","Shark, Mako, Longfin"
"US Total","Shark, Mako, Shortfin"
"US Total","Shark, Nurse"
"US Total","Shark, Pacific Angel"
"US Total","Shark, Porbeagle"
"US Total","Shark, Sand Tiger"
"US Total","Shark, Sandbar"
"US Total","Shark, Sharpnose, Atlantic"
"US Total","Shark, Silky"
"US Total","Shark, Spinner"
"US Total","Shark, Thresher"
"US Total","Shark, Thresher, Bigeye"
"US Total","Shark, Tiger"
"US Total","Shark, Tope"
"US Total","Sharks"
"US Total","Sharks, Chondrichthyes"
"US Total","Sharks, Dogfish"
"US Total","Sharks, Hammerhead"
"US Total","Sharks, Mako"
"US Total","Sheephead, California"
"US Total","Sheepshead"
"US Total","Shrimp, Atlanic Seabob"
"US Total","Shrimp, Blue Mud"
"US Total","Shrimp, Brine"
"US Total","Shrimp, Fw"
"US Total","Shrimp, Ghost"
"US Total","Shrimp, Marine"
"US Total","Shrimp, Northern Brown"
"US Total","Shrimp, Northern Pink"
"US Total","Shrimp, Northern White"
"US Total","Shrimp, Ocean"
"US Total","Shrimp, Pacific Rock"
"US Total","Shrimp, Roughneck"
"US Total","Shrimp, Royal Red"
"US Total","Shrimp, Spot"
"US Total","Shrimps, Mantis"
"US Total","Shrimps, Penaeid"
"US Total","Shrimps, Penaeoid"
"US Total","Shrimps, Rock"
"US Total","Silversides, Atherinidae"
"US Total","Skates, Rajidae"
"US Total","Skippers"
"US Total","Smelt, Eulachon"
"US Total","Smelt, Rainbow"
"US Total","Smelts"
"US Total","Snapper, Black"
"US Total","Snapper, Blackfin"
"US Total","Snapper, Caribbean Red"
"US Total","Snapper, Cubera"
"US Total","Snapper, Dog"
"US Total","Snapper, Gray"
"US Total","Snapper, Lane"
"US Total","Snapper, Mutton"
"US Total","Snapper, Queen"
"US Total","Snapper, Red"
"US Total","Snapper, Silk"
"US Total","Snapper, Vermilion"
"US Total","Snapper, Yellowtail"
"US Total","Snappers, Lutjanidae"
"US Total","Sole, Butter"
"US Total","Sole, Curlfin"
"US Total","Sole, Dover"
"US Total","Sole, English"
"US Total","Sole, Flathead"
"US Total","Sole, Petrale"
"US Total","Sole, Rex"
"US Total","Sole, Rock"
"US Total","Sole, Sand"
"US Total","Sole, Yellowfin"
"US Total","Spadefish"
"US Total","Spearfishes"
"US Total","Sponge, Grass"
"US Total","Sponge, Sheepswool"
"US Total","Sponge, Yellow"
"US Total","Sponges"
"US Total","Spot"
"US Total","Squid, California Market"
"US Total","Squid, Longfin Loligo"
"US Total","Squid, Shortfin Illex"
"US Total","Squids, Loliginidae"
"US Total","Squirrelfishes"
"US Total","Stars, Other Sea"
"US Total","Sturgeon, Green"
"US Total","Sturgeon, White"
"US Total","Sturgeons"
"US Total","Suckers"
"US Total","Sunfishes"
"US Total","Surfperches"
"US Total","Swordfish"
"US Total","Tarpon"
"US Total","Tautog"
"US Total","Terrapin, Diamondback"
"US Total","Thornyhead, Shortspine"
"US Total","Tilapias"
"US Total","Tilefish, Blueline"
"US Total","Tilefish, Golden"
"US Total","Tilefish, Goldface"
"US Total","Tilefish, Sand"
"US Total","Tilefishes"
"US Total","Toadfishes, Batrachoididae"
"US Total","Triggerfish, Gray"
"US Total","Triggerfishes"
"US Total","Tripletail"
"US Total","Trout, Lake"
"US Total","Trout, Rainbow"
"US Total","Tuna, Albacore"
"US Total","Tuna, Bigeye"
"US Total","Tuna, Blackfin"
"US Total","Tuna, Bluefin"
"US Total","Tuna, Bluefin Pacific"
"US Total","Tuna, Little Tunny"
"US Total","Tuna, Skipjack"
"US Total","Tuna, Yellowfin"
"US Total","Tunas"
"US Total","Turtle, Sliders"
"US Total","Turtle, Soft-Shell"
"US Total","Turtles, Snapping"
"US Total","Urchins, Sea, Strongylocentrotus"
"US Total","Vertebrates, Jawed"
"US Total","Wahoo"
"US Total","Walleye"
"US Total","Weakfish"
"US Total","Wenchman"
"US Total","Whitefish, Lake"
"US Total","Whitefish, Round"
"US Total","Windowpane"
"US Total","Wolf-Eel"
"US Total","Wolffish, Atlantic"
