"State","Nmfsname"
"Maryland","Sharks, Dogfish"
"Maryland","Shark, Mako, Longfin"
"Maryland","Sharks"
"Maryland","Shad, Hickory"
"Maryland","Sunfishes"
"Maryland","Tuna, Bluefin"
"Maryland","Opah"
"Maryland","Tuna, Little Tunny"
"Maryland","Squids, Loliginidae"
"Maryland","Puffer, Northern"
"Maryland","Kingfishes"
"Maryland","Wahoo"
"Maryland","Tautog"
"Maryland","Tuna, Albacore"
"Maryland","Crappies"
"Maryland","Spadefish"
"Maryland","Tunas"
"Maryland","Mackerel, Atlantic"
"Maryland","Crabs, Decapoda (Order)"
"Maryland","Dolphinfish"
"Maryland","Flounder, Winter"
"Maryland","Shad, American"
"Maryland","Carp, Common"
"Maryland","Seatrout, Spotted"
"Maryland","Alewife"
"Maryland","Shark, Dogfish, Smooth"
"Maryland","Sharks, Mako"
"Maryland","Bluefish"
"Maryland","Mackerel, Spanish"
"Maryland","Turtles, Snapping"
"Maryland","Skates, Rajidae"
"Maryland","Catfishes, Forktail"
"Maryland","Shad, Gizzard"
"Maryland","Spot"
"Maryland","Shark, Dogfish, Spiny"
"Maryland","Squid, Longfin Loligo"
"Maryland","Crab, Horseshoe"
"Maryland","Scallop, Sea"
"Maryland","Weakfish"
"Maryland","Tuna, Bigeye"
"Maryland","Perch, Yellow"
"Maryland","Swordfish"
"Maryland","Conchs, True"
"Maryland","Tuna, Yellowfin"
"Maryland","Crustaceans"
"Maryland","Vertebrates, Jawed"
"Maryland","Clams, Quahog, Mercenaria"
"Maryland","Flatfishes"
"Maryland","Bass, Black Sea"
"Maryland","Eel, American"
"Maryland","Menhadens"
"Maryland","Catfishes-Bullheads, Other"
"Maryland","Croaker, Atlantic"
"Maryland","Perch, White"
"Maryland","Clam, Soft"
"Maryland","Clams"
"Maryland","Bass, Striped"
"Maryland","Oyster, Eastern"
"Maryland","Crab, Blue"
"Massachusetts","All Species"
"Massachusetts","Toadfishes, Batrachoididae"
"Massachusetts","Shad, American"
"Massachusetts","Sharks, Mako"
"Massachusetts","Sharks, Dogfish"
"Massachusetts","Cunner"
"Massachusetts","Tuna, Little Tunny"
"Massachusetts","Tilefishes"
"Massachusetts","Triggerfishes"
"Massachusetts","Weakfish"
"Massachusetts","Eel, Conger"
"Massachusetts","Escolar"
"Massachusetts","Bonito, Atlantic"
"Massachusetts","Pout, Ocean"
"Massachusetts","Sharks, Chondrichthyes"
"Massachusetts","Squid, Shortfin Illex"
"Massachusetts","Tunas"
"Massachusetts","Tuna, Albacore"
"Massachusetts","Squids, Loliginidae"
"Massachusetts","Flatfishes"
"Massachusetts","Dolphinfish"
"Massachusetts","Halibut, Atlantic"
"Massachusetts","Shark, Mako, Shortfin"
"Massachusetts","Vertebrates, Jawed"
"Massachusetts","Harvestfishes"
"Massachusetts","Tuna, Yellowfin"
"Massachusetts","Cusk"
"Massachusetts","Windowpane"
"Massachusetts","Hake, Red"
"Massachusetts","Bluefish"
"Massachusetts","Wolffish, Atlantic"
"Massachusetts","Redfish, Acadian"
"Massachusetts","Tautog"
"Massachusetts","Shrimps, Penaeoid"
"Massachusetts","Mackerel, Atlantic"
"Massachusetts","Tuna, Bigeye"
"Massachusetts","Conchs, True"
"Massachusetts","Porgies"
"Massachusetts","Crustaceans"
"Massachusetts","Clam, Surf, Atlantic"
"Massachusetts","Herring, Atlantic"
"Massachusetts","Crab, Jonah"
"Massachusetts","Bass, Black Sea"
"Massachusetts","Hake, White"
"Massachusetts","Shark, Dogfish, Spiny"
"Massachusetts","Flounder, Summer"
"Massachusetts","Hagfishes"
"Massachusetts","Squid, Longfin Loligo"
"Massachusetts","Crabs, Decapoda (Order)"
"Massachusetts","Hake, Silver"
"Massachusetts","Bass, Striped"
"Massachusetts","Skates, Rajidae"
"Massachusetts","Pollock"
"Massachusetts","Swordfish"
"Massachusetts","Crab, Red Deepsea"
"Massachusetts","Flounder, American Plaice"
"Massachusetts","Flounder, Witch"
"Massachusetts","Clam, Quahog, Ocean"
"Massachusetts","Flounder, Winter"
"Massachusetts","Haddock"
"Massachusetts","Flounder, Yellowtail"
"Massachusetts","Tuna, Bluefin"
"Massachusetts","Cod, Atlantic"
"Massachusetts","Goosefish"
"Massachusetts","Lobster, American"
"Massachusetts","Scallop, Sea"
"Michigan","All Species"
"Michigan","Garfishes"
"Michigan","Burbot"
"Michigan","Shad, Gizzard"
"Michigan","Goldfish"
"Michigan","Bullhead, Brown"
"Michigan","Bass, Rock"
"Michigan","Bass, White"
"Michigan","Salmon, Coho"
"Michigan","Perch, White"
"Michigan","Crappies"
"Michigan","Suckers"
"Michigan","Drum, Freshwater"
"Michigan","Buffalofishes"
"Michigan","Quillback"
"Michigan","Whitefish, Round"
"Michigan","Herring, Lake Or Cisco"
"Michigan","Walleye"
"Michigan","Smelt, Rainbow"
"Michigan","Carp, Common"
"Michigan","Chubs"
"Michigan","Catfish, Channel"
"Michigan","Salmon, Chinook"
"Michigan","Perch, Yellow"
"Michigan","Trout, Lake"
"Michigan","Whitefish, Lake"
"Minnesota","All Species"
"Minnesota","Suckers"
"Minnesota","Chubs"
"Minnesota","Smelt, Rainbow"
"Minnesota","Herring, Lake Or Cisco"
"Mississippi","All Species"
"Mississippi","Crustaceans"
"Mississippi","Dolphinfish"
"Mississippi","Croaker, Atlantic"
"Mississippi","Squids, Loliginidae"
"Mississippi","Catfishes, Sea"
"Mississippi","Tripletail"
"Mississippi","Mackerel, Spanish"
"Mississippi","Spot"
"Mississippi","Grouper, Gag"
"Mississippi","Sharks, Chondrichthyes"
"Mississippi","Shrimps, Rock"
"Mississippi","Catfishes-Bullheads, Other"
"Mississippi","Drum, Black"
"Mississippi","Sheepshead"
"Mississippi","Kingfishes"
"Mississippi","Seatrout, Sand"
"Mississippi","Drum, Red"
"Mississippi","Seatrout, Spotted"
"Mississippi","Mullet, Striped"
"Mississippi","Flatfishes"
"Mississippi","Snapper, Red"
"Mississippi","Vertebrates, Jawed"
"Mississippi","Shrimp, Northern Pink"
"Mississippi","Vertebrates, Jawed"
"Mississippi","Crab, Blue"
"Mississippi","Oyster, Eastern"
"Mississippi","Shrimp, Northern White"
"Mississippi","Menhadens"
"Mississippi","Shrimp, Northern Brown"
"New Hampshire","All Species"
"New Hampshire","Raven, Sea"
"New Hampshire","Cunner"
"New Hampshire","Sheepshead"
"New Hampshire","Pout, Ocean"
"New Hampshire","Vertebrates, Jawed"
"New Hampshire","Sharks, Chondrichthyes"
"New Hampshire","Conchs, True"
"New Hampshire","Squid, Shortfin Illex"
"New Hampshire","Crabs, Decapoda (Order)"
"New Hampshire","Shad, American"
"New Hampshire","Urchins, Sea, Strongylocentrotus"
"New Hampshire","Windowpane"
"New Hampshire","Shark, Porbeagle"
"New Hampshire","Mackerel, Atlantic"
"New Hampshire","Harvestfishes"
"New Hampshire","Hakes, Red And White"
"New Hampshire","Wolffish, Atlantic"
"New Hampshire","Bluefish"
"New Hampshire","Skates, Rajidae"
"New Hampshire","Halibut, Atlantic"
"New Hampshire","Redfish, Acadian"
"New Hampshire","Flounder, Winter"
"New Hampshire","Cusk"
"New Hampshire","Tuna, Bluefin"
"New Hampshire","Flounder, Witch"
"New Hampshire","Hake, Silver"
"New Hampshire","Flounder, American Plaice"
"New Hampshire","Haddock"
"New Hampshire","Flounder, Yellowtail"
"New Hampshire","Herring, Atlantic"
"New Hampshire","Hake, White"
"New Hampshire","Shrimps, Penaeoid"
"New Hampshire","Crab, Jonah"
"New Hampshire","Crustaceans"
"New Hampshire","Shark, Dogfish, Spiny"
"New Hampshire","Pollock"
"New Hampshire","Cod, Atlantic"
"New Hampshire","Goosefish"
"New Hampshire","Lobster, American"
"New Jersey","All Species"
"New Jersey","Snappers, Lutjanidae"
"New Jersey","Puffer, Northern"
"New Jersey","Runner, Blue"
"New Jersey","Cunner"
"New Jersey","Shad, Gizzard"
"New Jersey","Dealfish"
"New Jersey","Triggerfishes"
"New Jersey","Hake, White"
"New Jersey","Groupers, Serranidae"
"New Jersey","Crabs, Decapoda (Order)"
"New Jersey","Flatfishes"
"New Jersey","Pout, Ocean"
"New Jersey","Cod, Atlantic"
"New Jersey","Shark, Blacktip"
"New Jersey","Pollock"
"New Jersey","Searobins"
"New Jersey","Grouper, Snowy"
"New Jersey","Catfishes-Bullheads, Other"
"New Jersey","Wahoo"
"New Jersey","Cobia"
"New Jersey","Tilefish, Blueline"
"New Jersey","Mackerel, Frigate"
"New Jersey","Dory, Buckler"
"New Jersey","Shark, Sandbar"
"New Jersey","Mackerel, Chub"
"New Jersey","Crustaceans"
"New Jersey","Tuna, Skipjack"
"New Jersey","Mackerel, King And Cero"
"New Jersey","Kingfishes"
"New Jersey","Tunas"
"New Jersey","Tilefish, Golden"
"New Jersey","Sharks"
"New Jersey","Shark, Thresher"
"New Jersey","Spot"
"New Jersey","Drum, Black"
"New Jersey","Mackerel, Spanish"
"New Jersey","Crab, Jonah"
"New Jersey","Tuna, Little Tunny"
"New Jersey","Flounder, Yellowtail"
"New Jersey","Crab, Atlantic Rock"
"New Jersey","Sharks, Chondrichthyes"
"New Jersey","Eel, Conger"
"New Jersey","Windowpane"
"New Jersey","Dolphinfish"
"New Jersey","Flounder, Witch"
"New Jersey","Tuna, Bluefin"
"New Jersey","Eel, American"
"New Jersey","Tautog"
"New Jersey","Tuna, Albacore"
"New Jersey","Shark, Dusky"
"New Jersey","Tilefishes"
"New Jersey","Bonito, Atlantic"
"New Jersey","Perch, White"
"New Jersey","Sharks, Mako"
"New Jersey","Hake, Red"
"New Jersey","Shad, American"
"New Jersey","Shark, Dogfish, Smooth"
"New Jersey","Skates, Rajidae"
"New Jersey","Crab, Horseshoe"
"New Jersey","Harvestfishes"
"New Jersey","Hake, Silver"
"New Jersey","Vertebrates, Jawed"
"New Jersey","Conchs, True"
"New Jersey","Bluefish"
"New Jersey","Porgies"
"New Jersey","Flounder, Winter"
"New Jersey","Croaker, Atlantic"
"New Jersey","Weakfish"
"New Jersey","Tuna, Yellowfin"
"New Jersey","Tuna, Bigeye"
"New Jersey","Oyster, Eastern"
"New Jersey","Shark, Dogfish, Spiny"
"New Jersey","Bass, Black Sea"
"New Jersey","Mackerel, Atlantic"
"New Jersey","Squid, Shortfin Illex"
"New Jersey","Swordfish"
"New Jersey","Menhadens"
"New Jersey","Flounder, Summer"
"New Jersey","Squid, Longfin Loligo"
"New Jersey","Lobster, American"
"New Jersey","Crab, Blue"
"New Jersey","Clam, Quahog, Ocean"
"New Jersey","Goosefish"
"New Jersey","Clams, Quahog, Mercenaria"
"New Jersey","Scallop, Sea"
"New Jersey","Clam, Surf, Atlantic"
"New York","All Species"
"New York","Stars, Other Sea"
"New York","Amberjacks"
"New York","Spadefish"
"New York","Runner, Blue"
"New York","Shark, Blacktip"
"New York","Shrimps, Penaeoid"
"New York","Tuna, Blackfin"
"New York","Wolffish, Atlantic"
"New York","Shrimp, Northern Brown"
"New York","Terrapin, Diamondback"
"New York","Crab, Red Deepsea"
"New York","Ladyfish"
"New York","Drum, Black"
"New York","Hakes, Red And White"
"New York","Cusk"
"New York","Lumpfish"
"New York","Grenadiers"
"New York","Periwinkles, Atlantic"
"New York","Bass, Rock"
"New York","Burbot"
"New York","Herring, Blueback"
"New York","Bass, Rock"
"New York","Octopuses"
"New York","Rosefish, Blackbelly"
"New York","Mackerel, Chub"
"New York","Croaker, Atlantic"
"New York","Burbot"
"New York","Shark, Nurse"
"New York","Mullet, Striped"
"New York","Toadfishes, Batrachoididae"
"New York","Cobia"
"New York","Tuna, Skipjack"
"New York","Smelt, Rainbow"
"New York","Spot"
"New York","Shark, Porbeagle"
"New York","Shark, Dusky"
"New York","Shark, Angel, Atlantic"
"New York","Lance, American Sand"
"New York","Crappies"
"New York","Pollock"
"New York","Sharks, Mako"
"New York","Crappies"
"New York","Jack, Crevalle"
"New York","Shark, Thresher"
"New York","Shrimps, Mantis"
"New York","Scallops"
"New York","Sharks, Dogfish"
"New York","Raven, Sea"
"New York","Wahoo"
"New York","Sunfishes"
"New York","Mussel, Sea"
"New York","Puffer, Northern"
"New York","Clams"
"New York","Escolar"
"New York","Sharks, Chondrichthyes"
"New York","Carp, Common"
"New York","Opah"
"New York","Drum, Red"
"New York","Sunfishes"
"New York","Triggerfishes"
"New York","Eel, American"
"New York","Flounder, American Plaice"
"New York","Mackerel, King And Cero"
"New York","Flatfishes"
"New York","Crabs, Decapoda (Order)"
"New York","Redfish, Acadian"
"New York","Bullhead, Brown"
"New York","Crab, Atlantic Rock"
"New York","Catfishes, Forktail"
"New York","Searobins"
"New York","Kingfishes"
"New York","Shark, Dogfish, Smooth"
"New York","Pout, Ocean"
"New York","Shad, American"
"New York","Dory, Buckler"
"New York","Vertebrates, Jawed"
"New York","Cunner"
"New York","Haddock"
"New York","Hake, White"
"New York","Herring, Atlantic"
"New York","Eel, Conger"
"New York","Shark, Mako, Shortfin"
"New York","Flounder, Witch"
"New York","Tuna, Little Tunny"
"New York","Dolphinfish"
"New York","Conchs, True"
"New York","Perch, White"
"New York","Tuna, Bluefin"
"New York","Bonito, Atlantic"
"New York","Silversides, Atherinidae"
"New York","Crab, Jonah"
"New York","Tuna, Albacore"
"New York","Windowpane"
"New York","Tilefish, Golden"
"New York","Mackerel, Spanish"
"New York","Crab, Horseshoe"
"New York","Scallop, Bay"
"New York","Mackerel, Atlantic"
"New York","Tunas"
"New York","Perch, Yellow"
"New York","Menhadens"
"New York","Tautog"
"New York","Perch, Yellow"
"New York","Cod, Atlantic"
"New York","Skates, Rajidae"
"New York","Scallop, Sea"
"New York","Clam, Razor, Atlantic"
"New York","Bass, Black Sea"
"New York","Hake, Red"
"New York","Weakfish"
"New York","Shark, Dogfish, Spiny"
"New York","Tuna, Yellowfin"
"New York","Tuna, Bigeye"
"New York","Harvestfishes"
"New York","Swordfish"
"New York","Flounder, Yellowtail"
"New York","Bluefish"
"New York","Crab, Blue"
"New York","Clam, Soft"
"New York","Porgies"
"New York","Goosefish"
"New York","Flounder, Winter"
"New York","Oyster, Eastern"
"New York","Bass, Striped"
"New York","Tilefishes"
"New York","Flounder, Summer"
"New York","Hake, Silver"
"New York","Clam, Surf, Atlantic"
"New York","Squid, Longfin Loligo"
"New York","Lobster, American"
"New York","Clams, Quahog, Mercenaria"
"North Carolina","All Species"
"North Carolina","Perch, Sand"
"North Carolina","Tuna, Skipjack"
"North Carolina","Searobins"
"North Carolina","Snappers, Lutjanidae"
"North Carolina","Lookdown"
"North Carolina","Toadfishes, Batrachoididae"
"North Carolina","Bass, Rock Sea"
"North Carolina","Flounder, Witch"
"North Carolina","Porgies"
"North Carolina","Bowfin"
"North Carolina","Bigeye"
"North Carolina","Tripletail"
"North Carolina","Ladyfish"
"North Carolina","Garfishes"
"North Carolina","Runner, Blue"
"North Carolina","Shark, Tiger"
"North Carolina","Tautog"
"North Carolina","Squirrelfishes"
"North Carolina","Hakes, Red And White"
"North Carolina","Sharks, Hammerhead"
"North Carolina","Turtles, Snapping"
"North Carolina","Jack, Crevalle"
"North Carolina","Barracudas, Sphyraenidae"
"North Carolina","Rudderfish, Banded"
"North Carolina","Pompano, African"
"North Carolina","Snapper, Mutton"
"North Carolina","Seatrout, Sand"
"North Carolina","Tuna, Albacore"
"North Carolina","Grouper, Yellowfin"
"North Carolina","Carp, Common"
"North Carolina","Shark, Dusky"
"North Carolina","Eel, Conger"
"North Carolina","Puffer, Northern"
"North Carolina","Mackerel, Atlantic"
"North Carolina","Snapper, Silk"
"North Carolina","Skippers"
"North Carolina","Tuna, Blackfin"
"North Carolina","Groupers, Serranidae"
"North Carolina","Crab, Florida Stone"
"North Carolina","Jack, Almaco"
"North Carolina","Skates, Rajidae"
"North Carolina","Cutlassfish, Atlantic"
"North Carolina","Pigfish"
"North Carolina","Crab, Horseshoe"
"North Carolina","Shark, Sharpnose, Atlantic"
"North Carolina","Pinfish"
"North Carolina","Rosefish, Blackbelly"
"North Carolina","Porgy, Knobbed"
"North Carolina","Grouper, Yellowedge"
"North Carolina","Spadefish"
"North Carolina","Porgy, Red"
"North Carolina","Shad, Hickory"
"North Carolina","Hogfish"
"North Carolina","Clams"
"North Carolina","Pinfish, Spottail"
"North Carolina","Shark, Blacktip"
"North Carolina","Crustaceans"
"North Carolina","Tuna, Little Tunny"
"North Carolina","Bonito, Atlantic"
"North Carolina","Shark, Thresher"
"North Carolina","Shad, Gizzard"
"North Carolina","Octopuses"
"North Carolina","Snapper, Red"
"North Carolina","Pompano, Florida"
"North Carolina","Drum, Black"
"North Carolina","Hind, Red"
"North Carolina","Squids, Loliginidae"
"North Carolina","Sheepshead"
"North Carolina","Conchs, True"
"North Carolina","Squid, Shortfin Illex"
"North Carolina","Cobia"
"North Carolina","Tilefish, Golden"
"North Carolina","Wahoo"
"North Carolina","Tilefish, Blueline"
"North Carolina","Tunas"
"North Carolina","Grunts, Haemulidae"
"North Carolina","Minnows"
"North Carolina","Amberjacks"
"North Carolina","Scallop, Bay"
"North Carolina","Shark, Mako, Shortfin"
"North Carolina","Shark, Dogfish, Smooth"
"North Carolina","Triggerfishes"
"North Carolina","Sharks, Chondrichthyes"
"North Carolina","Harvestfishes"
"North Carolina","Harvestfish, Northern"
"North Carolina","Perch, Yellow"
"North Carolina","Catfishes, Bullhead"
"North Carolina","Vertebrates, Jawed"
"North Carolina","Alewife"
"North Carolina","Perch, White"
"North Carolina","Scallop, Sea"
"North Carolina","Shark, Sandbar"
"North Carolina","Catfishes-Bullheads, Other"
"North Carolina","Eel, American"
"North Carolina","Sharks"
"North Carolina","Tuna, Bigeye"
"North Carolina","Scamp"
"North Carolina","Shad, American"
"North Carolina","Drum, Red"
"North Carolina","Dolphinfish"
"North Carolina","Grouper, Gag"
"North Carolina","Shrimp, Northern Pink"
"North Carolina","Grouper, Snowy"
"North Carolina","Grouper, Red"
"North Carolina","Seatrout, Spotted"
"North Carolina","Bass, Striped"
"North Carolina","Mackerel, Spanish"
"North Carolina","Kingfishes"
"North Carolina","Shark, Dogfish, Spiny"
"North Carolina","Oyster, Eastern"
"North Carolina","Swordfish"
"North Carolina","Shrimps, Penaeoid"
"North Carolina","Goosefish"
"North Carolina","Bass, Black Sea"
"North Carolina","Weakfish"
"North Carolina","Bluefish"
"North Carolina","Spot"
"North Carolina","Tuna, Bluefin"
"North Carolina","Snapper, Vermilion"
"North Carolina","Mullet, Striped"
"North Carolina","Mackerel, King And Cero"
"North Carolina","Tuna, Yellowfin"
"North Carolina","Croaker, Atlantic"
"North Carolina","Menhadens"
"North Carolina","Clams, Quahog, Mercenaria"
"North Carolina","Flounder, Southern"
"North Carolina","Flounder, Summer"
"North Carolina","Shrimp, Northern White"
"North Carolina","Shrimp, Northern Brown"
"North Carolina","Crab, Blue"
"Ohio","All Species"
"Ohio","Shad, Gizzard"
"Ohio","Suckers"
"Ohio","Goldfish"
"Ohio","Bullhead, Brown"
"Ohio","Quillback"
"Ohio","Whitefish, Lake"
"Ohio","Drum, Freshwater"
"Ohio","Buffalofishes"
"Ohio","Carp, Common"
"Ohio","Perch, White"
"Ohio","Catfish, Channel"
"Ohio","Bass, White"
"Ohio","Perch, Yellow"
"Oregon","All Species"
"Oregon","Salmon, Chum"
"Oregon","Sculpins"
"Oregon","Clam, Soft"
"Oregon","Sole, Butter"
"Oregon","Sole, Rock"
"Oregon","Shark, Blue"
"Oregon","Sharks, Chondrichthyes"
"Oregon","Sole, Curlfin"
"Oregon","Herring, Pacific"
"Oregon","Mussel, California"
"Oregon","Crustaceans"
"Oregon","Shark, Thresher"
"Oregon","Crab, Red Rock"
"Oregon","Shark, Tope"
"Oregon","Clam, Pacific Littleneck"
"Oregon","Echinoderm"
"Oregon","Crabs, Decapoda (Order)"
"Oregon","Wolf-Eel"
"Oregon","Clam, Pacific, Gaper"
"Oregon","Sole, Flathead"
"Oregon","Clam, Pacific Razor"
"Oregon","Squids, Loliginidae"
"Oregon","Trout, Rainbow"
"Oregon","Octopuses"
"Oregon","Rockfish, Shortbelly"
"Oregon","Mackerel, Chub"
"Oregon","Rockfish, Blue"
"Oregon","Sturgeon, Green"
"Oregon","Shark, Dogfish, Spiny"
"Oregon","Butterclam, Washington"
"Oregon","Vertebrates, Jawed"
"Oregon","Cod, Pacific"
"Oregon","Shad, American"
"Oregon","Jack Mackerel"
"Oregon","Flounder, Starry"
"Oregon","Cockle, Nuttall"
"Oregon","Scallops"
"Oregon","Grenadiers"
"Oregon","Shrimp, Blue Mud"
"Oregon","Crab, Snow/Tanner"
"Oregon","Rockfish, Canary"
"Oregon","Hagfishes"
"Oregon","Smelt, Eulachon"
"Oregon","Sole, Sand"
"Oregon","Flounder,Pacific,Sanddab"
"Oregon","Rockfish, Pacific Ocean Perch"
"Oregon","Shrimp, Ghost"
"Oregon","Greenling, Kelp"
"Oregon","Lingcod"
"Oregon","Cabezon"
"Oregon","Rockfish, Black"
"Oregon","Sole, English"
"Oregon","Sole, Rex"
"Oregon","Flounder, Arrowtooth"
"Oregon","Skates, Rajidae"
"Oregon","Sturgeon, White"
"Oregon","Shrimps, Penaeid"
"Oregon","Salmon, Coho"
"Oregon","Thornyhead, Shortspine"
"Oregon","Urchins, Sea, Strongylocentrotus"
"Oregon","Halibut, Pacific"
"Oregon","Sardine, Pacific"
"Oregon","Sole, Petrale"
"Oregon","Rockfish, Yellowtail"
"Oregon","Rockfishes"
"Oregon","Rockfish, Widow"
"Oregon","Salmon, Chinook"
"Oregon","Oyster, Pacific"
"Oregon","Sole, Dover"
"Oregon","Hake, Pacific (Whiting)"
"Oregon","Tuna, Albacore"
"Oregon","Sablefish"
"Oregon","Shrimp, Ocean"
"Oregon","Crab, Dungeness"
"Pennsylvania","All Species"
"Pennsylvania","Whitefish, Lake"
"Pennsylvania","Drum, Freshwater"
"Pennsylvania","Walleye"
"Pennsylvania","Bullhead, Brown"
"Pennsylvania","Suckers"
"Pennsylvania","Perch, White"
"Pennsylvania","Catfish, Channel"
"Pennsylvania","Bass, White"
"Pennsylvania","Burbot"
"Pennsylvania","Perch, Yellow"
"Pennsylvania","Minnows"
"Rhode Island","All Species"
"Rhode Island","Ladyfish"
"Rhode Island","Needlefish, Atlantic"
"Rhode Island","Toadfishes, Batrachoididae"
"Rhode Island","Silversides, Atherinidae"
"Rhode Island","Sheepshead"
"Rhode Island","Mullet, Striped"
"Rhode Island","Amberjacks"
"Rhode Island","Croaker, Atlantic"
"Rhode Island","Jack, Crevalle"
"Rhode Island","Drums"
"Rhode Island","Tuna, Skipjack"
"Rhode Island","Cobia"
"Rhode Island","Urchins, Sea, Strongylocentrotus"
"Rhode Island","Sturgeons"
"Rhode Island","Mackerel, Spanish"
"Rhode Island","Kingfishes"
"Rhode Island","Herring, Blueback"
"Rhode Island","Wahoo"
"Rhode Island","Mackerel, King And Cero"
"Rhode Island","Triggerfishes"
"Rhode Island","Flatfishes"
"Rhode Island","Shark, Dogfish, Smooth"
"Rhode Island","Hakes, Red And White"
"Rhode Island","Searobins"
"Rhode Island","Raven, Sea"
"Rhode Island","Pout, Ocean"
"Rhode Island","Halibut, Atlantic"
"Rhode Island","Sharks, Chondrichthyes"
"Rhode Island","Shad, Hickory"
"Rhode Island","Cusk"
"Rhode Island","Redfish, Acadian"
"Rhode Island","Mackerel, Frigate"
"Rhode Island","Escolar"
"Rhode Island","Cunner"
"Rhode Island","Dolphinfish"
"Rhode Island","Shad, American"
"Rhode Island","Sharks, Mako"
"Rhode Island","Wolffish, Atlantic"
"Rhode Island","Dory, Buckler"
"Rhode Island","Bonito, Atlantic"
"Rhode Island","Eel, Conger"
"Rhode Island","Periwinkles, Atlantic"
"Rhode Island","Sharks, Dogfish"
"Rhode Island","Pollock"
"Rhode Island","Menhadens"
"Rhode Island","Windowpane"
"Rhode Island","Crab, Atlantic Rock"
"Rhode Island","Hake, White"
"Rhode Island","Crustaceans"
"Rhode Island","Shrimp, Marine"
"Rhode Island","Shark, Dogfish, Spiny"
"Rhode Island","Tautog"
"Rhode Island","Crab, Jonah"
"Rhode Island","Bluefish"
"Rhode Island","Haddock"
"Rhode Island","Bass, Black Sea"
"Rhode Island","Clam, Soft"
"Rhode Island","Weakfish"
"Rhode Island","Flounder, American Plaice"
"Rhode Island","Flounder, Witch"
"Rhode Island","Bass, Striped"
"Rhode Island","Hake, Red"
"Rhode Island","Tilefishes"
"Rhode Island","Tunas"
"Rhode Island","Vertebrates, Jawed"
"Rhode Island","Mackerel, Atlantic"
"Rhode Island","Harvestfishes"
"Rhode Island","Oyster, Eastern"
"Rhode Island","Cod, Atlantic"
"Rhode Island","Clams"
"Rhode Island","Skates, Rajidae"
"Rhode Island","Porgies"
"Rhode Island","Scallop, Sea"
"Rhode Island","Crabs, Decapoda (Order)"
"Rhode Island","Flounder, Winter"
"Rhode Island","Flounder, Yellowtail"
"Rhode Island","Squids, Loliginidae"
"Rhode Island","Herring, Atlantic"
"Rhode Island","Hake, Silver"
"Rhode Island","Flounder, Summer"
"Rhode Island","Goosefish"
"Rhode Island","Clams, Quahog, Mercenaria"
"Rhode Island","Squid, Longfin Loligo"
"Rhode Island","Lobster, American"
"South Carolina","All Species"
"South Carolina","Pompano, Florida"
"South Carolina","Pinfish, Spottail"
"South Carolina","Mullet, Striped"
"South Carolina","Snapper, Gray"
"South Carolina","Octopuses"
"South Carolina","Barracudas, Sphyraenidae"
"South Carolina","Conchs, True"
"South Carolina","Tuna, Blackfin"
"South Carolina","Sheepshead"
"South Carolina","Spot"
"South Carolina","Squids, Loliginidae"
"South Carolina","Grunts, Haemulidae"
"South Carolina","Grouper, Yellowfin"
"South Carolina","Snapper, Cubera"
"South Carolina","Snapper, Mutton"
"South Carolina","Cobia"
"South Carolina","Shrimp, Northern Pink"
"South Carolina","Pompano, African"
"South Carolina","Shark, Mako, Shortfin"
"South Carolina","Rudderfish"
"South Carolina","Flounder, Southern"
"South Carolina","Grunt, White"
"South Carolina","Catfishes-Bullheads, Other"
"South Carolina","Porgy, Red"
"South Carolina","Crab, Florida Stone"
"South Carolina","Wahoo"
"South Carolina","Porgy, Knobbed"
"South Carolina","Tilefish, Blueline"
"South Carolina","Hogfish"
"South Carolina","Groupers, Serranidae"
"South Carolina","Sharks, Chondrichthyes"
"South Carolina","Snapper, Red"
"South Carolina","Tuna, Yellowfin"
"South Carolina","Kingfishes"
"South Carolina","Hind, Rock"
"South Carolina","Triggerfishes"
"South Carolina","Amberjacks"
"South Carolina","Dolphinfish"
"South Carolina","Mackerel, King And Cero"
"South Carolina","Grouper, Red"
"South Carolina","Bass, Black Sea"
"South Carolina","Grouper, Snowy"
"South Carolina","Crab, Horseshoe"
"South Carolina","Shrimps, Penaeoid"
"South Carolina","Shad, American"
"South Carolina","Scamp"
"South Carolina","Grouper, Gag"
"South Carolina","Vertebrates, Jawed"
"South Carolina","Swordfish"
"South Carolina","Oyster, Eastern"
"South Carolina","Snapper, Vermilion"
"South Carolina","Clams, Quahog, Mercenaria"
"South Carolina","Shrimp, Northern Brown"
"South Carolina","Crab, Blue"
"South Carolina","Shrimp, Northern White"
"Texas","All Species"
"Texas","Porgies"
"Texas","Seatrout, Sand"
"Texas","Eels, Snake"
"Texas","Snappers, Lutjanidae"
"Texas","Pompano, Florida"
"Texas","Barracudas, Sphyraenidae"
"Texas","Tuna, Blackfin"
"Texas","Snapper, Silk"
"Texas","Sharks, Chondrichthyes"
"Texas","Kingfishes"
"Texas","Shark, Mako, Shortfin"
"Texas","Runner, Blue"
"Texas","Grouper, Black"
"Texas","Cobia"
"Texas","Triggerfish, Gray"
"Texas","Wahoo"
"Texas","Oilfish"
"Texas","Scamp"
"Texas","Herrings"
"Texas","Vertebrates, Jawed"
"Texas","Squids, Loliginidae"
"Texas","Sheepshead"
"Texas","Dolphinfish"
"Texas","Groupers, Serranidae"
