"","PortID","PortName","ExpTotValue","ExpContainerValue","ExpContainerWeight","time","Year","State","PortNameTiCase","County_GEOID","CountyName","ImpContainerValue","ImpContainerWt","TotPortWt","TotPortContainerVal","TotPortVal","rnkTotValue","rnkTotPortWt","rnkExpValue","rnkExpContainerWt","rnkImpContainerVal","rnkImpContainerWt"
"888","2719","MORRO BAY, CA",1700164,68675,24000,"2014-12","2014"," CA","Morro Bay","06079","San Luis Obispo",44146,3141,27141,112821,1744310,160,135,131,129,123,127
"889","2719","MORRO BAY, CA",3047789,0,0,"2015-12","2015"," CA","Morro Bay","06079","San Luis Obispo",172376,46062,46062,172376,3220165,160,135,131,129,123,127
"890","2719","MORRO BAY, CA",506778,69934,8530,"2016-12","2016"," CA","Morro Bay","06079","San Luis Obispo",431900,16101,24631,501834,938678,160,135,131,129,123,127
"891","2719","MORRO BAY, CA",1148178,9767,382,"2017-12","2017"," CA","Morro Bay","06079","San Luis Obispo",134456,26552,26934,144223,1282634,160,135,131,129,123,127
"892","2719","MORRO BAY, CA",398577,49800,51713,"2018-12","2018"," CA","Morro Bay","06079","San Luis Obispo",204121,18465,70178,253921,602698,160,135,131,129,123,127
"893","2719","MORRO BAY, CA",627734,13045,1317,"2019-12","2019"," CA","Morro Bay","06079","San Luis Obispo",92485,30542,31859,105530,720219,160,135,131,129,123,127
"894","2719","MORRO BAY, CA",5249054,0,0,"2020-12","2020"," CA","Morro Bay","06079","San Luis Obispo",0,0,0,0,5249054,160,135,131,129,123,127
"895","2719","MORRO BAY, CA",3455410,61785,6429,"2021-12","2021"," CA","Morro Bay","06079","San Luis Obispo",487985,93829,100258,549770,3943395,160,135,131,129,123,127
"896","3815","MUSKEGON, MI",471910,447220,43694,"2013-12","2013"," MI","Muskegon","26121","Muskegon",0,0,43694,447220,471910,173,128,111,118,114,114
"897","3815","MUSKEGON, MI",223463,212812,18500,"2014-12","2014"," MI","Muskegon","26121","Muskegon",168192,18212,36712,381004,391655,173,128,111,118,114,114
"898","3815","MUSKEGON, MI",875718,692052,106199,"2015-12","2015"," MI","Muskegon","26121","Muskegon",0,0,106199,692052,875718,173,128,111,118,114,114
"899","3815","MUSKEGON, MI",1137666,1084734,111079,"2016-12","2016"," MI","Muskegon","26121","Muskegon",0,0,111079,1084734,1137666,173,128,111,118,114,114
"900","3815","MUSKEGON, MI",612794,10000,2068,"2018-12","2018"," MI","Muskegon","26121","Muskegon",0,0,2068,10000,612794,173,128,111,118,114,114
"901","3815","MUSKEGON, MI",758962,0,0,"2019-12","2019"," MI","Muskegon","26121","Muskegon",1900878,388655,388655,1900878,2659840,173,128,111,118,114,114
"902","3815","MUSKEGON, MI",111469,94743,6810,"2020-12","2020"," MI","Muskegon","26121","Muskegon",5000,416,7226,99743,116469,173,128,111,118,114,114
"903","0405","NEW BEDFORD, MA",6664505,0,0,"2013-12","2013"," MA","New Bedford","25005","Bristol",1240544,804373,804373,1240544,7905049,143,101,110,116,81,85
"904","0405","NEW BEDFORD, MA",268926,117436,17730,"2014-12","2014"," MA","New Bedford","25005","Bristol",1500865,923347,941077,1618301,1769791,143,101,110,116,81,85
"905","0405","NEW BEDFORD, MA",358500,180800,8471,"2015-12","2015"," MA","New Bedford","25005","Bristol",10760409,6093077,6101548,10941209,11118909,143,101,110,116,81,85
"906","0405","NEW BEDFORD, MA",559157,559157,31404,"2016-12","2016"," MA","New Bedford","25005","Bristol",8334354,4747781,4779185,8893511,8893511,143,101,110,116,81,85
"907","0405","NEW BEDFORD, MA",12612284,663079,91726,"2017-12","2017"," MA","New Bedford","25005","Bristol",3367023,2288222,2379948,4030102,15979307,143,101,110,116,81,85
"908","0405","NEW BEDFORD, MA",410358,374667,38227,"2018-12","2018"," MA","New Bedford","25005","Bristol",28626227,1318403,1356630,29000894,29036585,143,101,110,116,81,85
"909","0405","NEW BEDFORD, MA",1740426,962477,57329,"2019-12","2019"," MA","New Bedford","25005","Bristol",988271,42175,99504,1950748,2728697,143,101,110,116,81,85
"910","0405","NEW BEDFORD, MA",361088,304250,83677,"2020-12","2020"," MA","New Bedford","25005","Bristol",188416,7580,91257,492666,549504,143,101,110,116,81,85
"911","0405","NEW BEDFORD, MA",2253922,277023,72975,"2021-12","2021"," MA","New Bedford","25005","Bristol",947760,2521753,2594728,1224783,3201682,143,101,110,116,81,85
"912","0412","NEW HAVEN, CT",148856757,0,0,"2013-12","2013"," CT","New Haven","09009","New Haven",29837,9100,9100,29837,148886594,106,63,93,75,69,54
"913","0412","NEW HAVEN, CT",53903126,51988,1228,"2014-12","2014"," CT","New Haven","09009","New Haven",6913490,9234897,9236125,6965478,60816616,106,63,93,75,69,54
"914","0412","NEW HAVEN, CT",32007361,0,0,"2015-12","2015"," CT","New Haven","09009","New Haven",13907988,69210108,69210108,13907988,45915349,106,63,93,75,69,54
"915","0412","NEW HAVEN, CT",43597361,44000,61195,"2016-12","2016"," CT","New Haven","09009","New Haven",18536467,16002321,16063516,18580467,62133828,106,63,93,75,69,54
"916","0412","NEW HAVEN, CT",71786924,10251805,36994653,"2017-12","2017"," CT","New Haven","09009","New Haven",11931491,23205500,60200153,22183296,83718415,106,63,93,75,69,54
"917","0412","NEW HAVEN, CT",66660702,6000,6359,"2018-12","2018"," CT","New Haven","09009","New Haven",8939996,10185512,10191871,8945996,75600698,106,63,93,75,69,54
"918","0412","NEW HAVEN, CT",66245669,142645,267076,"2019-12","2019"," CT","New Haven","09009","New Haven",8613975,62393875,62660951,8756620,74859644,106,63,93,75,69,54
"919","0412","NEW HAVEN, CT",114335349,52548,5977,"2020-12","2020"," CT","New Haven","09009","New Haven",7038977,130078085,130084062,7091525,121374326,106,63,93,75,69,54
"920","0412","NEW HAVEN, CT",204089367,0,0,"2021-12","2021"," CT","New Haven","09009","New Haven",50769779,65061773,65061773,50769779,254859146,106,63,93,75,69,54
"921","0413","NEW LONDON, CT",2429548,0,0,"2013-12","2013"," CT","New London","09011","New London",484963,613433,613433,484963,2914511,136,91,114,114,86,78
"922","0413","NEW LONDON, CT",124272,86047,54701,"2014-12","2014"," CT","New London","09011","New London",5833909,8348676,8403377,5919956,5958181,136,91,114,114,86,78
"923","0413","NEW LONDON, CT",185058,14046,340,"2015-12","2015"," CT","New London","09011","New London",4991199,4682537,4682877,5005245,5176257,136,91,114,114,86,78
"924","0413","NEW LONDON, CT",387057,290849,24119,"2016-12","2016"," CT","New London","09011","New London",1746001,3587292,3611411,2036850,2133058,136,91,114,114,86,78
"925","0413","NEW LONDON, CT",24000,24000,48000,"2017-12","2017"," CT","New London","09011","New London",4382830,4502531,4550531,4406830,4406830,136,91,114,114,86,78
"926","0413","NEW LONDON, CT",172517,128936,38817,"2018-12","2018"," CT","New London","09011","New London",13507743,19437799,19476616,13636679,13680260,136,91,114,114,86,78
"927","0413","NEW LONDON, CT",1040971,651322,51317,"2019-12","2019"," CT","New London","09011","New London",1938858,3992827,4044144,2590180,2979829,136,91,114,114,86,78
"928","0413","NEW LONDON, CT",97950756,981946,88660,"2020-12","2020"," CT","New London","09011","New London",0,0,88660,981946,97950756,136,91,114,114,86,78
"929","0413","NEW LONDON, CT",8324232,469347,117801,"2021-12","2021"," CT","New London","09011","New London",0,0,117801,469347,8324232,136,91,114,114,86,78
"930","2002","NEW ORLEANS, LA",62917958466,4652157060,2443395565,"2013-12","2013"," LA","New Orleans","22071","Orleans",5592405671,2766193859,5209589424,10244562731,68510364137,8,12,13,11,16,14
"931","2002","NEW ORLEANS, LA",63706237370,4866654823,2698386910,"2014-12","2014"," LA","New Orleans","22071","Orleans",5471952710,3686465109,6384852019,10338607533,69178190080,8,12,13,11,16,14
"932","2002","NEW ORLEANS, LA",56190287151,4859694625,3284210587,"2015-12","2015"," LA","New Orleans","22071","Orleans",5007804386,3398178195,6682388782,9867499011,61198091537,8,12,13,11,16,14
"933","2002","NEW ORLEANS, LA",57817910437,4925778211,3490178381,"2016-12","2016"," LA","New Orleans","22071","Orleans",4440151574,2871732619,6361911000,9365929785,62258062011,8,12,13,11,16,14
"934","2002","NEW ORLEANS, LA",62210253318,5780473025,3698308978,"2017-12","2017"," LA","New Orleans","22071","Orleans",4860467531,2669004616,6367313594,10640940556,67070720849,8,12,13,11,16,14
"935","2002","NEW ORLEANS, LA",67458030565,7416719689,4194185454,"2018-12","2018"," LA","New Orleans","22071","Orleans",5308161760,2667359295,6861544749,12724881449,72766192325,8,12,13,11,16,14
"936","2002","NEW ORLEANS, LA",68734829048,6541904174,4423079005,"2019-12","2019"," LA","New Orleans","22071","Orleans",5404523842,2715573082,7138652087,11946428016,74139352890,8,12,13,11,16,14
"937","2002","NEW ORLEANS, LA",65134667357,5970667522,4291947536,"2020-12","2020"," LA","New Orleans","22071","Orleans",4850886641,2485768476,6777716012,10821554163,69985553998,8,12,13,11,16,14
"938","2002","NEW ORLEANS, LA",80259365419,6843821434,3627798141,"2021-12","2021"," LA","New Orleans","22071","Orleans",5994399110,2719084442,6346882583,12838220544,86253764529,8,12,13,11,16,14
"939","1001","NEW YORK, NY",39475268981,28461456342,7308487395,"2013-12","2013"," NY","New York","36005","Bronx",8770503712,2322053104,9630540499,37231960054,48245772693,14,8,3,5,12,15
"940","1001","NEW YORK, NY",39681435621,28521943095,7035876158,"2014-12","2014"," NY","New York","36005","Bronx",9827044248,2609450564,9645326722,38348987343,49508479869,14,8,3,5,12,15
"941","1001","NEW YORK, NY",37319504685,27377435866,7152029658,"2015-12","2015"," NY","New York","36005","Bronx",8831245810,2618290413,9770320071,36208681676,46150750495,14,8,3,5,12,15
"942","1001","NEW YORK, NY",32145016682,25225942602,7803891180,"2016-12","2016"," NY","New York","36005","Bronx",7953745645,2159018770,9962909950,33179688247,40098762327,14,8,3,5,12,15
"943","1001","NEW YORK, NY",32136561087,27199625983,8707627431,"2017-12","2017"," NY","New York","36005","Bronx",8539132522,2272021479,10979648910,35738758505,40675693609,14,8,3,5,12,15
"944","1001","NEW YORK, NY",34058419201,30872764177,10367027383,"2018-12","2018"," NY","New York","36005","Bronx",8518754321,2466980742,12834008125,39391518498,42577173522,14,8,3,5,12,15
"945","1001","NEW YORK, NY",32254872403,29561070061,10121467941,"2019-12","2019"," NY","New York","36005","Bronx",9637242592,2878043571,12999511512,39198312653,41892114995,14,8,3,5,12,15
"946","1001","NEW YORK, NY",29510958965,27539210664,9429875690,"2020-12","2020"," NY","New York","36005","Bronx",8449486912,2449114764,11878990454,35988697576,37960445877,14,8,3,5,12,15
"947","1001","NEW YORK, NY",31063780024,29303376820,9750414192,"2021-12","2021"," NY","New York","36005","Bronx",12857638871,3614011822,13364426014,42161015691,43921418895,14,8,3,5,12,15
"948","2902","NEWPORT, OR",15839624,10583345,3685580,"2013-12","2013"," OR","Newport","41041","Lincoln",0,0,3685580,10583345,15839624,156,112,90,94,147,147
"949","2902","NEWPORT, OR",10979095,0,0,"2014-12","2014"," OR","Newport","41041","Lincoln",4413,1724,1724,4413,10983508,156,112,90,94,147,147
"950","2902","NEWPORT, OR",3053434,0,0,"2015-12","2015"," OR","Newport","41041","Lincoln",15236,632,632,15236,3068670,156,112,90,94,147,147
"951","2902","NEWPORT, OR",129479,0,0,"2016-12","2016"," OR","Newport","41041","Lincoln",0,0,0,0,129479,156,112,90,94,147,147
"952","2902","NEWPORT, OR",29180,0,0,"2017-12","2017"," OR","Newport","41041","Lincoln",0,0,0,0,29180,156,112,90,94,147,147
"953","2902","NEWPORT, OR",3245887,19219,7204,"2018-12","2018"," OR","Newport","41041","Lincoln",0,0,7204,19219,3245887,156,112,90,94,147,147
"954","2902","NEWPORT, OR",77912,31865,5054,"2019-12","2019"," OR","Newport","41041","Lincoln",27021,1591,6645,58886,104933,156,112,90,94,147,147
"955","2902","NEWPORT, OR",107668,107668,92380,"2021-12","2021"," OR","Newport","41041","Lincoln",11458,10025,102405,119126,119126,156,112,90,94,147,147
"956","0501","NEWPORT, RI",7697745,287633,62159,"2013-12","2013"," RI","Newport","44005","Newport",39705,18720,80879,327338,7737450,135,118,98,115,100,98
"957","0501","NEWPORT, RI",10560349,252800,4574,"2014-12","2014"," RI","Newport","44005","Newport",354423,6091,10665,607223,10914772,135,118,98,115,100,98
"958","0501","NEWPORT, RI",25792657,791433,69904,"2015-12","2015"," RI","Newport","44005","Newport",106500,60600,130504,897933,25899157,135,118,98,115,100,98
"959","0501","NEWPORT, RI",8260827,49804,2973,"2016-12","2016"," RI","Newport","44005","Newport",70874,14184,17157,120678,8331701,135,118,98,115,100,98
"960","0501","NEWPORT, RI",39375716,4993685,115493,"2017-12","2017"," RI","Newport","44005","Newport",0,0,115493,4993685,39375716,135,118,98,115,100,98
"961","0501","NEWPORT, RI",17851709,640399,91915,"2018-12","2018"," RI","Newport","44005","Newport",56704,31872,123787,697103,17908413,135,118,98,115,100,98
"962","0501","NEWPORT, RI",19599106,0,0,"2019-12","2019"," RI","Newport","44005","Newport",3476444,44891,44891,3476444,23075550,135,118,98,115,100,98
"963","0501","NEWPORT, RI",2166596,185200,49500,"2020-12","2020"," RI","Newport","44005","Newport",1660899,379492,428992,1846099,3827495,135,118,98,115,100,98
"964","0501","NEWPORT, RI",4640751,509216,27164,"2021-12","2021"," RI","Newport","44005","Newport",3517592,1566694,1593858,4026808,8158343,135,118,98,115,100,98
"965","1401","NORFOLK-NEWPORT NEWS, VA",29714654686,19992031716,6894729729,"2013-12","2013"," VA","Norfolk-Newport News","51811","Virginia Beach",34884957265,7060091465,13954821194,54876988981,64599611951,7,5,5,6,4,5
"966","1401","NORFOLK-NEWPORT NEWS, VA",30691040886,21685205569,7268178524,"2014-12","2014"," VA","Norfolk-Newport News","51811","Virginia Beach",38818363861,7668399704,14936578228,60503569430,69509404747,7,5,5,6,4,5
"967","1401","NORFOLK-NEWPORT NEWS, VA",28668887188,20324376900,7214047229,"2015-12","2015"," VA","Norfolk-Newport News","51811","Virginia Beach",41022588625,8297830130,15511877359,61346965525,69691475813,7,5,5,6,4,5
"968","1401","NORFOLK-NEWPORT NEWS, VA",25985867136,18770167581,7644441594,"2016-12","2016"," VA","Norfolk-Newport News","51811","Virginia Beach",42331571367,8901737241,16546178835,61101738948,68317438503,7,5,5,6,4,5
"969","1401","NORFOLK-NEWPORT NEWS, VA",27004027667,21339673966,9723725706,"2017-12","2017"," VA","Norfolk-Newport News","51811","Virginia Beach",44340884358,9523225809,19246951515,65680558324,71344912025,7,5,5,6,4,5
"970","1401","NORFOLK-NEWPORT NEWS, VA",24572575421,21554140996,10705745075,"2018-12","2018"," VA","Norfolk-Newport News","51811","Virginia Beach",47215875870,9701913964,20407659039,68770016866,71788451291,7,5,5,6,4,5
"971","1401","NORFOLK-NEWPORT NEWS, VA",24743332996,22394348617,8704358523,"2019-12","2019"," VA","Norfolk-Newport News","51811","Virginia Beach",48302644641,9676958778,18381317301,70696993258,73045977637,7,5,5,6,4,5
"972","1401","NORFOLK-NEWPORT NEWS, VA",24401590069,21666766636,8934888600,"2020-12","2020"," VA","Norfolk-Newport News","51811","Virginia Beach",43108273914,8967398741,17902287341,64775040550,67509863983,7,5,5,6,4,5
"973","1401","NORFOLK-NEWPORT NEWS, VA",30601520376,27419179781,10228598037,"2021-12","2021"," VA","Norfolk-Newport News","51811","Virginia Beach",58564158717,11807371054,22035969091,85983338498,89165679093,7,5,5,6,4,5
"974","2811","OAKLAND, CA",20142461443,14576710981,6586432990,"2013-12","2013"," CA","Oakland","06001","Alameda",25882658654,5838693888,12425126878,40459369635,46025120097,10,6,7,7,8,7
"975","2811","OAKLAND, CA",21029156647,15574372469,6419125635,"2014-12","2014"," CA","Oakland","06001","Alameda",27323758429,6268049524,12687175159,42898130898,48352915076,10,6,7,7,8,7
"976","2811","OAKLAND, CA",17917622230,13716971578,5933642904,"2015-12","2015"," CA","Oakland","06001","Alameda",25519789506,6260317428,12193960332,39236761084,43437411736,10,6,7,7,8,7
"977","2811","OAKLAND, CA",18740950242,14984555849,7115549643,"2016-12","2016"," CA","Oakland","06001","Alameda",25923555507,6402661503,13518211146,40908111356,44664505749,10,6,7,7,8,7
"978","2811","OAKLAND, CA",19619527690,15768923868,7424392223,"2017-12","2017"," CA","Oakland","06001","Alameda",26141539628,6595520345,14019912568,41910463496,45761067318,10,6,7,7,8,7
"979","2811","OAKLAND, CA",19864369486,17258527965,7787370440,"2018-12","2018"," CA","Oakland","06001","Alameda",27963132785,6669922747,14457293187,45221660750,47827502271,10,6,7,7,8,7
"980","2811","OAKLAND, CA",20258777928,18136677476,8106436456,"2019-12","2019"," CA","Oakland","06001","Alameda",28964097395,6780989393,14887425849,47100774871,49222875323,10,6,7,7,8,7
"981","2811","OAKLAND, CA",20627065754,18945484623,8409228867,"2020-12","2020"," CA","Oakland","06001","Alameda",28157047096,6861276535,15270505402,47102531719,48784112850,10,6,7,7,8,7
"982","2811","OAKLAND, CA",20763575122,19103620133,7914544050,"2021-12","2021"," CA","Oakland","06001","Alameda",27473582783,7217423549,15131967599,46577202916,48237157905,10,6,7,7,8,7
"983","0701","OGDENSBURG, NY",431373737,0,0,"2013-12","2013"," NY","Ogdensburg","36089","St. Lawrence",988153,1318890,1318890,988153,432361890,80,111,168,168,90,94
"984","0701","OGDENSBURG, NY",353264556,0,0,"2014-12","2014"," NY","Ogdensburg","36089","St. Lawrence",92021,130530,130530,92021,353356577,80,111,168,168,90,94
"985","0701","OGDENSBURG, NY",300993663,0,0,"2015-12","2015"," NY","Ogdensburg","36089","St. Lawrence",94664,24304,24304,94664,301088327,80,111,168,168,90,94
"986","0701","OGDENSBURG, NY",421914188,0,0,"2016-12","2016"," NY","Ogdensburg","36089","St. Lawrence",14393088,2498885,2498885,14393088,436307276,80,111,168,168,90,94
"987","0701","OGDENSBURG, NY",551673971,0,0,"2017-12","2017"," NY","Ogdensburg","36089","St. Lawrence",627544,203359,203359,627544,552301515,80,111,168,168,90,94
"988","0701","OGDENSBURG, NY",660081759,0,0,"2018-12","2018"," NY","Ogdensburg","36089","St. Lawrence",3389112,322243,322243,3389112,663470871,80,111,168,168,90,94
"989","0701","OGDENSBURG, NY",646956345,0,0,"2019-12","2019"," NY","Ogdensburg","36089","St. Lawrence",78501,23297,23297,78501,647034846,80,111,168,168,90,94
"990","0701","OGDENSBURG, NY",496840237,0,0,"2020-12","2020"," NY","Ogdensburg","36089","St. Lawrence",175625,98069,98069,175625,497015862,80,111,168,168,90,94
"991","0701","OGDENSBURG, NY",547087144,0,0,"2021-12","2021"," NY","Ogdensburg","36089","St. Lawrence",0,0,0,0,547087144,80,111,168,168,90,94
"992","3026","OLYMPIA, WA",126146893,460028,1072859,"2013-12","2013"," WA","Olympia","53067","Thurston",0,0,1072859,460028,126146893,103,94,94,76,125,135
"993","3026","OLYMPIA, WA",124251809,1686292,6858172,"2014-12","2014"," WA","Olympia","53067","Thurston",99647,25382,6883554,1785939,124351456,103,94,94,76,125,135
"994","3026","OLYMPIA, WA",93835500,27373,2386,"2015-12","2015"," WA","Olympia","53067","Thurston",172179,3300,5686,199552,94007679,103,94,94,76,125,135
"995","3026","OLYMPIA, WA",115547264,2269788,12143964,"2016-12","2016"," WA","Olympia","53067","Thurston",236500,65404,12209368,2506288,115783764,103,94,94,76,125,135
"996","3026","OLYMPIA, WA",117604006,1811787,9014500,"2017-12","2017"," WA","Olympia","53067","Thurston",0,0,9014500,1811787,117604006,103,94,94,76,125,135
"997","3026","OLYMPIA, WA",122761047,689589,2880509,"2018-12","2018"," WA","Olympia","53067","Thurston",0,0,2880509,689589,122761047,103,94,94,76,125,135
"998","3026","OLYMPIA, WA",98089471,0,0,"2019-12","2019"," WA","Olympia","53067","Thurston",1066356,32350,32350,1066356,99155827,103,94,94,76,125,135
"999","3026","OLYMPIA, WA",114636139,3414200,2639900,"2020-12","2020"," WA","Olympia","53067","Thurston",3000,440,2640340,3417200,114639139,103,94,94,76,125,135
"1000","3026","OLYMPIA, WA",177549437,0,0,"2021-12","2021"," WA","Olympia","53067","Thurston",3000,436,436,3000,177552437,103,94,94,76,125,135
"1001","2103","ORANGE, TX",2937729,0,0,"2013-12","2013"," TX","Orange","48361","Orange",0,0,0,0,2937729,125,109,80,92,132,140
"1002","2103","ORANGE, TX",73360,10206,1065,"2014-12","2014"," TX","Orange","48361","Orange",0,0,1065,10206,73360,125,109,80,92,132,140
"1003","2103","ORANGE, TX",90026871,25837241,4712396,"2015-12","2015"," TX","Orange","48361","Orange",0,0,4712396,25837241,90026871,125,109,80,92,132,140
"1004","2103","ORANGE, TX",60642,44067,20283,"2016-12","2016"," TX","Orange","48361","Orange",0,0,20283,44067,60642,125,109,80,92,132,140
"1005","2103","ORANGE, TX",90431,90431,30953,"2017-12","2017"," TX","Orange","48361","Orange",0,0,30953,90431,90431,125,109,80,92,132,140
"1006","2103","ORANGE, TX",59170272,375841,19441,"2018-12","2018"," TX","Orange","48361","Orange",855889,26639,46080,1231730,60026161,125,109,80,92,132,140
"1007","2103","ORANGE, TX",44525909,135113,86650,"2019-12","2019"," TX","Orange","48361","Orange",0,0,86650,135113,44525909,125,109,80,92,132,140
"1008","2103","ORANGE, TX",36495,0,0,"2021-12","2021"," TX","Orange","48361","Orange",44062,16097,16097,44062,80557,125,109,80,92,132,140
"1009","1808","ORLANDO, FL",1060133609,0,0,"2013-12","2013"," FL","Orlando","12097","Osceola",0,0,0,0,1060133609,61,172.5,168,168,170,170
"1010","1808","ORLANDO, FL",1074759386,0,0,"2014-12","2014"," FL","Orlando","12097","Osceola",0,0,0,0,1074759386,61,172.5,168,168,170,170
"1011","1808","ORLANDO, FL",2074866952,0,0,"2015-12","2015"," FL","Orlando","12097","Osceola",0,0,0,0,2074866952,61,172.5,168,168,170,170
"1012","1808","ORLANDO, FL",2295522116,0,0,"2016-12","2016"," FL","Orlando","12097","Osceola",0,0,0,0,2295522116,61,172.5,168,168,170,170
"1013","1808","ORLANDO, FL",1756343276,0,0,"2017-12","2017"," FL","Orlando","12097","Osceola",0,0,0,0,1756343276,61,172.5,168,168,170,170
"1014","1808","ORLANDO, FL",2180155519,0,0,"2018-12","2018"," FL","Orlando","12097","Osceola",0,0,0,0,2180155519,61,172.5,168,168,170,170
"1015","1808","ORLANDO, FL",2042522915,0,0,"2019-12","2019"," FL","Orlando","12097","Osceola",0,0,0,0,2042522915,61,172.5,168,168,170,170
"1016","1808","ORLANDO, FL",964407080,0,0,"2020-12","2020"," FL","Orlando","12097","Osceola",0,0,0,0,964407080,61,172.5,168,168,170,170
"1017","1808","ORLANDO, FL",257458749,0,0,"2021-12","2021"," FL","Orlando","12097","Osceola",0,0,0,0,257458749,61,172.5,168,168,170,170
"1018","0904","OSWEGO, NY",1764539,0,0,"2013-12","2013"," NY","Oswego","36075","Oswego",37036552,80418908,80418908,37036552,38801091,137,73,118,141,72,68
"1019","0904","OSWEGO, NY",2354004,0,0,"2014-12","2014"," NY","Oswego","36075","Oswego",38059405,21080886,21080886,38059405,40413409,137,73,118,141,72,68
"1020","0904","OSWEGO, NY",2046040,0,0,"2015-12","2015"," NY","Oswego","36075","Oswego",7057206,3486247,3486247,7057206,9103246,137,73,118,141,72,68
"1021","0904","OSWEGO, NY",908361,0,0,"2016-12","2016"," NY","Oswego","36075","Oswego",3471099,8367912,8367912,3471099,4379460,137,73,118,141,72,68
"1022","0904","OSWEGO, NY",1253133,0,0,"2017-12","2017"," NY","Oswego","36075","Oswego",475017,7062300,7062300,475017,1728150,137,73,118,141,72,68
"1023","0904","OSWEGO, NY",3122370,1847672,39952,"2018-12","2018"," NY","Oswego","36075","Oswego",6367982,2570852,2610804,8215654,9490352,137,73,118,141,72,68
"1024","0904","OSWEGO, NY",7370739,0,0,"2019-12","2019"," NY","Oswego","36075","Oswego",3780692,3674522,3674522,3780692,11151431,137,73,118,141,72,68
"1025","0904","OSWEGO, NY",1903340,0,0,"2020-12","2020"," NY","Oswego","36075","Oswego",8197657,7120458,7120458,8197657,10100997,137,73,118,141,72,68
"1026","0904","OSWEGO, NY",3172628,0,0,"2021-12","2021"," NY","Oswego","36075","Oswego",6766366,2498243,2498243,6766366,9938994,137,73,118,141,72,68
"1027","1818","PANAMA CITY, FL",721003989,331316915,138213256,"2013-12","2013"," FL","Panama City","12005","Bay",1095252484,179963163,318176419,1426569399,1816256473,65,46,34,44,30,45
"1028","1818","PANAMA CITY, FL",830904102,291419434,113854479,"2014-12","2014"," FL","Panama City","12005","Bay",710912442,125133734,238988213,1002331876,1541816544,65,46,34,44,30,45
"1029","1818","PANAMA CITY, FL",570633311,237024005,77910844,"2015-12","2015"," FL","Panama City","12005","Bay",657267002,116012659,193923503,894291007,1227900313,65,46,34,44,30,45
"1030","1818","PANAMA CITY, FL",497543028,209127830,71395149,"2016-12","2016"," FL","Panama City","12005","Bay",494524671,100592849,171987998,703652501,992067699,65,46,34,44,30,45
"1031","1818","PANAMA CITY, FL",647692812,342313781,76389584,"2017-12","2017"," FL","Panama City","12005","Bay",452011281,100191137,176580721,794325062,1099704093,65,46,34,44,30,45
"1032","1818","PANAMA CITY, FL",471976664,207203323,66933568,"2018-12","2018"," FL","Panama City","12005","Bay",548083261,115979720,182913288,755286584,1020059925,65,46,34,44,30,45
"1033","1818","PANAMA CITY, FL",482679416,173720632,43818329,"2019-12","2019"," FL","Panama City","12005","Bay",492878210,114890360,158708689,666598842,975557626,65,46,34,44,30,45
"1034","1818","PANAMA CITY, FL",385060758,129404914,49546981,"2020-12","2020"," FL","Panama City","12005","Bay",474243816,113791931,163338912,603648730,859304574,65,46,34,44,30,45
"1035","1818","PANAMA CITY, FL",546919681,184437639,72199712,"2021-12","2021"," FL","Panama City","12005","Bay",586332133,129426989,201626701,770769772,1133251814,65,46,34,44,30,45
"1036","1903","PASCAGOULA, MS",4784940876,50071149,90970371,"2013-12","2013"," MS","Pascagoula","28059","Jackson",275308,96097,91066468,50346457,4785216184,47,42,31,26,71,90
"1037","1903","PASCAGOULA, MS",4192532297,89781163,119162037,"2014-12","2014"," MS","Pascagoula","28059","Jackson",2347009,130238,119292275,92128172,4194879306,47,42,31,26,71,90
"1038","1903","PASCAGOULA, MS",3573837875,179183592,303013749,"2015-12","2015"," MS","Pascagoula","28059","Jackson",269193,45907,303059656,179452785,3574107068,47,42,31,26,71,90
"1039","1903","PASCAGOULA, MS",3025082965,229427726,400089454,"2016-12","2016"," MS","Pascagoula","28059","Jackson",81141874,1246216,401335670,310569600,3106224839,47,42,31,26,71,90
"1040","1903","PASCAGOULA, MS",3011662484,381657825,540837240,"2017-12","2017"," MS","Pascagoula","28059","Jackson",590618,181540,541018780,382248443,3012253102,47,42,31,26,71,90
"1041","1903","PASCAGOULA, MS",3161209747,377773175,491181876,"2018-12","2018"," MS","Pascagoula","28059","Jackson",12067817,5512991,496694867,389840992,3173277564,47,42,31,26,71,90
"1042","1903","PASCAGOULA, MS",3003945126,339560534,484634111,"2019-12","2019"," MS","Pascagoula","28059","Jackson",20100450,2696544,487330655,359660984,3024045576,47,42,31,26,71,90
"1043","1903","PASCAGOULA, MS",2156420272,257593067,365350101,"2020-12","2020"," MS","Pascagoula","28059","Jackson",440247,64740,365414841,258033314,2156860519,47,42,31,26,71,90
"1044","1903","PASCAGOULA, MS",3485249978,566678093,581796315,"2021-12","2021"," MS","Pascagoula","28059","Jackson",2055350,499969,582296284,568733443,3487305328,47,42,31,26,71,90
"1045","1105","PAULSBORO, NJ",885979872,200079,75547,"2013-12","2013"," NJ","Paulsboro","42045","Delaware",0,0,75547,200079,885979872,85,105,97,87,140,131
"1046","1105","PAULSBORO, NJ",620798735,120961,28542,"2014-12","2014"," NJ","Paulsboro","42045","Delaware",103765,64406,92948,224726,620902500,85,105,97,87,140,131
